"identifier","context","text"
"associatedOccurrences:label","Label for Associated Occurrences http://rs.tdwg.org/dwc/terms/associatedOccurrences","Occurrences associées"
"associatedOccurrences:rdfs_comment","Comment for Associated Occurrences http://rs.tdwg.org/dwc/terms/associatedOccurrences","Une liste (concaténée et séparée) d'identifiants d'autres enregistrements de dwc:Occurrence et de leurs associations à cette dwc:Occurrence."
"associatedOccurrences:dcterms_description","Description for Associated Occurrences http://rs.tdwg.org/dwc/terms/associatedOccurrences","Ce terme peut être utilisé pour fournir une liste d'associations avec d'autres dwc:Occurrences. Notez que la classe dwc:ResourceRelationship est un autre moyen de représenter les associations, avec plus de détails. La pratique optimale recommandée est de séparer les valeurs d'une liste par une barre verticale (` | `)."
"associatedOrganisms:label","Label for Associated Organisms http://rs.tdwg.org/dwc/terms/associatedOrganisms","Organismes associés"
"associatedOrganisms:rdfs_comment","Comment for Associated Organisms http://rs.tdwg.org/dwc/terms/associatedOrganisms","Une liste (concaténée et séparée) d'identifiants d'autres dwc:Organisms et les associations de cet dwc:Organism à chacun d'entre eux."
"associatedOrganisms:dcterms_description","Description for Associated Organisms http://rs.tdwg.org/dwc/terms/associatedOrganisms","Ce terme peut être utilisé pour fournir une liste d'associations avec d'autres dwc:Organisms. Notez que la classe dwc:ResourceRelationship est un autre moyen de représenter les associations, avec plus de détails. La pratique optimale recommandée est de séparer les valeurs d'une liste par une barre verticale (` | `)."
"associatedReferences:label","Label for Associated References http://rs.tdwg.org/dwc/terms/associatedReferences","Références associées"
"associatedReferences:rdfs_comment","Comment for Associated References http://rs.tdwg.org/dwc/terms/associatedReferences","Une liste (concaténée et séparée) d'identifiants (publication, référence bibliographique, identifiant unique global (GUI), URI) de la littérature associée à la dwc:Occurrence."
"associatedReferences:dcterms_description","Description for Associated References http://rs.tdwg.org/dwc/terms/associatedReferences","La pratique optimale recommandée est de séparer les valeurs d'une liste par une barre verticale (` | `). Notez que la classe dwc:ResourceRelationship est un autre moyen de représenter les associations, avec plus de détails. Notez également que l'usage prévu du terme dcterms:references dans le Darwin Core, lorsqu'il est appliqué à une dwc:Occurrence, est de pointer vers la source originale de cette dwc:Occurrence s'il y en a une. Notez également que l'usage prévu du terme dcterms:bibliographicCitation dans le Darwin Core lorsqu'il est appliqué à une dwc:Occurrence est de fournir la manière optimale de citer la dwc:Occurrence elle-même."
"associatedSequences:label","Label for Associated Sequences http://rs.tdwg.org/dwc/terms/associatedSequences","Séquences associées"
"associatedSequences:rdfs_comment","Comment for Associated Sequences http://rs.tdwg.org/dwc/terms/associatedSequences","Une liste (concaténée et séparée) d'identifiants (publication, identifiant unique global (GUI), URI) d'informations sur la séquence génétique associée à la dwc:MaterialEntity."
"associatedTaxa:label","Label for Associated Taxa http://rs.tdwg.org/dwc/terms/associatedTaxa","Taxons associés"
"associatedTaxa:rdfs_comment","Comment for Associated Taxa http://rs.tdwg.org/dwc/terms/associatedTaxa","Une liste (concaténée et séparée) d'identifiants ou des noms des enregistrements de dwc:Taxon et les associations de cette dwc:Occurrence à chacun d'entre eux."
"associatedTaxa:dcterms_description","Description for Associated Taxa http://rs.tdwg.org/dwc/terms/associatedTaxa","Ce terme peut être utilisé pour fournir une liste d'associations à des enregistrements de dwc:Taxon autres que celles définies dans dwc:Occurrence. Notez que la classe dwc:ResourceRelationship est un autre moyen de représenter les associations, avec plus de détails. Ce terme ne convient pas pour établir des relations entre des enregistrements de dwc:Taxon, mais seulement entre des dwc:Occurrences spécifiques d'un dwc:Organisme et d'autres enregistrements de dwc:Taxon. La pratique optimale recommandée est de séparer les valeurs d'une liste par une barre verticale (` | `)."
"basisOfRecord:label","Label for Basis Of Record http://rs.tdwg.org/dwc/terms/basisOfRecord","Catégorie d'enregistrement"
"basisOfRecord:rdfs_comment","Comment for Basis Of Record http://rs.tdwg.org/dwc/terms/basisOfRecord","La nature précise de l'enregistrement."
"basisOfRecord:dcterms_description","Description for Basis Of Record http://rs.tdwg.org/dwc/terms/basisOfRecord","La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé tel que l'ensemble des noms locaux des identifiants de classes du Darwin Core."
"bed:label","Label for Bed http://rs.tdwg.org/dwc/terms/bed","Lit"
"bed:rdfs_comment","Comment for Bed http://rs.tdwg.org/dwc/terms/bed","Le nom complet du lit lithostratigraphique à partir de laquelle l'entité dwc:MaterialEntity a été collectée."
"behavior:label","Label for Behavior http://rs.tdwg.org/dwc/terms/behavior","Comportement"
"behavior:rdfs_comment","Comment for Behavior http://rs.tdwg.org/dwc/terms/behavior","Le comportement du sujet de l'observation au moment où la dwc:Occurrence a été enregistrée."
"behavior:dcterms_description","Description for Behavior http://rs.tdwg.org/dwc/terms/behavior","Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères."
"caste:label","Label for Caste http://rs.tdwg.org/dwc/terms/caste","Caste"
"caste:rdfs_comment","Comment for Caste http://rs.tdwg.org/dwc/terms/caste","Catégorisation des individus pour les espèces eusociales (y compris quelques mammifères et arthropodes)."
"caste:dcterms_description","Description for Caste http://rs.tdwg.org/dwc/terms/caste","La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé qui correspond le mieux au dwc:Taxon. Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères."
"catalogNumber:label","Label for Catalog Number http://rs.tdwg.org/dwc/terms/catalogNumber","Numéro de catalogue"
"catalogNumber:rdfs_comment","Comment for Catalog Number http://rs.tdwg.org/dwc/terms/catalogNumber","Un identifiant (de préférence unique) pour l'enregistrement dans la série de données ou dans la collection."
"class:label","Label for Class http://rs.tdwg.org/dwc/terms/class","Classe"
"class:rdfs_comment","Comment for Class http://rs.tdwg.org/dwc/terms/class","Le nom scientifique complet de la classe dans laquelle le dwc:Taxon est classé."
"collectionCode:label","Label for Collection Code http://rs.tdwg.org/dwc/terms/collectionCode","Code de la collection"
"collectionCode:rdfs_comment","Comment for Collection Code http://rs.tdwg.org/dwc/terms/collectionCode","Le nom, l'acronyme, le coden ou le sigle identifiant la collection ou la série de données à partir desquelles l'enregistrement a été obtenu."
"collectionID:label","Label for Collection ID http://rs.tdwg.org/dwc/terms/collectionID","Identifiant de la collection"
"collectionID:rdfs_comment","Comment for Collection ID http://rs.tdwg.org/dwc/terms/collectionID","Un identifiant de la collection ou la série de données à partir desquelles l'enregistrement a été obtenu."
"collectionID:dcterms_description","Description for Collection ID http://rs.tdwg.org/dwc/terms/collectionID","Pour les spécimens physiques, la pratique optimale recommandée est d'utiliser un identifiant unique et résoluble à l'échelle mondiale provenant d'un registre de collections tel que le GBIF Registry of Scientific Collections (https://www.gbif.org/grscicoll)."
"continent:label","Label for Continent http://rs.tdwg.org/dwc/terms/continent","Continent"
"continent:rdfs_comment","Comment for Continent http://rs.tdwg.org/dwc/terms/continent","Le nom du continent dans lequel se trouve la dcterms:Location."
"continent:dcterms_description","Description for Continent http://rs.tdwg.org/dwc/terms/continent","La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé tel que le Getty Thesaurus of Geographic Names. La pratique optimale recommandée est de laisser ce champ vide si la dcterms:Location recouvre plusieurs entités à ce niveau administratif ou si la dcterms:Location pourrait se trouver dans l'une ou l'autre des multiples entités possibles à ce niveau. La multiplicité et l'incertitude de l'entité géographique peuvent être renseignées soit dans le terme dwc:higherGeography, soit dans le terme dwc:locality, soit dans les deux."
"coordinatePrecision:label","Label for Coordinate Precision http://rs.tdwg.org/dwc/terms/coordinatePrecision","Précision des coordonnées"
"coordinatePrecision:rdfs_comment","Comment for Coordinate Precision http://rs.tdwg.org/dwc/terms/coordinatePrecision","Une représentation décimale de la précision des coordonnées données dans dwc:decimalLatitude et dwc:decimalLongitude."
"coordinatePrecision:examples","Examples for Coordinate Precision http://rs.tdwg.org/dwc/terms/coordinatePrecision","`0.00001` (limite normale des GPS pour les degrés décimaux) ; `0.000278` (seconde la plus proche) ; `0.01667` (minute la plus proche) ; `1.0` (degré le plus proche)"
"coordinateUncertaintyInMeters:label","Label for Coordinate Uncertainty In Meters http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters","Incertitude des coordonnées en mètres"
"coordinateUncertaintyInMeters:rdfs_comment","Comment for Coordinate Uncertainty In Meters http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters","La distance horizontale (en mètres) à partir des coordonnées de dwc:decimalLatitude et de dwc:decimalLongitude, décrivant le plus petit cercle contenant l'ensemble de la dcterms:Location. Laisser la valeur vide si l'incertitude est inconnue, ne peut être estimée ou n'est pas applicable (parce qu'il n'y a pas de coordonnées). Zéro n'est pas une valeur valide pour ce terme."
"coordinateUncertaintyInMeters:examples","Examples for Coordinate Uncertainty In Meters http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters","`30` (limite inférieure raisonnable à partir du 2000-05-01 d'un relevé GPS dans de bonnes conditions si la précision réelle n'a pas été enregistrée à ce moment-là) ; `100` (limite inférieure raisonnable jusqu'au 2000-05-01 d'un relevé GPS dans de bonnes conditions si la précision réelle n'a pas été enregistrée à ce moment-là) ; `71` (incertitude pour une coordonnée UTM ayant une précision de 100 mètres et un système de référence spatial connu)"
"country:label","Label for Country http://rs.tdwg.org/dwc/terms/country","Pays"
"country:rdfs_comment","Comment for Country http://rs.tdwg.org/dwc/terms/country","Le nom du pays ou de l'unité administrative principale dans lesquels se trouve la dcterms:Location."
"country:dcterms_description","Description for Country http://rs.tdwg.org/dwc/terms/country","La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé tel que le Getty Thesaurus of Geographic Names. La pratique optimale recommandée est de laisser ce champ vide si la dcterms:Location recouvre plusieurs entités à ce niveau administratif ou si la dcterms:Location pourrait se trouver dans l'une ou l'autre des multiples entités possibles à ce niveau. La multiplicité et l'incertitude de l'entité géographique peuvent être renseignées soit dans le terme dwc:higherGeography, soit dans le terme dwc:locality, soit dans les deux."
"countryCode:label","Label for Country Code http://rs.tdwg.org/dwc/terms/countryCode","Code du pays"
"countryCode:rdfs_comment","Comment for Country Code http://rs.tdwg.org/dwc/terms/countryCode","Le code standardisé du pays dans lequel se trouve la dcterms:Location."
"countryCode:dcterms_description","Description for Country Code http://rs.tdwg.org/dwc/terms/countryCode","La pratique optimale recommandée est d'utiliser un code pays correspondant à la norme ISO 3166-1-alpha-2. La pratique optimale recommandée est de laisser ce champ vide si la dcterms:Location recouvre plusieurs entités à ce niveau administratif ou si la dcterms:Location pourrait se trouver dans l'une ou l'autre des multiples entités possibles à ce niveau. La multiplicité et l'incertitude de l'entité géographique peuvent être renseignées soit dans le terme dwc:higherGeography, soit dans le terme dwc:locality, soit dans les deux."
"county:label","Label for Second Order Division http://rs.tdwg.org/dwc/terms/county","Division de deuxième ordre"
"county:rdfs_comment","Comment for Second Order Division http://rs.tdwg.org/dwc/terms/county","Le nom complet et non abrégé de la région administrative immédiatement inférieure à stateProvince (comté, département, etc.) dans laquelle se trouve la dcterms:Location."
"county:dcterms_description","Description for Second Order Division http://rs.tdwg.org/dwc/terms/county","La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé tel que le Getty Thesaurus of Geographic Names. La pratique optimale recommandée est de laisser ce champ vide si la dcterms:Location recouvre plusieurs entités à ce niveau administratif ou si la dcterms:Location pourrait se trouver dans l'une ou l'autre des multiples entités possibles à ce niveau. La multiplicité et l'incertitude de l'entité géographique peuvent être renseignées soit dans le terme dwc:higherGeography, soit dans le terme dwc:locality, soit dans les deux."
"cultivarEpithet:label","Label for Cultivar Epithet http://rs.tdwg.org/dwc/terms/cultivarEpithet","Épithète de cultivar"
"cultivarEpithet:rdfs_comment","Comment for Cultivar Epithet http://rs.tdwg.org/dwc/terms/cultivarEpithet","Partie du nom d'un cultivar, d'un groupe de cultivars ou d'un grex qui suit le dwc:scientificName."
"cultivarEpithet:dcterms_description","Description for Cultivar Epithet http://rs.tdwg.org/dwc/terms/cultivarEpithet","Selon les Règles du Code des plantes cultivées, un nom de cultivar se compose d'un nom botanique suivi d'une épithète de cultivar. La valeur donnée comme dwc:cultivarEpithet ne doit pas comporter de guillemets. Le terme dwc:taxonRank doit être utilisé pour indiquer quel type de nom de plante cultivée (par exemple, cultivar, groupe de cultivars, grex) est concerné. Cette épithète, y compris toute apostrophe ou tout suffixe, doit également être fournie dans dwc:scientificName."
"cultivarEpithet:examples","Examples for Cultivar Epithet http://rs.tdwg.org/dwc/terms/cultivarEpithet","King Edward` (pour le nom scientifique `Solanum tuberosum 'King Edward'` et le taxonRank `cultivar`) ; `Mishmiense` (pour le scientificName `Rhododendron boothii Mishmiense Group` et le taxonRank `cultivar group`) ; `Atlantis` (pour le scientificName `Paphiopedilum Atlantis grex` et le taxonRank `grex`)"
"dataGeneralizations:label","Label for Data Generalizations http://rs.tdwg.org/dwc/terms/dataGeneralizations","Généralisation des données"
"dataGeneralizations:rdfs_comment","Comment for Data Generalizations http://rs.tdwg.org/dwc/terms/dataGeneralizations","Mesures prises pour rendre les données partagées moins précises ou moins complètes que dans leur forme originale. Cela peut signifier que des données de meilleure qualité peuvent être disponibles sur demande."
"dataGeneralizations:dcterms_description","Description for Data Generalizations http://rs.tdwg.org/dwc/terms/dataGeneralizations","Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères."
"datasetID:label","Label for Dataset ID http://rs.tdwg.org/dwc/terms/datasetID","Identifiant du jeu de données"
"datasetID:rdfs_comment","Comment for Dataset ID http://rs.tdwg.org/dwc/terms/datasetID","Un identifiant pour le jeu de données. Il peut s'agir d'un identifiant unique global (GUI) ou d'un identifiant spécifique à une collection ou à une institution."
"datasetName:label","Label for Dataset Name http://rs.tdwg.org/dwc/terms/datasetName","Nom du jeu de données"
"datasetName:rdfs_comment","Comment for Dataset Name http://rs.tdwg.org/dwc/terms/datasetName","Le nom identifiant le jeu de données à partir duquel l'enregistrement a été obtenu."
"dateIdentified:label","Label for Date Identified http://rs.tdwg.org/dwc/terms/dateIdentified","Date d'identification"
"dateIdentified:rdfs_comment","Comment for Date Identified http://rs.tdwg.org/dwc/terms/dateIdentified","Date à laquelle le sujet a été identifié comme appartenant au dwc:Taxon."
"dateIdentified:dcterms_description","Description for Date Identified http://rs.tdwg.org/dwc/terms/dateIdentified","La pratique optimale recommandée est d'utiliser une date conforme à la norme ISO 8601-1:2019."
"dateIdentified:examples","Examples for Date Identified http://rs.tdwg.org/dwc/terms/dateIdentified","`1963-03-08T14:07-0600` (8 mars 1963 à 14h07 dans le fuseau horaire six heures plus tôt que l'UTC) ; `2009-02-20T08:40Z` (20 février 2009 8h40 UTC) ; `2018-08-29T15:19` (15 h 19, heure locale, le 29 août 2018) ; `1809-02-12` (durant le 12 février 1809) ; `1906-06` (durant juin 1906) ; `1971` (durant l'année 1971) ;`2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (durant une période comprise entre le 1er mars 2007, 13 heures UTC, et le 11 mai 2008, 15 heures 30 UTC) ; `1900/1909` (durant une période comprise entre le début de l'année 1900 et la fin de l'année 1909) ; `2007-11-13/15` (durant une période comprise entre le 13 novembre 2007 et le 15 novembre 2007)"
"day:label","Label for Day http://rs.tdwg.org/dwc/terms/day","Jour"
"day:rdfs_comment","Comment for Day http://rs.tdwg.org/dwc/terms/day","Le jour (nombre entier) du mois au cours duquel le dwc:Event s'est produit."
"decimalLatitude:label","Label for Decimal Latitude http://rs.tdwg.org/dwc/terms/decimalLatitude","Latitude en échelle décimale"
"decimalLatitude:rdfs_comment","Comment for Decimal Latitude http://rs.tdwg.org/dwc/terms/decimalLatitude","La latitude géographique (en degrés décimaux, en utilisant le système de référence spatiale indiqué dans dwc:geodeticDatum) du centre géographique d'une dcterms:Location. Les valeurs positives correspondent au nord de l'équateur, les valeurs négatives au sud de l'équateur. Les valeurs légales sont comprises entre -90 et 90 inclus."
"decimalLongitude:label","Label for Decimal Longitude http://rs.tdwg.org/dwc/terms/decimalLongitude","Longitude en échelle décimale"
"decimalLongitude:rdfs_comment","Comment for Decimal Longitude http://rs.tdwg.org/dwc/terms/decimalLongitude","La longitude géographique (en degrés décimaux, en utilisant le système de référence spatiale indiqué dans dwc:geodeticDatum) du centre géographique d'une dcterms:Location. Les valeurs positives se situent à l'est du méridien de Greenwich, les valeurs négatives à l'ouest. Les valeurs légales sont comprises entre -180 et 180 inclus."
"degreeOfEstablishment:label","Label for Degree of Establishment http://rs.tdwg.org/dwc/terms/degreeOfEstablishment","Degré d'implantation"
"degreeOfEstablishment:rdfs_comment","Comment for Degree of Establishment http://rs.tdwg.org/dwc/terms/degreeOfEstablishment","Le degré de survie, de reproduction et d'expansion de l'aire de répartition d'un dwc:Organism à un endroit et à un moment donnés."
"degreeOfEstablishment:dcterms_description","Description for Degree of Establishment http://rs.tdwg.org/dwc/terms/degreeOfEstablishment","La pratique optimale recommandée est d'utiliser les valeurs permises par le vocabulaire contrôlé dédié à ce terme, dont la liste figure à l'adresse http://rs.tdwg.org/dwc/doc/doe/. Pour plus de détails, voir https://doi.org/10.3897/biss.3.38084. Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères."
"disposition:label","Label for Disposition http://rs.tdwg.org/dwc/terms/disposition","Mise à disposition"
"disposition:rdfs_comment","Comment for Disposition http://rs.tdwg.org/dwc/terms/disposition","L'état actuel d'une dwc:MaterialEntity par rapport à la gestion d'une collection."
"disposition:dcterms_description","Description for Disposition http://rs.tdwg.org/dwc/terms/disposition","La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé. Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères."
"dynamicProperties:label","Label for Dynamic Properties http://rs.tdwg.org/dwc/terms/dynamicProperties","Propriétés dynamiques"
"dynamicProperties:rdfs_comment","Comment for Dynamic Properties http://rs.tdwg.org/dwc/terms/dynamicProperties","Une liste de mesures, de faits, de caractéristiques ou d'affirmations supplémentaires concernant le document. Il s'agit d'un mécanisme permettant de structurer le contenu."
"dynamicProperties:dcterms_description","Description for Dynamic Properties http://rs.tdwg.org/dwc/terms/dynamicProperties","La pratique optimale recommandée est d'utiliser un encodage clé:valeur pour un format d'échange de données tel que JSON."
"earliestAgeOrLowestStage:label","Label for Earliest Age Or Lowest Stage http://rs.tdwg.org/dwc/terms/earliestAgeOrLowestStage","Âge le plus ancien ou étage le plus bas"
"earliestAgeOrLowestStage:rdfs_comment","Comment for Earliest Age Or Lowest Stage http://rs.tdwg.org/dwc/terms/earliestAgeOrLowestStage","Le nom complet de l'âge géochronologique le plus ancien possible ou de l'étage chronostratigraphique le plus bas attribuable à l'horizon stratigraphique à partir duquel l'entité dwc:MaterialEntity a été collectée."
"earliestEonOrLowestEonothem:label","Label for Earliest Eon Or Lowest Eonothem http://rs.tdwg.org/dwc/terms/earliestEonOrLowestEonothem","Éon le plus ancien ou Eonothème le plus bas"
"earliestEonOrLowestEonothem:rdfs_comment","Comment for Earliest Eon Or Lowest Eonothem http://rs.tdwg.org/dwc/terms/earliestEonOrLowestEonothem","Le nom complet de l'éon géochronologique le plus ancien possible ou de l'éonothème chrono-stratigraphique le plus bas, ou le nom informel (""Précambrien"") attribuable à l'horizon stratigraphique à partir duquel l'entité dwc:MaterialEntity a été collectée."
"earliestEpochOrLowestSeries:label","Label for Earliest Epoch Or Lowest Series http://rs.tdwg.org/dwc/terms/earliestEpochOrLowestSeries","Époque la plus ancienne ou série la plus basse"
"earliestEpochOrLowestSeries:rdfs_comment","Comment for Earliest Epoch Or Lowest Series http://rs.tdwg.org/dwc/terms/earliestEpochOrLowestSeries","Le nom complet de l'époque géochronologique la plus ancienne possible ou de la série chronostratigraphique la plus basse attribuable à l'horizon stratigraphique à partir duquel l'entité dwc:MaterialEntity a été collectée."
"earliestEraOrLowestErathem:label","Label for Earliest Era Or Lowest Erathem http://rs.tdwg.org/dwc/terms/earliestEraOrLowestErathem","Première ère ou érathème inférieur"
"earliestEraOrLowestErathem:rdfs_comment","Comment for Earliest Era Or Lowest Erathem http://rs.tdwg.org/dwc/terms/earliestEraOrLowestErathem","Le nom complet de l'ère géochronologique potentielle la plus ancienne ou de l'érythème chronostratigraphique le plus bas attribuable à l'horizon stratigraphique à partir duquel la dwc:MaterialEntity a été collectée."
"earliestPeriodOrLowestSystem:label","Label for Earliest Period Or Lowest System http://rs.tdwg.org/dwc/terms/earliestPeriodOrLowestSystem","Première période ou système inférieur"
"earliestPeriodOrLowestSystem:rdfs_comment","Comment for Earliest Period Or Lowest System http://rs.tdwg.org/dwc/terms/earliestPeriodOrLowestSystem","Le nom complet de la période géochronologique la plus ancienne possible ou du système chronostratigraphique le plus bas attribuable à l'horizon stratigraphique à partir duquel la dwc:MaterialEntity a été collectée."
"endDayOfYear:label","Label for End Day Of Year http://rs.tdwg.org/dwc/terms/endDayOfYear","Numéro du jour de fin"
"endDayOfYear:rdfs_comment","Comment for End Day Of Year http://rs.tdwg.org/dwc/terms/endDayOfYear","Le dernier jour entier de l'année où le dwc:Event s'est produit (1 pour le 1er janvier, 365 pour le 31 décembre, sauf si l'année est bissextile, auquel cas le 31 décembre aura le numéro 366)."
"endDayOfYear:examples","Examples for End Day Of Year http://rs.tdwg.org/dwc/terms/endDayOfYear","`1` (1er janvier) ; `32` (1er février) ; `366` (31 décembre) ; `365` (30 décembre d'une année bissextile, 31 décembre d'une année commune)"
"establishmentMeans:label","Label for Establishment Means http://rs.tdwg.org/dwc/terms/establishmentMeans","Moyens d'implantation"
"establishmentMeans:rdfs_comment","Comment for Establishment Means http://rs.tdwg.org/dwc/terms/establishmentMeans","Indication selon laquelle un dwc:Organism a été introduit en un lieu et à un moment donnés par l'activité directe ou indirecte de l'humain moderne."
"establishmentMeans:dcterms_description","Description for Establishment Means http://rs.tdwg.org/dwc/terms/establishmentMeans","La pratique optimale recommandée est d'utiliser les valeurs permises par le vocabulaire contrôlé dédié à ce terme, dont la liste figure à l'adresse http://rs.tdwg.org/dwc/doc/em/. Pour plus de détails, voir https://doi.org/10.3897/biss.3.38084. Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères."
"Event:label","Label for Event http://rs.tdwg.org/dwc/terms/Event","Événement"
"Event:rdfs_comment","Comment for Event http://rs.tdwg.org/dwc/terms/Event","Une action qui se produit à un endroit donné pendant un temps donné."
"eventDate:label","Label for Event Date http://rs.tdwg.org/dwc/terms/eventDate","Date de l'événement"
"eventDate:rdfs_comment","Comment for Event Date http://rs.tdwg.org/dwc/terms/eventDate","La date et l'heure ou l'intervalle pendant lesquels un dwc:Event s'est produit. Pour les occurrences, il s'agit de la date à laquelle le dwc:Event a été enregistré. Ce terme ne convient pas pour un temps dans un contexte géologique."
"eventDate:dcterms_description","Description for Event Date http://rs.tdwg.org/dwc/terms/eventDate","La pratique optimale recommandée est d'utiliser une date conforme à la norme ISO 8601-1:2019."
"eventDate:examples","Examples for Event Date http://rs.tdwg.org/dwc/terms/eventDate","`1963-03-08T14:07-0600` (8 mars 1963 à 14h07 dans le fuseau horaire six heures plus tôt que l'UTC) ; `2009-02-20T08:40Z` (20 février 2009 8h40 UTC) ; `2018-08-29T15:19` (15 h 19, heure locale, le 29 août 2018) ; `1809-02-12` (durant le 12 février 1809) ; `1906-06` (durant juin 1906) ; `1971` (durant l'année 1971) ;`2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (durant une période comprise entre le 1er mars 2007, 13 heures UTC, et le 11 mai 2008, 15 heures 30 UTC) ; `1900/1909` (durant une période comprise entre le début de l'année 1900 et la fin de l'année 1909) ; `2007-11-13/15` (durant une période comprise entre le 13 novembre 2007 et le 15 novembre 2007)"
"eventID:label","Label for Event ID http://rs.tdwg.org/dwc/terms/eventID","Identifiant de l'événement"
"eventID:rdfs_comment","Comment for Event ID http://rs.tdwg.org/dwc/terms/eventID","Un identifiant pour l'ensemble des informations associées à un dwc:Event (quelque chose qui se produit à un endroit et à un temps donnés). Il peut s'agir d'un identifiant unique global ou d'un identifiant spécifique à un jeu de données."
"eventRemarks:label","Label for Event Remarks http://rs.tdwg.org/dwc/terms/eventRemarks","Remarques sur l'événement"
"eventRemarks:rdfs_comment","Comment for Event Remarks http://rs.tdwg.org/dwc/terms/eventRemarks","Commentaires ou notes sur le dwc:Event."
"eventTime:label","Label for Event Time http://rs.tdwg.org/dwc/terms/eventTime","Heure de l'événement"
"eventTime:rdfs_comment","Comment for Event Time http://rs.tdwg.org/dwc/terms/eventTime","Le moment ou l'intervalle de temps pendant lequel un dwc:Event s'est produit."
"eventTime:dcterms_description","Description for Event Time http://rs.tdwg.org/dwc/terms/eventTime","La pratique optimale recommandée est d'utiliser une heure conforme à la norme ISO 8601-1:2019."
