identifier,context,text
coordinatePrecision:label,Label for Coordinate Precision http://rs.tdwg.org/dwc/terms/coordinatePrecision,Coordinate Precision
coordinatePrecision:rdfs_comment,Comment for Coordinate Precision http://rs.tdwg.org/dwc/terms/coordinatePrecision,A decimal representation of the precision of the coordinates given in the dwc:decimalLatitude and dwc:decimalLongitude.
coordinatePrecision:examples,Examples for Coordinate Precision http://rs.tdwg.org/dwc/terms/coordinatePrecision,`0.00001` (normal GPS limit for decimal degrees); `0.000278` (nearest second); `0.01667` (nearest minute); `1.0` (nearest degree)
coordinateUncertaintyInMeters:label,Label for Coordinate Uncertainty In Meters http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters,Coordinate Uncertainty In Meters
coordinateUncertaintyInMeters:rdfs_comment,Comment for Coordinate Uncertainty In Meters http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters,A horizontal distance (in meters) from a given dwc:decimalLatitude and dwc:decimalLongitude describing the smallest circle containing the whole of the dcterms:Location. Zero is not a valid value for this term.
coordinateUncertaintyInMeters:dcterms_description,Description for Coordinate Uncertainty In Meters http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters,"Leave the value empty if the uncertainty is unknown, cannot be estimated, or is not applicable (because there are no coordinates). Zero is not a valid value for this term."
coordinateUncertaintyInMeters:examples,Examples for Coordinate Uncertainty In Meters http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters,`30` (reasonable lower limit on or after 2000-05-01 of a GPS reading under good conditions if the actual precision was not recorded at the time); `100` (reasonable lower limit before 2000-05-01 of a GPS reading under good conditions if the actual precision was not recorded at the time); `71` (uncertainty for a UTM coordinate having 100 meter precision and a known spatial reference system)
country:label,Label for Country http://rs.tdwg.org/dwc/terms/country,Country
country:rdfs_comment,Comment for Country http://rs.tdwg.org/dwc/terms/country,The name of the country or major administrative unit in which the dcterms:Location occurs.
country:dcterms_description,Description for Country http://rs.tdwg.org/dwc/terms/country,"Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names. Recommended best practice is to leave this field blank if the dcterms:Location spans multiple entities at this administrative level or if the dcterms:Location might be in one or another of multiple possible entities at this level. Multiplicity and uncertainty of the geographic entity can be captured either in the term dwc:higherGeography or in the term dwc:locality, or both."
countryCode:label,Label for Country Code http://rs.tdwg.org/dwc/terms/countryCode,Country Code
countryCode:rdfs_comment,Comment for Country Code http://rs.tdwg.org/dwc/terms/countryCode,The standard code for the country in which the dcterms:Location occurs.
countryCode:dcterms_description,Description for Country Code http://rs.tdwg.org/dwc/terms/countryCode,"Recommended best practice is to use an ISO 3166-1-alpha-2 country code, or 'ZZ' (for an unknown location or a location unassignable to a single country code), or 'XZ' (for the high seas beyond national jurisdictions). Multiplicity and uncertainty of the geographic entity can be captured either in the term dwc:higherGeography or in the term dwc:locality, or both."
county:label,Label for Second Order Division http://rs.tdwg.org/dwc/terms/county,Second Order Division
county:rdfs_comment,Comment for Second Order Division http://rs.tdwg.org/dwc/terms/county,"The full, unabbreviated name of the next smaller administrative region than stateProvince (county, shire, department, etc.) in which the dcterms:Location occurs."
county:dcterms_description,Description for Second Order Division http://rs.tdwg.org/dwc/terms/county,"Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names. Recommended best practice is to leave this field blank if the dcterms:Location spans multiple entities at this administrative level or if the dcterms:Location might be in one or another of multiple possible entities at this level. Multiplicity and uncertainty of the geographic entity can be captured either in the term dwc:higherGeography or in the term dwc:locality, or both."
cultivarEpithet:label,Label for Cultivar Epithet http://rs.tdwg.org/dwc/terms/cultivarEpithet,Cultivar Epithet
cultivarEpithet:rdfs_comment,Comment for Cultivar Epithet http://rs.tdwg.org/dwc/terms/cultivarEpithet,"Part of the name of a cultivar, cultivar group or grex that follows the dwc:scientificName."
cultivarEpithet:dcterms_description,Description for Cultivar Epithet http://rs.tdwg.org/dwc/terms/cultivarEpithet,"According to the Rules of the Cultivated Plant Code, a cultivar name consists of a botanical name followed by a cultivar epithet. The value given as the dwc:cultivarEpithet should exclude any quotes. The term dwc:taxonRank should be used to indicate which type of cultivated plant name (e.g., cultivar, cultivar group, grex) is concerned. This epithet, including any enclosing apostrophes or suffix, should be provided in dwc:scientificName as well."
cultivarEpithet:examples,Examples for Cultivar Epithet http://rs.tdwg.org/dwc/terms/cultivarEpithet,`King Edward` (for scientificName `Solanum tuberosum 'King Edward'` and taxonRank `cultivar`); `Mishmiense` (for scientificName `Rhododendron boothii Mishmiense Group` and taxonRank `cultivar group`); `Atlantis` (for scientificName `Paphiopedilum Atlantis grex` and taxonRank `grex`)
dataGeneralizations:label,Label for Data Generalizations http://rs.tdwg.org/dwc/terms/dataGeneralizations,Data Generalizations
dataGeneralizations:rdfs_comment,Comment for Data Generalizations http://rs.tdwg.org/dwc/terms/dataGeneralizations,Actions taken to make the shared data less specific or complete than in its original form. Suggests that alternative data of higher quality may be available on request.
dataGeneralizations:dcterms_description,Description for Data Generalizations http://rs.tdwg.org/dwc/terms/dataGeneralizations,"This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value."
datasetID:label,Label for Dataset ID http://rs.tdwg.org/dwc/terms/datasetID,Dataset ID
datasetID:rdfs_comment,Comment for Dataset ID http://rs.tdwg.org/dwc/terms/datasetID,An identifier for the set of data. May be a global unique identifier or an identifier specific to a collection or institution.
datasetName:label,Label for Dataset Name http://rs.tdwg.org/dwc/terms/datasetName,Dataset Name
datasetName:rdfs_comment,Comment for Dataset Name http://rs.tdwg.org/dwc/terms/datasetName,A name of a source dataset.
dateIdentified:label,Label for Date Identified http://rs.tdwg.org/dwc/terms/dateIdentified,Date Identified
dateIdentified:rdfs_comment,Comment for Date Identified http://rs.tdwg.org/dwc/terms/dateIdentified,The date on which the subject was determined as representing the dwc:Taxon.
dateIdentified:dcterms_description,Description for Date Identified http://rs.tdwg.org/dwc/terms/dateIdentified,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.
dateIdentified:examples,Examples for Date Identified http://rs.tdwg.org/dwc/terms/dateIdentified,`1963-03-08T14:07-06:00` (8 Mar 1963 at or after 2:07pm and before 2:08pm in the time zone six hours earlier than UTC); `2009-02-20T08:40Z` (20 February 2009 at or after 8:40am and before 8:41 UTC); `2018-08-29T15:19` (29 August 2018 at or after 3:19pm and before 3:20pm local time); `1809-02-12` (within the day 12 February 1809); `1906-06` (in the month of June 1906); `1971` (in the year 1971); `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (some time within the interval beginning 1 March 2007 at 1pm UTC and before 11 May 2008 at 3:30pm UTC); `1900/1909` (some time within the interval between the beginning of the year 1900 and before the year 1909); `2007-11-13/15` (some time in the interval between the beginning of 13 November 2007 and before 15 November 2007)
day:label,Label for Day http://rs.tdwg.org/dwc/terms/day,Day
day:rdfs_comment,Comment for Day http://rs.tdwg.org/dwc/terms/day,The integer day of the month on which the dwc:Event occurred.
decimalLatitude:label,Label for Decimal Latitude http://rs.tdwg.org/dwc/terms/decimalLatitude,Decimal Latitude
decimalLatitude:rdfs_comment,Comment for Decimal Latitude http://rs.tdwg.org/dwc/terms/decimalLatitude,"A geographic latitude (in decimal degrees, using the spatial reference system given in dwc:geodeticDatum) of a dcterms:Location."
decimalLatitude:dcterms_description,Description for Decimal Latitude http://rs.tdwg.org/dwc/terms/decimalLatitude,"Positive values are north of the Equator, negative values are south of it. Valid values lie between -90 and 90, inclusive."
decimalLongitude:label,Label for Decimal Longitude http://rs.tdwg.org/dwc/terms/decimalLongitude,Decimal Longitude
decimalLongitude:rdfs_comment,Comment for Decimal Longitude http://rs.tdwg.org/dwc/terms/decimalLongitude,"A geographic longitude (in decimal degrees, using the spatial reference system given in dwc:geodeticDatum) of a dcterms:Location."
decimalLongitude:dcterms_description,Description for Decimal Longitude http://rs.tdwg.org/dwc/terms/decimalLongitude,"Positive values are east of the Greenwich Meridian, negative values are west of it. Valid values lie between -180 and 180, inclusive."
degreeOfEstablishment:label,Label for Degree of Establishment http://rs.tdwg.org/dwc/terms/degreeOfEstablishment,Degree of Establishment
degreeOfEstablishment:rdfs_comment,Comment for Degree of Establishment http://rs.tdwg.org/dwc/terms/degreeOfEstablishment,"The degree to which a dwc:Organism survives, reproduces, and expands its range at the given place and time."
degreeOfEstablishment:dcterms_description,Description for Degree of Establishment http://rs.tdwg.org/dwc/terms/degreeOfEstablishment,"Recommended best practice is to use controlled value strings from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/doe/. For details, refer to https://doi.org/10.3897/biss.3.38084. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value."
disposition:label,Label for Disposition http://rs.tdwg.org/dwc/terms/disposition,Disposition
disposition:rdfs_comment,Comment for Disposition http://rs.tdwg.org/dwc/terms/disposition,A current state of a dwc:MaterialEntity with respect to where it can be found.
disposition:dcterms_description,Description for Disposition http://rs.tdwg.org/dwc/terms/disposition,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value."
dynamicProperties:label,Label for Dynamic Properties http://rs.tdwg.org/dwc/terms/dynamicProperties,Dynamic Properties
dynamicProperties:rdfs_comment,Comment for Dynamic Properties http://rs.tdwg.org/dwc/terms/dynamicProperties,"A list of additional measurements, facts, characteristics, or assertions about the record. Meant to provide a mechanism for structured content."
dynamicProperties:dcterms_description,Description for Dynamic Properties http://rs.tdwg.org/dwc/terms/dynamicProperties,Recommended best practice is to use a key:value encoding schema for a data interchange format such as JSON.
earliestAgeOrLowestStage:label,Label for Earliest Age Or Lowest Stage http://rs.tdwg.org/dwc/terms/earliestAgeOrLowestStage,Earliest Age Or Lowest Stage
earliestAgeOrLowestStage:rdfs_comment,Comment for Earliest Age Or Lowest Stage http://rs.tdwg.org/dwc/terms/earliestAgeOrLowestStage,The full name of the earliest possible geochronologic age or lowest chronostratigraphic stage attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.
earliestEonOrLowestEonothem:label,Label for Earliest Eon Or Lowest Eonothem http://rs.tdwg.org/dwc/terms/earliestEonOrLowestEonothem,Earliest Eon Or Lowest Eonothem
earliestEonOrLowestEonothem:rdfs_comment,Comment for Earliest Eon Or Lowest Eonothem http://rs.tdwg.org/dwc/terms/earliestEonOrLowestEonothem,The full name of the earliest possible geochronologic eon or lowest chronostratigraphic eonothem or the informal name attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.
earliestEpochOrLowestSeries:label,Label for Earliest Epoch Or Lowest Series http://rs.tdwg.org/dwc/terms/earliestEpochOrLowestSeries,Earliest Epoch Or Lowest Series
earliestEpochOrLowestSeries:rdfs_comment,Comment for Earliest Epoch Or Lowest Series http://rs.tdwg.org/dwc/terms/earliestEpochOrLowestSeries,The full name of the earliest possible geochronologic epoch or lowest chronostratigraphic series attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.
earliestEraOrLowestErathem:label,Label for Earliest Era Or Lowest Erathem http://rs.tdwg.org/dwc/terms/earliestEraOrLowestErathem,Earliest Era Or Lowest Erathem
earliestEraOrLowestErathem:rdfs_comment,Comment for Earliest Era Or Lowest Erathem http://rs.tdwg.org/dwc/terms/earliestEraOrLowestErathem,The full name of the earliest possible geochronologic era or lowest chronostratigraphic erathem attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.
earliestPeriodOrLowestSystem:label,Label for Earliest Period Or Lowest System http://rs.tdwg.org/dwc/terms/earliestPeriodOrLowestSystem,Earliest Period Or Lowest System
earliestPeriodOrLowestSystem:rdfs_comment,Comment for Earliest Period Or Lowest System http://rs.tdwg.org/dwc/terms/earliestPeriodOrLowestSystem,The full name of the earliest possible geochronologic period or lowest chronostratigraphic system attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.
endDayOfYear:label,Label for End Day Of Year http://rs.tdwg.org/dwc/terms/endDayOfYear,End Day Of Year
endDayOfYear:rdfs_comment,Comment for End Day Of Year http://rs.tdwg.org/dwc/terms/endDayOfYear,The latest integer day of the year on which a dwc:Event occurred.
endDayOfYear:dcterms_description,Description for End Day Of Year http://rs.tdwg.org/dwc/terms/endDayOfYear,"The value is 1 for January 1 and 365 for December 31, except in a leap year, in which case it is 366."
endDayOfYear:examples,Examples for End Day Of Year http://rs.tdwg.org/dwc/terms/endDayOfYear,"`1` (1 January); `32` (1 February); `366` (31 December); `365` (30 December in a leap year, 31 December in a non-leap year)"
establishmentMeans:label,Label for Establishment Means http://rs.tdwg.org/dwc/terms/establishmentMeans,Establishment Means
establishmentMeans:rdfs_comment,Comment for Establishment Means http://rs.tdwg.org/dwc/terms/establishmentMeans,Statement about whether a dwc:Organism has been introduced to a given place and time through the direct or indirect activity of modern humans.
establishmentMeans:dcterms_description,Description for Establishment Means http://rs.tdwg.org/dwc/terms/establishmentMeans,"Recommended best practice is to use controlled value strings from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/em/. For details, refer to https://doi.org/10.3897/biss.3.38084. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value."
Event:label,Label for Event http://rs.tdwg.org/dwc/terms/Event,Event
Event:rdfs_comment,Comment for Event http://rs.tdwg.org/dwc/terms/Event,"An action, process, or set of circumstances occurring at a dcterms:Location during a period of time."
eventDate:label,Label for Event Date http://rs.tdwg.org/dwc/terms/eventDate,Event Date
eventDate:rdfs_comment,Comment for Event Date http://rs.tdwg.org/dwc/terms/eventDate,A date-time or time interval during which a dwc:Event occurred.
eventDate:dcterms_description,Description for Event Date http://rs.tdwg.org/dwc/terms/eventDate,Recommended best practice is to use a date that conforms to ISO 8601-1:2019. Not suitable for a time in a geological context.
eventDate:examples,Examples for Event Date http://rs.tdwg.org/dwc/terms/eventDate,`1963-03-08T14:07-06:00` (8 Mar 1963 at or after 2:07pm and before 2:08pm in the time zone six hours earlier than UTC); `2009-02-20T08:40Z` (20 February 2009 at or after 8:40am and before 8:41 UTC); `2018-08-29T15:19` (29 August 2018 at or after 3:19pm and before 3:20pm local time); `1809-02-12` (within the day 12 February 1809); `1906-06` (in the month of June 1906); `1971` (in the year 1971); `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (some time within the interval beginning 1 March 2007 at 1pm UTC and before 11 May 2008 at 3:30pm UTC); `1900/1909` (some time within the interval between the beginning of the year 1900 and before the year 1909); `2007-11-13/15` (some time in the interval between the beginning of 13 November 2007 and before 15 November 2007)
eventID:label,Label for Event ID http://rs.tdwg.org/dwc/terms/eventID,Event ID
eventID:rdfs_comment,Comment for Event ID http://rs.tdwg.org/dwc/terms/eventID,An identifier for the set of information associated with a dwc:Event (something that occurs at a place and time). May be a global unique identifier or an identifier specific to the data set.
eventRemarks:label,Label for Event Remarks http://rs.tdwg.org/dwc/terms/eventRemarks,Event Remarks
eventRemarks:rdfs_comment,Comment for Event Remarks http://rs.tdwg.org/dwc/terms/eventRemarks,Comments or notes about the dwc:Event.
eventTime:label,Label for Event Time http://rs.tdwg.org/dwc/terms/eventTime,Event Time
eventTime:rdfs_comment,Comment for Event Time http://rs.tdwg.org/dwc/terms/eventTime,The time or interval during which a dwc:Event occurred.
eventTime:dcterms_description,Description for Event Time http://rs.tdwg.org/dwc/terms/eventTime,Recommended best practice is to use a time of day that conforms to ISO 8601-1:2019.
eventTime:examples,Examples for Event Time http://rs.tdwg.org/dwc/terms/eventTime,`14:07-06:00` (at or after 2:07pm and before 2:08pm in the time zone six hours earlier than UTC); `08:40:21Z` (at or after 8:40:21am and before 8:41:22am UTC); `13:00:00Z/15:30:00Z` (at or after 1pm and before 3:30pm UTC)
eventType:label,Label for Event Type http://rs.tdwg.org/dwc/terms/eventType,Event Type
eventType:rdfs_comment,Comment for Event Type http://rs.tdwg.org/dwc/terms/eventType,A narrow category that best matches the nature of a dwc:Event.
eventType:dcterms_description,Description for Event Type http://rs.tdwg.org/dwc/terms/eventType,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value."
family:label,Label for Family http://rs.tdwg.org/dwc/terms/family,Family
family:rdfs_comment,Comment for Family http://rs.tdwg.org/dwc/terms/family,The full scientific name of the family in which the dwc:Taxon is classified.
fieldNotes:label,Label for Field Notes http://rs.tdwg.org/dwc/terms/fieldNotes,Field Notes
fieldNotes:rdfs_comment,Comment for Field Notes http://rs.tdwg.org/dwc/terms/fieldNotes,"One of a) an indicator of the existence of, b) a reference to (publication, URI), or c) the text of notes taken in the field about the dwc:Event."
fieldNotes:dcterms_description,Description for Field Notes http://rs.tdwg.org/dwc/terms/fieldNotes,"This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value."
fieldNumber:label,Label for Field Number http://rs.tdwg.org/dwc/terms/fieldNumber,Field Number
fieldNumber:rdfs_comment,Comment for Field Number http://rs.tdwg.org/dwc/terms/fieldNumber,An identifier given to a dwc:Event in the field.
fieldNumber:dcterms_description,Description for Field Number http://rs.tdwg.org/dwc/terms/fieldNumber,"Often serves as a link between field notes and a dwc:Event. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value."
footprintSpatialFit:label,Label for Footprint Spatial Fit http://rs.tdwg.org/dwc/terms/footprintSpatialFit,Footprint Spatial Fit
footprintSpatialFit:rdfs_comment,Comment for Footprint Spatial Fit http://rs.tdwg.org/dwc/terms/footprintSpatialFit,"A ratio of the area of a footprint (dwc:footprintWKT) to the area of a true (original, or most specific) spatial representation of a dcterms:Location."
footprintSpatialFit:dcterms_description,Description for Footprint Spatial Fit http://rs.tdwg.org/dwc/terms/footprintSpatialFit,"Legal values are 0, greater than or equal to 1, or undefined. A value of 1 is an exact match or 100% overlap. A value of 0 should be used if the given footprint does not completely contain the original representation. A dwc:footprintSpatialFit is undefined (and should be left empty) if the original representation is any geometry without area (e.g., a point or polyline) and without uncertainty and the given georeference is not that same geometry (without uncertainty). If both the original and the given georeference are the same point, a dwc:footprintSpatialFit is 1. Detailed explanations with graphical examples can be found in the Georeferencing Best Practices, Chapman and Wieczorek, 2020 (https://doi.org/10.15468/doc-gg7h-s853)."
footprintSRS:label,Label for Footprint SRS http://rs.tdwg.org/dwc/terms/footprintSRS,Footprint SRS
footprintSRS:rdfs_comment,Comment for Footprint SRS http://rs.tdwg.org/dwc/terms/footprintSRS,"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which the geometry given in dwc:footprintWKT is based."
footprintSRS:dcterms_description,Description for Footprint SRS http://rs.tdwg.org/dwc/terms/footprintSRS,"Recommended best practice is to use the EPSG code of the SRS, if known. Otherwise use a controlled vocabulary for the name or code of the geodetic datum, if known. Otherwise use a controlled vocabulary for the name or code of the ellipsoid, if known. If none of these is known, use the value `not recorded`. It is also permitted to provide the SRS in Well-Known-Text, especially if no EPSG code provides the necessary values for the attributes of the SRS. Do not use this term to describe the SRS of the dwc:decimalLatitude and dwc:decimalLongitude, nor of any verbatim coordinates - use the dwc:geodeticDatum and dwc:verbatimSRS instead. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value."
