"identifier","context","text"
"associatedTaxa:dcterms_description","Description for Associated Taxa http://rs.tdwg.org/dwc/terms/associatedTaxa","Tento termín lze použít k poskytnutí seznamu přidružení k jiným záznamům dwc:Taxon, než je definováno v dwc:Occurrence. Všimněte si, že třída dwc:ResourceRelationship je alternativním prostředkem pro reprezentaci přidružení, a to s většími podrobnostmi. Tento termín není vhodný pro vytváření vztahů mezi dwc:Taxon záznamy, pouze mezi konkrétními dwc:Occurrences dwc:Organism s jinými dwc:Taxon záznamy. Doporučeným osvědčeným postupem je oddělovat hodnoty v seznamu mezerou svislou čarou mezerou (` | `)."
"basisOfRecord:label","Label for Basis Of Record http://rs.tdwg.org/dwc/terms/basisOfRecord","Základ záznamu"
"basisOfRecord:rdfs_comment","Comment for Basis Of Record http://rs.tdwg.org/dwc/terms/basisOfRecord","Specifická povaha datového záznamu."
"basisOfRecord:dcterms_description","Description for Basis Of Record http://rs.tdwg.org/dwc/terms/basisOfRecord","Doporučeným osvědčeným postupem je používat řízený slovník, například sadu místních názvů identifikátorů tříd v Darwin Core."
"bed:label","Label for Bed http://rs.tdwg.org/dwc/terms/bed","Podloží"
"bed:rdfs_comment","Comment for Bed http://rs.tdwg.org/dwc/terms/bed","Úplný název litostratigrafického podloží, z něhož byl dwc:MaterialEntity odebrán."
"behavior:label","Label for Behavior http://rs.tdwg.org/dwc/terms/behavior","Chování"
"behavior:rdfs_comment","Comment for Behavior http://rs.tdwg.org/dwc/terms/behavior","Chování, které subjekt vykazoval v době, kdy byla zaznamenána událost dwc:Occurrence."
"behavior:dcterms_description","Description for Behavior http://rs.tdwg.org/dwc/terms/behavior","Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu umožňuje pouze IRI, zatímco tento termín umožňuje zadat jakoukoli řetězcovou literální hodnotu."
"caste:label","Label for Caste http://rs.tdwg.org/dwc/terms/caste","Kasta"
"caste:rdfs_comment","Comment for Caste http://rs.tdwg.org/dwc/terms/caste","Kategorizace jedinců u eusociálních druhů (včetně některých savců a členovců)."
"caste:dcterms_description","Description for Caste http://rs.tdwg.org/dwc/terms/caste","Doporučeným osvědčeným postupem je použití řízeného slovníku, který nejlépe odpovídá dwc:Taxon. Tento termín má ekvivalent ve jmenném prostoru dwciri:, který umožňuje jako hodnotu pouze IRI, zatímco tento termín umožňuje jakoukoli řetězcovou literální hodnotu."
"catalogNumber:label","Label for Catalog Number http://rs.tdwg.org/dwc/terms/catalogNumber","Katalogové číslo"
"catalogNumber:rdfs_comment","Comment for Catalog Number http://rs.tdwg.org/dwc/terms/catalogNumber","Identifikátor (nejlépe jedinečný) záznamu v rámci souboru dat nebo sbírky."
"class:label","Label for Class http://rs.tdwg.org/dwc/terms/class","Třída"
"class:rdfs_comment","Comment for Class http://rs.tdwg.org/dwc/terms/class","Úplný vědecký název třídy, do které je dwc:Taxon zařazen."
"collectionCode:label","Label for Collection Code http://rs.tdwg.org/dwc/terms/collectionCode","Kód sbírky"
"collectionCode:rdfs_comment","Comment for Collection Code http://rs.tdwg.org/dwc/terms/collectionCode","Název, akronym, kód nebo iniciála identifikující sbírku nebo soubor dat, z nichž byl záznam odvozen."
"collectionID:label","Label for Collection ID http://rs.tdwg.org/dwc/terms/collectionID","ID sbírky"
"collectionID:rdfs_comment","Comment for Collection ID http://rs.tdwg.org/dwc/terms/collectionID","Identifikátor sbírky nebo datové sady, ze které byl záznam odvozen."
"collectionID:dcterms_description","Description for Collection ID http://rs.tdwg.org/dwc/terms/collectionID","U fyzických exemplářů je doporučeným osvědčeným postupem použití celosvětově jedinečného a rozlišitelného identifikátoru z registru sbírek, jako je registr vědeckých sbírek GBIF (https://www.gbif.org/grscicoll)."
"continent:label","Label for Continent http://rs.tdwg.org/dwc/terms/continent","Kontinent"
"continent:rdfs_comment","Comment for Continent http://rs.tdwg.org/dwc/terms/continent","Název kontinentu, ve kterém se dcterms:Location vyskytuje."
"continent:dcterms_description","Description for Continent http://rs.tdwg.org/dwc/terms/continent","Doporučeným osvědčeným postupem je použití řízeného slovníku, jako je například Getty Thesaurus of Geographic Names. Doporučeným osvědčeným postupem je ponechat toto pole prázdné, pokud dcterms:Location pokrývá více entit na této administrativní úrovni nebo pokud dcterms:Location může být v jedné nebo jiné z více možných entit na této úrovni. Násobnost a neurčitost geografické entity lze zachytit buď v termínu dwc:higherGeography, nebo v termínu dwc:locality, případně v obou."
"coordinatePrecision:label","Label for Coordinate Precision http://rs.tdwg.org/dwc/terms/coordinatePrecision","Přesnost souřadnic"
"coordinatePrecision:rdfs_comment","Comment for Coordinate Precision http://rs.tdwg.org/dwc/terms/coordinatePrecision","Desetinná reprezentace přesnosti souřadnic uvedených v dwc:decimalLatitude a dwc:decimalLongitude."
"coordinatePrecision:examples","Examples for Coordinate Precision http://rs.tdwg.org/dwc/terms/coordinatePrecision","`0.00001` (běžný limit GPS pro desetinné stupně); `0.000278` (nejbližší sekunda); `0.01667` (nejbližší minuta); `1.0` (nejbližší stupeň)"
"coordinateUncertaintyInMeters:label","Label for Coordinate Uncertainty In Meters http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters","Neurčitost souřadnic v metrech"
"coordinateUncertaintyInMeters:rdfs_comment","Comment for Coordinate Uncertainty In Meters http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters","Vodorovná vzdálenost (v metrech) od zadaných hodnot dwc:decimalLatitude a dwc:decimalLongitude popisující nejmenší kružnici obsahující celou dcterms:Location. Ponechte hodnotu prázdnou, pokud je nejistota neznámá, nelze ji odhadnout nebo není použitelná (protože neexistují žádné souřadnice). Nula není platná hodnota pro tento výraz."
"coordinateUncertaintyInMeters:examples","Examples for Coordinate Uncertainty In Meters http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters","`30` (přiměřená dolní mez odečtu GPS za dobrých podmínek k datu 2000-05-01 nebo později, pokud v té době nebyla zaznamenána skutečná přesnost); `100` (přiměřená dolní mez odečtu GPS za dobrých podmínek před datem 2000-05-01, pokud v té době nebyla zaznamenána skutečná přesnost); `71` (nejistota pro souřadnici UTM s přesností 100 metrů a známým prostorovým referenčním systémem)"
"country:label","Label for Country http://rs.tdwg.org/dwc/terms/country","Země"
"country:rdfs_comment","Comment for Country http://rs.tdwg.org/dwc/terms/country","Název země nebo hlavní správní jednotky, ve které se dcterms:Location vyskytuje."
"country:dcterms_description","Description for Country http://rs.tdwg.org/dwc/terms/country","Doporučeným osvědčeným postupem je použití řízeného slovníku, jako je například Getty Thesaurus of Geographic Names. Doporučeným osvědčeným postupem je ponechat toto pole prázdné, pokud dcterms:Location pokrývá více entit na této administrativní úrovni nebo pokud dcterms:Location může být v jedné nebo jiné z více možných entit na této úrovni. Násobnost a neurčitost geografické entity lze zachytit buď v termínu dwc:higherGeography, nebo v termínu dwc:locality, případně v obou."
"countryCode:label","Label for Country Code http://rs.tdwg.org/dwc/terms/countryCode","Kód země"
"countryCode:rdfs_comment","Comment for Country Code http://rs.tdwg.org/dwc/terms/countryCode","Standardní kód země, ve které se dcterms:Location vyskytuje."
"countryCode:dcterms_description","Description for Country Code http://rs.tdwg.org/dwc/terms/countryCode","Doporučeným postupem je používat kód země ISO 3166-1-alpha-2. Doporučeným osvědčeným postupem je ponechat toto pole prázdné, pokud dcterms:Location pokrývá více entit na této administrativní úrovni nebo pokud dcterms:Location může být v jedné nebo jiné z více možných entit na této úrovni. Násobnost a neurčitost geografické entity lze zachytit buď v termínu dwc:higherGeography, nebo v termínu dwc:locality, případně v obou."
"county:label","Label for Second Order Division http://rs.tdwg.org/dwc/terms/county","Členění druhého řádu"
"county:rdfs_comment","Comment for Second Order Division http://rs.tdwg.org/dwc/terms/county","Úplný nezkrácený název nejbližšího menšího správního regionu, než je státProvincie (hrabství, okres, katastr atd.), ve kterém se dcterms:Location vyskytuje."
"county:dcterms_description","Description for Second Order Division http://rs.tdwg.org/dwc/terms/county","Doporučeným osvědčeným postupem je použití řízeného slovníku, jako je například Getty Thesaurus of Geographic Names. Doporučeným osvědčeným postupem je ponechat toto pole prázdné, pokud dcterms:Location pokrývá více entit na této administrativní úrovni nebo pokud dcterms:Location může být v jedné nebo jiné z více možných entit na této úrovni. Násobnost a neurčitost geografické entity lze zachytit buď v termínu dwc:higherGeography, nebo v termínu dwc:locality, případně v obou."
"cultivarEpithet:label","Label for Cultivar Epithet http://rs.tdwg.org/dwc/terms/cultivarEpithet","Přídomek kultivaru"
"cultivarEpithet:rdfs_comment","Comment for Cultivar Epithet http://rs.tdwg.org/dwc/terms/cultivarEpithet","Část názvu kultivaru, skupiny kultivarů nebo grexu, která následuje po dwc:scientificName."
"cultivarEpithet:dcterms_description","Description for Cultivar Epithet http://rs.tdwg.org/dwc/terms/cultivarEpithet","Podle pravidel Kodexu pěstovaných rostlin se název kultivaru skládá z botanického názvu, za kterým následuje přídomek kultivaru. Hodnota uvedená jako dwc:cultivarEpithet by neměla obsahovat uvozovky. Výraz dwc:taxonRank by měl označovat, o jaký typ názvu kulturní rostliny se jedná (např. kultivar, skupina kultivarů, grex). Tento přídomek, včetně případných uzavírajících apostrofů nebo přípony, by měl být uveden i v dwc:scientificName."
"cultivarEpithet:examples","Examples for Cultivar Epithet http://rs.tdwg.org/dwc/terms/cultivarEpithet","`King Edward` (pro vědecký název `Solanum tuberosum 'King Edward'` a taxonRank `kultivar`); `Mishmiense` (pro vědecký název `Rhododendron boothii Mishmiense Group` a taxonRank `kultivar group`); `Atlantis` (pro vědecký název `Paphiopedilum Atlantis grex` a taxonRank `grex`)"
"dataGeneralizations:label","Label for Data Generalizations http://rs.tdwg.org/dwc/terms/dataGeneralizations","Zobecnění dat"
"dataGeneralizations:rdfs_comment","Comment for Data Generalizations http://rs.tdwg.org/dwc/terms/dataGeneralizations","Opatření přijatá za účelem snížení specifičnosti nebo úplnosti sdílených údajů oproti jejich původní podobě. Navrhuje, že na vyžádání mohou být k dispozici alternativní údaje vyšší kvality."
"dataGeneralizations:dcterms_description","Description for Data Generalizations http://rs.tdwg.org/dwc/terms/dataGeneralizations","Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu umožňuje pouze IRI, zatímco tento termín umožňuje zadat jakoukoli řetězcovou literální hodnotu."
"datasetID:label","Label for Dataset ID http://rs.tdwg.org/dwc/terms/datasetID","ID datové sady"
"datasetID:rdfs_comment","Comment for Dataset ID http://rs.tdwg.org/dwc/terms/datasetID","Identifikátor datové sady. Může to být globální jedinečný identifikátor nebo identifikátor specifický pro sbírku nebo instituci."
"datasetName:label","Label for Dataset Name http://rs.tdwg.org/dwc/terms/datasetName","Název datové sady"
"datasetName:rdfs_comment","Comment for Dataset Name http://rs.tdwg.org/dwc/terms/datasetName","Název identifikující datovou sadu, ze které byl záznam odvozen."
"dateIdentified:label","Label for Date Identified http://rs.tdwg.org/dwc/terms/dateIdentified","Datum identifikace"
"dateIdentified:rdfs_comment","Comment for Date Identified http://rs.tdwg.org/dwc/terms/dateIdentified","Datum, kdy bylo určeno, že předmět představuje dwc:Taxon."
"dateIdentified:dcterms_description","Description for Date Identified http://rs.tdwg.org/dwc/terms/dateIdentified","Doporučeným osvědčeným postupem je používat datum, které je v souladu s normou ISO 8601-1:2019."
"dateIdentified:examples","Examples for Date Identified http://rs.tdwg.org/dwc/terms/dateIdentified","`1963-03-08T14:07-0600` (8. března 1963 ve 14:07 v časovém pásmu o šest hodin dříve než UTC); `2009-02-20T08:40Z` (20. února 2009 8:40 UTC); `2018-08-29T15:19` (3: (někdy v průběhu 12. února 1809); `1906-06` (někdy v červnu 1906); `1971` (někdy v roce 1971); `2007-03-01T13: 00:00Z/2008-05-11T15:30:00Z` (někdy v intervalu od 1. března 2007 13:00 UTC do 11. května 2008 15:30 UTC); `1900/1909` (někdy v intervalu od začátku roku 1900 do konce roku 1909); `2007-11-13/15` (někdy v intervalu od 13. listopadu 2007 do 15. listopadu 2007)"
"day:label","Label for Day http://rs.tdwg.org/dwc/terms/day","Den"
"day:rdfs_comment","Comment for Day http://rs.tdwg.org/dwc/terms/day","Celé číslo dne v měsíci, kdy k dwc:Event došlo."
"decimalLatitude:label","Label for Decimal Latitude http://rs.tdwg.org/dwc/terms/decimalLatitude","Desetinná zeměpisná šířka"
"decimalLatitude:rdfs_comment","Comment for Decimal Latitude http://rs.tdwg.org/dwc/terms/decimalLatitude","Zeměpisná šířka (v desetinných stupních, s použitím prostorového referenčního systému uvedeného v dwc:geodeticDatum) zeměpisného středu dcterms:Location. Kladné hodnoty jsou severně od rovníku, záporné hodnoty jsou jižně od něj. Legální hodnoty leží v rozmezí od -90 do 90 včetně."
"decimalLongitude:label","Label for Decimal Longitude http://rs.tdwg.org/dwc/terms/decimalLongitude","Desetinná zeměpisná délka"
"decimalLongitude:rdfs_comment","Comment for Decimal Longitude http://rs.tdwg.org/dwc/terms/decimalLongitude","Zeměpisná délka (v desetinných stupních, s použitím prostorového referenčního systému uvedeného v dwc:geodeticDatum) zeměpisného středu dcterms:Location. Kladné hodnoty jsou východně od greenwichského poledníku, záporné hodnoty jsou západně od něj. Zákonné hodnoty leží v rozmezí -180 až 180 včetně."
"degreeOfEstablishment:label","Label for Degree of Establishment http://rs.tdwg.org/dwc/terms/degreeOfEstablishment","Stupeň usazení"
"degreeOfEstablishment:rdfs_comment","Comment for Degree of Establishment http://rs.tdwg.org/dwc/terms/degreeOfEstablishment","Míra, do jaké dwc:Organismus přežívá, rozmnožuje se a rozšiřuje svůj areál v daném místě a čase."
"degreeOfEstablishment:dcterms_description","Description for Degree of Establishment http://rs.tdwg.org/dwc/terms/degreeOfEstablishment","Doporučeným osvědčeným postupem je používat řetězce řízených hodnot z řízeného slovníku určeného pro použití s tímto termínem, který je uveden na adrese http://rs.tdwg.org/dwc/doc/doe/. Podrobnosti naleznete na adrese https://doi.org/10.3897/biss.3.38084. Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu povoluje pouze IRI, zatímco tento termín povoluje jakoukoli řetězcovou literální hodnotu."
"disposition:label","Label for Disposition http://rs.tdwg.org/dwc/terms/disposition","Dispozice"
"disposition:rdfs_comment","Comment for Disposition http://rs.tdwg.org/dwc/terms/disposition","Aktuální stav dwc:MaterialEntity vzhledem ke sbírce."
"disposition:dcterms_description","Description for Disposition http://rs.tdwg.org/dwc/terms/disposition","Doporučeným osvědčeným postupem je používat řízený slovník. Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu povoluje pouze IRI, zatímco tento termín povoluje jakoukoli řetězcovou literální hodnotu."
"dynamicProperties:label","Label for Dynamic Properties http://rs.tdwg.org/dwc/terms/dynamicProperties","Dynamické vlastnosti"
"dynamicProperties:rdfs_comment","Comment for Dynamic Properties http://rs.tdwg.org/dwc/terms/dynamicProperties","Seznam dalších měření, skutečností, charakteristik nebo tvrzení o záznamu. Slouží jako mechanismus pro strukturovaný obsah."
"dynamicProperties:dcterms_description","Description for Dynamic Properties http://rs.tdwg.org/dwc/terms/dynamicProperties","Doporučeným osvědčeným postupem je použití schématu kódování klíč:hodnota pro formát výměny dat, jako je JSON."
"earliestAgeOrLowestStage:label","Label for Earliest Age Or Lowest Stage http://rs.tdwg.org/dwc/terms/earliestAgeOrLowestStage","Nejstarší věk nebo nejnižší stadium"
"earliestAgeOrLowestStage:rdfs_comment","Comment for Earliest Age Or Lowest Stage http://rs.tdwg.org/dwc/terms/earliestAgeOrLowestStage","Úplný název nejstaršího možného geochronologického stáří nebo nejnižšího chronostratigrafického stupně, který lze přiřadit stratigrafickému horizontu, z něhož byl dwc:MaterialEntity odebrán."
"earliestEonOrLowestEonothem:label","Label for Earliest Eon Or Lowest Eonothem http://rs.tdwg.org/dwc/terms/earliestEonOrLowestEonothem","Nejstarší eon nebo nejnižší eonotém"
"earliestEonOrLowestEonothem:rdfs_comment","Comment for Earliest Eon Or Lowest Eonothem http://rs.tdwg.org/dwc/terms/earliestEonOrLowestEonothem","Úplný název nejstaršího možného geochronologického eonu nebo nejnižšího chronostratigrafického eonotému nebo neformální název (""prekambrium""), který lze přiřadit stratigrafickému horizontu, z něhož byl dwc:MaterialEntity získán."
"earliestEpochOrLowestSeries:label","Label for Earliest Epoch Or Lowest Series http://rs.tdwg.org/dwc/terms/earliestEpochOrLowestSeries","Nejstarší epocha nebo nejnižší řada"
"earliestEpochOrLowestSeries:rdfs_comment","Comment for Earliest Epoch Or Lowest Series http://rs.tdwg.org/dwc/terms/earliestEpochOrLowestSeries","Úplný název nejstarší možné geochronologické epochy nebo nejnižší chronostratigrafické řady, kterou lze přiřadit stratigrafickému horizontu, z něhož byl dwc:MaterialEntity získán."
"earliestEraOrLowestErathem:label","Label for Earliest Era Or Lowest Erathem http://rs.tdwg.org/dwc/terms/earliestEraOrLowestErathem","Nejstarší éra nebo nejnižší eratém"
"earliestEraOrLowestErathem:rdfs_comment","Comment for Earliest Era Or Lowest Erathem http://rs.tdwg.org/dwc/terms/earliestEraOrLowestErathem","Úplný název nejstarší možné geochronologické éry nebo nejnižšího chronostratigrafického eratému, který lze přiřadit stratigrafickému horizontu, z něhož byl dwc:MaterialEntity získán."
"earliestPeriodOrLowestSystem:label","Label for Earliest Period Or Lowest System http://rs.tdwg.org/dwc/terms/earliestPeriodOrLowestSystem","Nejstarší období nebo nejnižší systém"
"earliestPeriodOrLowestSystem:rdfs_comment","Comment for Earliest Period Or Lowest System http://rs.tdwg.org/dwc/terms/earliestPeriodOrLowestSystem","Úplný název nejstaršího možného geochronologického období nebo nejnižšího chronostratigrafického systému, který lze přiřadit stratigrafickému horizontu, z něhož byl dwc:MaterialEntity získán."
"endDayOfYear:label","Label for End Day Of Year http://rs.tdwg.org/dwc/terms/endDayOfYear","Poslední den roku"
"endDayOfYear:rdfs_comment","Comment for End Day Of Year http://rs.tdwg.org/dwc/terms/endDayOfYear","Poslední celý den roku, kdy dwc:Event nastala (1 pro 1. leden, 365 pro 31. prosinec, s výjimkou přestupného roku, kdy je to 366)."
"endDayOfYear:examples","Examples for End Day Of Year http://rs.tdwg.org/dwc/terms/endDayOfYear","`1` (1. ledna); `32` (1. února); `366` (31. prosince); `365` (30. prosince v přestupném roce, 31. prosince v nepřestupném roce)"
"establishmentMeans:label","Label for Establishment Means http://rs.tdwg.org/dwc/terms/establishmentMeans",""
"establishmentMeans:rdfs_comment","Comment for Establishment Means http://rs.tdwg.org/dwc/terms/establishmentMeans","Vyjádření k tomu, zda byl dwc:Organismus zavlečen na dané místo a do daného času přímou nebo nepřímou činností moderního člověka."
"establishmentMeans:dcterms_description","Description for Establishment Means http://rs.tdwg.org/dwc/terms/establishmentMeans","Doporučeným osvědčeným postupem je používat řetězce řízených hodnot z řízeného slovníku určeného pro použití s tímto termínem, který je uveden na adrese http://rs.tdwg.org/dwc/doc/em/. Podrobnosti naleznete na adrese https://doi.org/10.3897/biss.3.38084. Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu povoluje pouze IRI, zatímco tento termín povoluje jakoukoli řetězcovou literální hodnotu."
"Event:label","Label for Event http://rs.tdwg.org/dwc/terms/Event","Událost"
"Event:rdfs_comment","Comment for Event http://rs.tdwg.org/dwc/terms/Event","Událost, která se odehrává na určitém místě v určitém čase."
"eventDate:label","Label for Event Date http://rs.tdwg.org/dwc/terms/eventDate","Datum události"
"eventDate:rdfs_comment","Comment for Event Date http://rs.tdwg.org/dwc/terms/eventDate","Datum a časový interval, během kterého došlo k události dwc:Event. U událostí je to datum a čas, kdy byla dwc:Event zaznamenána. Nevhodné pro čas v geologickém kontextu."
"eventDate:dcterms_description","Description for Event Date http://rs.tdwg.org/dwc/terms/eventDate","Doporučeným osvědčeným postupem je používat datum, které je v souladu s normou ISO 8601-1:2019."
"eventDate:examples","Examples for Event Date http://rs.tdwg.org/dwc/terms/eventDate","`1963-03-08T14:07-0600` (8. března 1963 ve 14:07 v časovém pásmu o šest hodin dříve než UTC); `2009-02-20T08:40Z` (20. února 2009 8:40 UTC); `2018-08-29T15:19` (3: (někdy v průběhu 12. února 1809); `1906-06` (někdy v červnu 1906); `1971` (někdy v roce 1971); `2007-03-01T13: 00:00Z/2008-05-11T15:30:00Z` (někdy v intervalu od 1. března 2007 13:00 UTC do 11. května 2008 15:30 UTC); `1900/1909` (někdy v intervalu od začátku roku 1900 do konce roku 1909); `2007-11-13/15` (někdy v intervalu od 13. listopadu 2007 do 15. listopadu 2007)"
"eventID:label","Label for Event ID http://rs.tdwg.org/dwc/terms/eventID","ID události"
"eventID:rdfs_comment","Comment for Event ID http://rs.tdwg.org/dwc/terms/eventID","Identifikátor souboru informací spojených s dwc:Event (něco, co nastane v určitém místě a čase). Může to být globální jedinečný identifikátor nebo identifikátor specifický pro datovou sadu."
"eventRemarks:label","Label for Event Remarks http://rs.tdwg.org/dwc/terms/eventRemarks","Poznámky k události"
"eventRemarks:rdfs_comment","Comment for Event Remarks http://rs.tdwg.org/dwc/terms/eventRemarks","Komentáře nebo poznámky k dwc:Event."
"eventTime:label","Label for Event Time http://rs.tdwg.org/dwc/terms/eventTime","Čas události"
"eventTime:rdfs_comment","Comment for Event Time http://rs.tdwg.org/dwc/terms/eventTime","Čas nebo interval, během kterého došlo k události dwc:Event."
"eventTime:dcterms_description","Description for Event Time http://rs.tdwg.org/dwc/terms/eventTime","Doporučeným osvědčeným postupem je používat denní dobu, která odpovídá normě ISO 8601-1:2019."
"eventTime:examples","Examples for Event Time http://rs.tdwg.org/dwc/terms/eventTime","`14:07-0600` (14:07 v časovém pásmu o šest hodin dříve než UTC); `08:40:21Z` (8:40:21 UTC); `13:00:00Z/15:30:00Z` (interval mezi 13:00 UTC a 15:30 UTC)"
"eventType:label","Label for Event Type http://rs.tdwg.org/dwc/terms/eventType","Typ události"
"eventType:rdfs_comment","Comment for Event Type http://rs.tdwg.org/dwc/terms/eventType","Charakter dwc:Event."
