document_modified,term_localName,term_isDefinedBy,term_created,term_modified,term_deprecated,replaces_term,replaces1_term,replaces2_term,label,rdfs_comment,dcterms_description,examples,rdf_type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_usageScope
2023-06-28T16:39:28-05:00,establishmentMeans,http://rs.tdwg.org/dwc/iri/,2015-03-27,2023-06-28,,,,,Establishment Means (IRI),Statement about whether a dwc:Organism has been introduced to a given place and time through the direct or indirect activity of modern humans.,"Recommended best practice is to use IRIs from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/em/. For details, refer to https://doi.org/10.3897/biss.3.38084 . Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.",`http://rs.tdwg.org/dwcem/values/e001`; `http://rs.tdwg.org/dwcem/values/e005`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,fieldNotes,http://rs.tdwg.org/dwc/iri/,2015-03-27,2023-06-28,,,,,Field Notes (IRI),"One of a) an indicator of the existence of, b) a reference to (publication, URI), or c) the text of notes taken in the field about the dwc:Event.",The subject is a dwc:Event instance and the object is a (possibly IRI-identified) resource that is the field notes.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,fieldNumber,http://rs.tdwg.org/dwc/iri/,2015-03-27,2023-06-28,,,,,Field Number (IRI),An identifier given to the event in the field. Often serves as a link between field notes and the dwc:Event.,The subject is a (possibly IRI-identified) resource that is the field notes and the object is a dwc:Event instance.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,footprintSRS,http://rs.tdwg.org/dwc/iri/,2015-03-27,2023-06-28,,,,,Footprint SRS (IRI),"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which the geometry given in dwc:footprintWKT is based.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,footprintWKT,http://rs.tdwg.org/dwc/iri/,2015-03-27,2023-06-28,,,,,Footprint WKT (IRI),"A Well-Known Text (WKT) representation of the shape (footprint, geometry) that defines the dcterms:Location. A dcterms:Location may have both a point-radius representation (see dwc:decimalLatitude) and a footprint representation, and they may differ from each other.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2020-07-26T07:00:00-04:00,fromLithostratigraphicUnit,http://rs.tdwg.org/dwc/iri/,2015-03-27,2015-03-27,,,,,From Lithostratigraphic Unit,Use to link a dwc:GeologicalContext instance to an IRI-identified lithostratigraphic unit at the lowest possible level in a hierarchy.,"Recommended best practice is to use an IRI from a controlled vocabulary. A ""convenience property"" that replaces Darwin Core literal-value terms related to geological context. See Section 2.7.7 of the Darwin Core RDF Guide for details.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,geodeticDatum,http://rs.tdwg.org/dwc/iri/,2015-03-27,2023-06-28,,,,,Geodetic Datum (IRI),"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which the geographic coordinates given in dwc:decimalLatitude and dwc:decimalLongitude is based.","Recommended best practice is to use an IRI for the EPSG code of the SRS, if known. Otherwise use an IRI or controlled vocabulary for the name or code of the geodetic datum, if known. Otherwise use an IRI or controlled vocabulary for the name or code of the ellipsoid, if known. If none of these is known, use the value `unknown`.",`https://epsg.io/4326`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2020-07-26T07:00:00-04:00,georeferenceProtocol,http://rs.tdwg.org/dwc/iri/,2015-03-27,2015-03-27,,,,,Georeference Protocol (IRI),"A description or reference to the methods used to determine the spatial footprint, coordinates, and uncertainties.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,georeferenceSources,http://rs.tdwg.org/dwc/iri/,2015-03-27,2023-06-28,,,,,Georeference Sources (IRI),"A map, gazetteer, or other resource used to georeference the dcterms:Location.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,georeferenceVerificationStatus,http://rs.tdwg.org/dwc/iri/,2015-03-27,2023-06-28,,,,,Georeference Verification Status (IRI),A categorical description of the extent to which the georeference has been verified to represent the best possible spatial description for the dcterms:Location of the dwc:Occurrence.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,habitat,http://rs.tdwg.org/dwc/iri/,2015-03-27,2023-06-28,,,,,Habitat (IRI),A category or description of the habitat in which the dwc:Event occurred.,Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,identificationQualifier,http://rs.tdwg.org/dwc/iri/,2015-03-27,2023-06-28,,,,,Identification Qualifier (IRI),A controlled value to express the determiner's doubts about the dwc:Identification.,Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2020-07-26T07:00:00-04:00,identificationVerificationStatus,http://rs.tdwg.org/dwc/iri/,2015-03-27,2015-03-27,,,,,Identification Verification Status (IRI),A categorical indicator of the extent to which the taxonomic identification has been verified to be correct.,Terms in the dwciri namespace are intended to be used in RDF with non-literal objects. Recommended best practice is to use a controlled vocabulary such as that used in HISPID and ABCD.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2020-07-26T07:00:00-04:00,inDataset,http://rs.tdwg.org/dwc/iri/,2015-03-27,2015-03-27,,,,,In Dataset,Use to link a subject dataset record to the dataset which contains it.,A string literal name of the dataset can be provided using the term dwc:datasetName. See the Darwin Core RDF Guide for details.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2020-07-26T07:00:00-04:00,informationWithheld,http://rs.tdwg.org/dwc/iri/,2015-03-27,2015-03-27,,,,,Information Withheld (IRI),"Additional information that exists, but that has not been shared in the given record.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-09-15T17:37:28-05:00,latestGeochronologicalEra,http://rs.tdwg.org/dwc/iri/,2015-03-27,2023-09-13,,,,,Latest Geochronological Era,Use to link a dwc:GeologicalContext instance to chronostratigraphic time periods at the lowest possible level in a standardized hierarchy. Use this property to point to the latest possible geological time period from which the dwc:MaterialEntity was collected.,"Recommended best practice is to use an IRI from a controlled vocabulary. A ""convenience property"" that replaces Darwin Core literal-value terms related to geological context. See Section 2.7.6 of the Darwin Core RDF Guide for details.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,lifeStage,http://rs.tdwg.org/dwc/iri/,2015-03-27,2023-06-28,,,,,Life Stage (IRI),The age class or life stage of the dwc:Organism(s) at the time the dwc:Occurrence was recorded.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,locationAccordingTo,http://rs.tdwg.org/dwc/iri/,2015-03-27,2023-06-28,,,,,Location According To (IRI),"Information about the source of this dcterms:Location information. Could be a publication (gazetteer), institution, or team of individuals.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,measurementDeterminedBy,http://rs.tdwg.org/dwc/iri/,2015-03-27,2023-06-28,,,,,Measurement Determined By (IRI),"A person, group, or organization who determined the value of the dwc:MeasurementOrFact.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2020-07-26T07:00:00-04:00,measurementMethod,http://rs.tdwg.org/dwc/iri/,2015-03-27,2015-03-27,,,,,Measurement Method (IRI),"The method or protocol used to determine the measurement, fact, characteristic, or assertion.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2020-07-26T07:00:00-04:00,measurementType,http://rs.tdwg.org/dwc/iri/,2015-03-27,2015-03-27,,,,,Measurement Type (IRI),"The nature of the measurement, fact, characteristic, or assertion.",Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,measurementUnit,http://rs.tdwg.org/dwc/iri/,2015-03-27,2023-06-28,,,,,Measurement Unit (IRI),The units associated with the dwc:measurementValue.,"Recommended best practice is to use a controlled vocabulary such as the Ontology of Units of Measure http://www.wurvoc.org/vocabularies/om-1.8/ of SI units, derived units, or other non-SI units accepted for use within the SI.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,occurrenceStatus,http://rs.tdwg.org/dwc/iri/,2015-03-27,2023-06-28,,,,,Occurrence Status (IRI),A statement about the presence or absence of a dwc:Taxon at a dcterms:Location.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2020-07-26T07:00:00-04:00,organismQuantityType,http://rs.tdwg.org/dwc/iri/,2015-03-27,2015-03-27,,,,,Organism Quantity Type (IRI),The type of quantification system used for the quantity of organisms.,A dwc:organismQuantityType must have a corresponding dwc:organismQuantity.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2020-07-26T07:00:00-04:00,preparations,http://rs.tdwg.org/dwc/iri/,2015-03-27,2015-03-27,,,,,Preparations (IRI),A preparation or preservation method for a specimen.,Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,recordNumber,http://rs.tdwg.org/dwc/iri/,2015-03-27,2023-06-28,,,,,Record Number (IRI),"An identifier given to the dwc:Occurrence at the time it was recorded. Often serves as a link between field notes and a dwc:Occurrence record, such as a specimen collector's number.",The subject is a dwc:Occurrence and the object is a (possibly IRI-identified) resource that is the field notes.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,reproductiveCondition,http://rs.tdwg.org/dwc/iri/,2015-03-27,2023-06-28,,,,,Reproductive Condition (IRI),The reproductive condition of the biological individual(s) represented in the dwc:Occurrence.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,sampleSizeUnit,http://rs.tdwg.org/dwc/iri/,2015-03-27,2023-06-28,,,,,Sampling Size Unit (IRI),"The unit of measurement of the size (time duration, length, area, or volume) of a sample in a sampling dwc:Event.","A dwciri:sampleSizeUnit must have a corresponding dwc:sampleSizeValue. Recommended best practice is to use a controlled vocabulary such as the Ontology of Units of Measure http://www.wurvoc.org/vocabularies/om-1.8/ of SI units, derived units, or other non-SI units accepted for use within the SI.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,samplingProtocol,http://rs.tdwg.org/dwc/iri/,2015-03-27,2023-06-28,,,,,Sampling Protocol (IRI),"The methods or protocols used during a dwc:Event, denoted by an IRI.","Recommended best practice is describe a dwc:Event with no more than one sampling protocol. In the case of a summary dwc:Event in which a specific protocol can not be attributed to specific dwc:Occurrences, the recommended best practice is to repeat the property for each IRI that denotes a different sampling protocol that applies to the dwc:Occurrence.",`https://doi.org/10.1111/j.1466-8238.2009.00467.x`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,sex,http://rs.tdwg.org/dwc/iri/,2015-03-27,2023-06-28,,,,,Sex (IRI),The sex of the biological individual(s) represented in the dwc:Occurrence.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2020-07-26T07:00:00-04:00,typeStatus,http://rs.tdwg.org/dwc/iri/,2015-03-27,2015-03-27,,,,,Type Status (IRI),"A nomenclatural type (type status, typified scientific name, publication) applied to the subject.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,verbatimCoordinateSystem,http://rs.tdwg.org/dwc/iri/,2015-03-27,2023-06-28,,,,,Verbatim Coordinate System (IRI),The spatial coordinate system for the dwc:verbatimLatitude and dwc:verbatimLongitude or the dwc:verbatimCoordinates of the dcterms:Location.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,verbatimSRS,http://rs.tdwg.org/dwc/iri/,2015-03-27,2023-06-28,,,,,Verbatim SRS (IRI),"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which coordinates given in dwc:verbatimLatitude and dwc:verbatimLongitude, or dwc:verbatimCoordinates are based.","Recommended best practice is to use an IRI for the EPSG code of the SRS, if known. Otherwise use a controlled vocabulary IRI for the name or code of the geodetic datum, if known. Otherwise use a controlled vocabulary IRI for the name or code of the ellipsoid, if known.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,pathway,http://rs.tdwg.org/dwc/iri/,2020-10-13,2023-06-28,,,,,Pathway (IRI),The process by which a dwc:Organism came to be in a given place at a given time.,"Recommended best practice is to use IRIs from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/pw/. For details, refer to https://doi.org/10.3897/biss.3.38084 . Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.",`http://rs.tdwg.org/dwcpw/values/p002`; `http://rs.tdwg.org/dwcpw/values/p046`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,degreeOfEstablishment,http://rs.tdwg.org/dwc/iri/,2020-10-13,2023-06-28,,,,,Degree of Establishment (IRI),"The degree to which a dwc:Organism survives, reproduces, and expands its range at the given place and time.","Recommended best practice is to use IRIs from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/doe/. For details, refer to https://doi.org/10.3897/biss.3.38084 . Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.",`http://rs.tdwg.org/dwcdoe/values/d003`; `http://rs.tdwg.org/dwcdoe/values/d005`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2021-07-27T08:04:18-05:00,measurementValue,http://rs.tdwg.org/dwc/iri/,2021-07-15,2021-07-15,,,,,Measurement Value (IRI),"The value of the measurement, fact, characteristic, or assertion.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,`http://vocab.nerc.ac.uk/collection/L22/current/TOOL0960/`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2021-07-27T08:04:18-05:00,verticalDatum,http://rs.tdwg.org/dwc/iri/,2021-07-15,2021-07-15,,,,,Vertical Datum (IRI),The vertical datum used as the reference upon which the values in the elevation terms are based.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,caste,http://rs.tdwg.org/dwc/iri/,2023-06-28,2023-06-28,,,,,Caste (IRI),Categorisation of individuals for eusocial species (including some mammals and arthropods).,Recommended best practice is to use a controlled vocabulary that aligns best with the dwc:Taxon. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-09-15T17:37:28-05:00,vitality,http://rs.tdwg.org/dwc/iri/,2023-06-28,2023-09-13,,,,,Vitality (IRI),An indication of whether a dwc:Organism was alive or dead at the time of collection or observation.,"Recommended best practice is to use a controlled vocabulary. Intended to be used with records having a dwc:basisOfRecord of `PreservedSpecimen`, `MaterialEntity`, `MaterialSample`, or `HumanObservation`. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
2023-06-28T16:39:28-05:00,eventType,http://rs.tdwg.org/dwc/iri/,2023-06-28,2023-06-28,,,,,Event Type (IRI),The nature of the dwc:Event.,"Recommended best practice is to use a controlled vocabulary. Regardless of the dwc:eventType, the interval of the dwc:Event can be captured in dwc:eventDate. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
