term_localName,label,rdfs_comment,dcterms_description,examples,rdf_type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_usageScope
footprintWKT,Footprint WKT (IRI),"A Well-Known Text (WKT) representation of the shape (footprint, geometry) that defines the dcterms:Location. A dcterms:Location may have both a point-radius representation (see dwc:decimalLatitude) and a footprint representation, and they may differ from each other.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
geodeticDatum,Geodetic Datum (IRI),"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which the geographic coordinates given in dwc:decimalLatitude and dwc:decimalLongitude is based.","Recommended best practice is to use an IRI for the EPSG code of the SRS, if known. Otherwise use an IRI or controlled vocabulary for the name or code of the geodetic datum, if known. Otherwise use an IRI or controlled vocabulary for the name or code of the ellipsoid, if known. If none of these is known, use the value `unknown`.",`https://epsg.io/4326`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
georeferenceSources,Georeference Sources (IRI),"A map, gazetteer, or other resource used to georeference the dcterms:Location.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
georeferenceVerificationStatus,Georeference Verification Status (IRI),A categorical description of the extent to which the georeference has been verified to represent the best possible spatial description for the dcterms:Location of the dwc:Occurrence.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
habitat,Habitat (IRI),A category or description of the habitat in which the dwc:Event occurred.,Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
identificationQualifier,Identification Qualifier (IRI),A controlled value to express the determiner's doubts about the dwc:Identification.,Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
lifeStage,Life Stage (IRI),The age class or life stage of the dwc:Organism(s) at the time the dwc:Occurrence was recorded.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
locationAccordingTo,Location According To (IRI),"Information about the source of this dcterms:Location information. Could be a publication (gazetteer), institution, or team of individuals.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
measurementDeterminedBy,Measurement Determined By (IRI),"A person, group, or organization who determined the value of the dwc:MeasurementOrFact.",Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
measurementUnit,Measurement Unit (IRI),The units associated with the dwc:measurementValue.,"Recommended best practice is to use a controlled vocabulary such as the Ontology of Units of Measure http://www.wurvoc.org/vocabularies/om-1.8/ of SI units, derived units, or other non-SI units accepted for use within the SI.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
occurrenceStatus,Occurrence Status (IRI),A statement about the presence or absence of a dwc:Taxon at a dcterms:Location.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
pathway,Pathway (IRI),The process by which a dwc:Organism came to be in a given place at a given time.,"Recommended best practice is to use IRIs from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/pw/. For details, refer to https://doi.org/10.3897/biss.3.38084 . Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.",`http://rs.tdwg.org/dwcpw/values/p002`; `http://rs.tdwg.org/dwcpw/values/p046`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
recordNumber,Record Number (IRI),"An identifier given to the dwc:Occurrence at the time it was recorded. Often serves as a link between field notes and a dwc:Occurrence record, such as a specimen collector's number.",The subject is a dwc:Occurrence and the object is a (possibly IRI-identified) resource that is the field notes.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
reproductiveCondition,Reproductive Condition (IRI),The reproductive condition of the biological individual(s) represented in the dwc:Occurrence.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
sampleSizeUnit,Sampling Size Unit (IRI),"The unit of measurement of the size (time duration, length, area, or volume) of a sample in a sampling dwc:Event.","A dwciri:sampleSizeUnit must have a corresponding dwc:sampleSizeValue. Recommended best practice is to use a controlled vocabulary such as the Ontology of Units of Measure http://www.wurvoc.org/vocabularies/om-1.8/ of SI units, derived units, or other non-SI units accepted for use within the SI.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
samplingProtocol,Sampling Protocol (IRI),"The methods or protocols used during a dwc:Event, denoted by an IRI.","Recommended best practice is describe a dwc:Event with no more than one sampling protocol. In the case of a summary dwc:Event in which a specific protocol can not be attributed to specific dwc:Occurrences, the recommended best practice is to repeat the property for each IRI that denotes a different sampling protocol that applies to the dwc:Occurrence.",`https://doi.org/10.1111/j.1466-8238.2009.00467.x`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
sex,Sex (IRI),The sex of the biological individual(s) represented in the dwc:Occurrence.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
verbatimCoordinateSystem,Verbatim Coordinate System (IRI),The spatial coordinate system for the dwc:verbatimLatitude and dwc:verbatimLongitude or the dwc:verbatimCoordinates of the dcterms:Location.,Recommended best practice is to use a controlled vocabulary. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
verbatimSRS,Verbatim SRS (IRI),"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which coordinates given in dwc:verbatimLatitude and dwc:verbatimLongitude, or dwc:verbatimCoordinates are based.","Recommended best practice is to use an IRI for the EPSG code of the SRS, if known. Otherwise use a controlled vocabulary IRI for the name or code of the geodetic datum, if known. Otherwise use a controlled vocabulary IRI for the name or code of the ellipsoid, if known.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
caste,Caste (IRI),Categorisation of individuals for eusocial species (including some mammals and arthropods).,Recommended best practice is to use a controlled vocabulary that aligns best with the dwc:Taxon. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
vitality,Vitality (IRI),An indication of whether a dwc:Organism was alive or dead at the time of collection or observation.,"Recommended best practice is to use a controlled vocabulary. Intended to be used with records having a dwc:basisOfRecord of `PreservedSpecimen`, `MaterialSample`, or `HumanObservation`. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
eventType,Event Type (IRI),The nature of the dwc:Event.,"Recommended best practice is to use a controlled vocabulary. Regardless of the dwc:eventType, the interval of the dwc:Event can be captured in dwc:eventDate. Terms in the dwciri namespace are intended to be used in RDF with non-literal objects.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/attributes/UseWithIRI,,
