document_modified,version,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,term,term_localName,term_isDefinedBy,term_created,term_modified,term_deprecated,label,rdfs_comment,dcterms_description,rdf_type,rdfs_subPropertyOf,tdwgutility_layer,tdwgutility_required,tdwgutility_repeatable
2017-09-23T06:53:00-05:00,http://ns.adobe.com/xap/1.0/rights/Owner#,,,,,,,http://ns.adobe.com/xap/1.0/rights/Owner,Owner,http://ns.adobe.com/xap/1.0/rights/,,,,Copyright Owner,"A list of the names of the owners of the copyright. 'Unknown' is an acceptable value, but 'Public Domain' is not.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,1,No,No
2017-09-23T06:53:00-05:00,http://ns.adobe.com/xap/1.0/rights/UsageTerms#,,,,,,,http://ns.adobe.com/xap/1.0/rights/UsageTerms,UsageTerms,http://ns.adobe.com/xap/1.0/rights/,,,,License Terms,The license statement defining how resources may be used. Information on a collection applies to all contained objects unless the object has a different statement.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,1,No,No
2017-09-23T06:53:00-05:00,http://ns.adobe.com/xap/1.0/rights/WebStatement#,,,,,,,http://ns.adobe.com/xap/1.0/rights/WebStatement,WebStatement,http://ns.adobe.com/xap/1.0/rights/,,,,License URL,"A URL defining or further elaborating on the license statement (e. g., a web page explaining the precise terms of use).",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,1,No,No
2017-09-23T06:53:00-05:00,http://dublincore.org/usage/terms/history/#creator-006,http://dublincore.org/usage/terms/history/#,,,,,,http://purl.org/dc/elements/1.1/creator,creator,http://purl.org/dc/elements/1.1/,,,,Creator,The person or organization responsible for creating the media resource.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,1,No,Yes
2017-09-23T06:53:00-05:00,http://dublincore.org/usage/terms/history/#format-007,http://dublincore.org/usage/terms/history/#,,,,,,http://purl.org/dc/elements/1.1/format,format,http://purl.org/dc/elements/1.1/,,,,Format,A string describing the technical format of the resource (file format or physical medium).,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,1,No,No
2017-09-23T06:53:00-05:00,http://dublincore.org/usage/terms/history/#language-007,http://dublincore.org/usage/terms/history/#,,,,,,http://purl.org/dc/elements/1.1/language,language,http://purl.org/dc/elements/1.1/,,,,Language,Language(s) of resource itself represented in the ISO639-2 three-letter language code. ISO639-1 two-letter codes are permitted but deprecated.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,1,No,Yes
2017-09-23T06:53:00-05:00,http://dublincore.org/usage/terms/history/#rights-006,http://dublincore.org/usage/terms/history/#,,,,,,http://purl.org/dc/elements/1.1/rights,rights,http://purl.org/dc/elements/1.1/,,,,Copyright Statement,"Information about rights held in and over the resource. A full-text, readable copyright statement, as required by the national legislation of the copyright holder. On collections, this applies to all contained objects, unless the object itself has a different statement. Examples: ﾓCopyright XY 2008, all rights reservedﾔ, ﾓﾩ 2008 XY Museumﾔ , ""Public Domain."", ""Copyright unknown."" Do not place just the name of the copyright holder(s) here! That belongs in a list in the xmpRights:Owner field, which should be supplied if dc:rights is not 'Public Domain', which is appropriate only if the resource is known to be not under copyright.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,1,Yes,No
2017-09-23T06:53:00-05:00,http://dublincore.org/usage/terms/history/#source-006,http://dublincore.org/usage/terms/history/#,,,,,,http://purl.org/dc/elements/1.1/source,source,http://purl.org/dc/elements/1.1/,,,,Published Source,A string providing an identifiable source from which the described resources was derived.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,1,No,Yes
2017-09-23T06:53:00-05:00,http://dublincore.org/usage/terms/history/#type-006,http://dublincore.org/usage/terms/history/#,,,,,,http://purl.org/dc/elements/1.1/type,type,http://purl.org/dc/elements/1.1/,,,,Type,"dc:type may take as value any type term from the DCMI Type Vocabulary. Recommended terms are Collection, StillImage, Sound, MovingImage, InteractiveResource, Text. Values may be used either in their literal form, or with a full namespace (e. g. from a controlled vocabulary, but the best practice is to use the literal form when using dc:type and use dcterms:type when you can supply the URI from a controlled vocabulary and implementers may require this practice. At least one of dc:type and dcterms:type must be supplied but, when feasible, supplying both may make the metadata more widely useful. The values of each should designate the same type, but in case of ambiguity dcterms:type prevails.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,1,Yes,No
2017-09-23T06:53:00-05:00,http://dublincore.org/usage/terms/history/#available-003,http://dublincore.org/usage/terms/history/#,,,,,,http://purl.org/dc/terms/available,available,http://purl.org/dc/terms/,,,,Date Available,"The date (often a range) that the resource became or will become available. The date and time must comply with the World Wide Web Consortium (W3C) datetime practice, which requires that date and time representation correspond to ISO 8601:1998, but with year fields always comprising 4 digits. This makes datetime records compliant with 8601:2004. AC datetime values may also follow 8601:2004 for ranges by separating two IS0 8601 datetime fields by a solidus (""forward slash"", '/'). See also the wikipedia IS0 8601 entry for further explanation and examples.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,2,No,No
2017-09-23T06:53:00-05:00,http://dublincore.org/usage/terms/history/#creatorT-002,http://dublincore.org/usage/terms/history/#,,,,,,http://purl.org/dc/terms/creator,creator,http://purl.org/dc/terms/,,,,Creator,A URI representing the person or organization responsible for creating the media resource.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,1,No,Yes
2017-09-23T06:53:00-05:00,http://dublincore.org/usage/terms/history/#descriptionT-001,http://dublincore.org/usage/terms/history/#,,,,,,http://purl.org/dc/terms/description,description,http://purl.org/dc/terms/,,,,Description,"Description of collection or individual resource, containing the Who, What, When, Where and Why as free-form text. This normative document is silent on the nature of formatting in the text. It is the role of implementers of an AC concrete representation (e.g., an XML Schema, an RDF representation, etc.) to decide and document how formatting advice will be represented in descriptions serialized according to such representations.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,1,No,No
2017-09-23T06:53:00-05:00,http://dublincore.org/usage/terms/history/#formatT-001,http://dublincore.org/usage/terms/history/#,,,,,,http://purl.org/dc/terms/format,format,http://purl.org/dc/terms/,,,,Format,URI referencing the technical format of the resource (file format or physical medium).,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,1,No,No
2017-09-23T06:53:00-05:00,http://dublincore.org/usage/terms/history/#identifierT-001,http://dublincore.org/usage/terms/history/#,,,,,,http://purl.org/dc/terms/identifier,identifier,http://purl.org/dc/terms/,,,,Identifier,"An arbitrary code that is unique for the resource, with the resource being either a provider, collection, or media item.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,1,Yes/No,Yes
2017-09-23T06:53:00-05:00,http://dublincore.org/usage/terms/history/#languageT-001,http://dublincore.org/usage/terms/history/#,,,,,,http://purl.org/dc/terms/language,language,http://purl.org/dc/terms/,,,,Language,URI from the ISO639-2 list of URIs for ISO 3-letter language codes.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,1,No,Yes
2017-09-23T06:53:00-05:00,http://dublincore.org/usage/terms/history/#modified-003,http://dublincore.org/usage/terms/history/#,,,,,,http://purl.org/dc/terms/modified,modified,http://purl.org/dc/terms/,,,,Modified,"Date that the media resource was altered. The date and time must comply with the World Wide Web Consortium (W3C) datetime practice, which requires that date and time representation correspond to ISO 8601:1998, but with year fields always comprising 4 digits. This makes datetime records compliant with 8601:2004. AC datetime values may also follow 8601:2004 for ranges by separating two IS0 8601 datetime fields by a solidus (""forward slash"", '/'). See also the wikipedia IS0 8601 entry for further explanation and examples.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,2,No,Yes
2017-09-23T06:53:00-05:00,http://dublincore.org/usage/terms/history/#rightsT-001,http://dublincore.org/usage/terms/history/#,,,,,,http://purl.org/dc/terms/rights,rights,http://purl.org/dc/terms/,,,,Copyright Statement,"A URI pointing to structured information about rights held in and over the resource. Examples include and . At least one of dcterms:rights and dc:rights must be supplied but, when feasible, supplying both may make the metadata more widely useful. They must specify the same rights. In case of ambiguity, dcterms:rights prevails.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,1,Yes,No
2017-09-23T06:53:00-05:00,http://dublincore.org/usage/terms/history/#sourceT-001,http://dublincore.org/usage/terms/history/#,,,,,,http://purl.org/dc/terms/source,source,http://purl.org/dc/terms/,,,,Published Source,URI for an identifiable source from which the described resources was derived.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,1,No,Yes
2017-09-23T06:53:00-05:00,http://dublincore.org/usage/terms/history/#temporal-003,http://dublincore.org/usage/terms/history/#,,,,,,http://purl.org/dc/terms/temporal,temporal,http://purl.org/dc/terms/,,,,Temporal Coverage,"The coverage (extent or scope) of the content of the resource. Temporal coverage will typically include temporal period (a period label, date, or date range) to which the subjects of the media or media collection relate. If dates are mentioned, they should follow ISO 8601. When the resource is a Collection, this refers to the temporal coverage of the collection. Following dcterms:temporal, the value must be a URI.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,2,No,No
2017-09-23T06:53:00-05:00,http://dublincore.org/usage/terms/history/#titleT-002,http://dublincore.org/usage/terms/history/#,,,,,,http://purl.org/dc/terms/title,title,http://purl.org/dc/terms/,,,,Title,"Concise title, name, or brief descriptive label of institution, resource collection, or individual resource. This field should include the complete title with all the subtitles, if any.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,1,No,No
2017-09-23T06:53:00-05:00,http://dublincore.org/usage/terms/history/#typeT-001,http://dublincore.org/usage/terms/history/#,,,,,,http://purl.org/dc/terms/type,type,http://purl.org/dc/terms/,,,,Type,"A full URI preferably from among the type URIs specified in the DCMI Type Vocabulary. Recommended terms are those URIs whose labels are Collection, StillImage, Sound, MovingImage, InteractiveResource, or Text (e.g. . Also recommended are the full URIs of ac:PanAndZoomImage, ac:3DStillImage, and ac: 3DMovingImage. Values MUST NOT be a string, but a URI with full namespace (e. g. from a controlled vocabulary. Implementers and communities of practice may determine whether specific controlled vocabularies must be used. If the resource is a Collection, this item does not identify what types of objects it may contain. Following the DC recommendations at http://purl.org/dc/dcmitype/Text, images of text should be with this URI.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,1,Yes,No
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/dateIdentified-2009-08-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/dateIdentified,dateIdentified,http://rs.tdwg.org/dwc/terms/,,,,Date Identified,The date on which the person(s) given under Identfied By applied a Scientific Taxon Name to the resource.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,2,No,No
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/identificationQualifier-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/identificationQualifier,identificationQualifier,http://rs.tdwg.org/dwc/terms/,,,,Identification Qualifier,"A brief phrase or a standard abbreviation (""cf. genus"", ""cf. species"", ""cf. var."", ""aff. species"", etc.) to express the determiner's doubts with respect to a specified taxonomic rank about the identification given in Scientific Taxon Name.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,1,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/identifiedBy-2014-10-23,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/identifiedBy,identifiedBy,http://rs.tdwg.org/dwc/terms/,,,,Identified By,The name(s) of the person(s) who applied the Scientific Taxon Name to the media item or the occurrence represented in the media item.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,2,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/lifeStage-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/lifeStage,lifeStage,http://rs.tdwg.org/dwc/terms/,,,,Subject Life Stage,"A description of the life-cycle stage of any organisms featured within the media, when relevant to the subject of the media, e. g., larvae, juvenile, adult.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,2,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/nameAccordingTo-2009-09-21,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/nameAccordingTo,nameAccordingTo,http://rs.tdwg.org/dwc/terms/,,,,Name According To,"The taxonomic authority used to apply the name to the taxon, e. g., a person, book or web service.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,2,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/preparations-2014-10-23,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/preparations,preparations,http://rs.tdwg.org/dwc/terms/,,,,Subject Preparation Technique,"Free form text describing the techniques used to prepare the subject of the media, prior to or while creating the media resource.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,2,No,No
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/scientificName-2009-09-21,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/scientificName,scientificName,http://rs.tdwg.org/dwc/terms/,,,,Scientific Taxon Name,Scientific names of taxa represented in the media resource (with date and name authorship information if available) of the lowest level taxonomic rank that can be applied.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,1,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/scientificNameID-2009-08-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/scientificNameID,scientificNameID,http://rs.tdwg.org/dwc/terms/,,,,Scientific Name ID,An identifier for the nomenclatural (not taxonomic) details of a scientific name.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,2,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/sex-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/sex,sex,http://rs.tdwg.org/dwc/terms/,,,,Subject Sex,"A description of the sex of any organisms featured within the media, when relevant to the subject of the media, e. g., male, female, hermaphrodite, dioecious.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,2,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/vernacularName-2009-07-06,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/vernacularName,vernacularName,http://rs.tdwg.org/dwc/terms/,,,,Common Name,Common (= vernacular) names of the subject in one or several languages. The ISO language name should be given in parentheses after the name if not all names are given by values of the Metadata Language term.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,1,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/continent-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/continent,continent,http://rs.tdwg.org/dwc/terms/,,,,Continent,The name of the continent in which the Location occurs. Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/coordinatePrecision-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/coordinatePrecision,coordinatePrecision,http://rs.tdwg.org/dwc/terms/,,,,Coordinate Precision,A decimal representation of the precision of the coordinates given in the decimalLatitude and decimalLongitude.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/coordinateUncertaintyInMeters-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters,coordinateUncertaintyInMeters,http://rs.tdwg.org/dwc/terms/,,,,Coordinate Uncertainty In Meters,"The horizontal distance (in meters) from the given decimalLatitude and decimalLongitude describing the smallest circle containing the whole of the Location. Leave the value empty if the uncertainty is unknown, cannot be estimated, or is not applicable (because there are no coordinates). Zero is not a valid value for this term.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/country-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/country,country,http://rs.tdwg.org/dwc/terms/,,,,Country,The name of the country or major administrative unit in which the Location occurs. Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/countryCode-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/countryCode,countryCode,http://rs.tdwg.org/dwc/terms/,,,,Country Code,The standard code for the country in which the Location occurs. Recommended best practice is to use ISO 3166-1-alpha-2 country codes.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/county-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/county,county,http://rs.tdwg.org/dwc/terms/,,,,County,"The full, unabbreviated name of the next smaller administrative region than stateProvince (county, shire, department, etc.) in which the Location occurs.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/decimalLatitude-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/decimalLatitude,decimalLatitude,http://rs.tdwg.org/dwc/terms/,,,,Decimal Latitude,"The geographic latitude (in decimal degrees, using the spatial reference system given in geodeticDatum) of the geographic center of a Location. Positive values are north of the Equator, negative values are south of it. Legal values lie between -90 and 90, inclusive.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/decimalLongitude-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/decimalLongitude,decimalLongitude,http://rs.tdwg.org/dwc/terms/,,,,Decimal Longitude,"The geographic longitude (in decimal degrees, using the spatial reference system given in geodeticDatum) of the geographic center of a Location. Positive values are east of the Greenwich Meridian, negative values are west of it. Legal values lie between -180 and 180, inclusive.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/footprintSpatialFit-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/footprintSpatialFit,footprintSpatialFit,http://rs.tdwg.org/dwc/terms/,,,,Footprint Spatial Fit,"The ratio of the area of the footprint (footprintWKT) to the area of the true (original, or most specific) spatial representation of the Location. Legal values are 0, greater than or equal to 1, or undefined. A value of 1 is an exact match or 100% overlap. A value of 0 should be used if the given footprint does not completely contain the original representation. The footprintSpatialFit is undefined (and should be left blank) if the original representation is a point and the given georeference is not that same point. If both the original and the given georeference are the same point, the footprintSpatialFit is 1.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/footprintSRS-2009-07-06,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/footprintSRS,footprintSRS,http://rs.tdwg.org/dwc/terms/,,,,Footprint SRS,"A Well-Known Text (WKT) representation of the Spatial Reference System (SRS) for the footprintWKT of the Location. Do not use this term to describe the SRS of the decimalLatitude and decimalLongitude, even if it is the same as for the footprintWKT - use the geodeticDatum instead.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/footprintWKT-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,,,,,http://rs.tdwg.org/dwc/terms/footprintWKT,footprintWKT,http://rs.tdwg.org/dwc/terms/,,,,Footprint WKT,"A Well-Known Text (WKT) representation of the shape (footprint, geometry) that defines the Location. A Location may have both a point-radius representation (see decimalLatitude) and a footprint representation, and they may differ from each other.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,No,Yes
