term_localName,label,rdfs_comment,dcterms_description,examples,rdf_type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_usageScope
isTaxonomicScopeFullyReported,Is Taxonomic Scope Fully Reported,"Every dwc:Organism that was included within the taxonomic scope, and was detected during the dwc:Event, was reported.","This term is only relevant if the dwc:Event used restricted search or open search methods. If all dwc:Organisms included within the taxonomic scope and detected during the dwc:Event were reported, the value should be 'true'. Taxonomic scope is based on the combination of eco:targetTaxonomicScope and eco:excludedTaxonomicScope.",`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
isVegetationCoverReported,Is Vegetation Cover Reported,A vegetation cover metric was reported.,Typically values or descriptions of vegetation cover would be captured under the term eco:verbatimSiteDescriptions.,`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
materialSampleTypes,Material Sample Types,A list (concatenated and separated) of material sample types collected during the dwc:Event.,Recommended best practice is to use a controlled vocabulary and separate multiple values in a list with space vertical bar space ( | ).,`whole organism`; `skeleton`; `tissue | blood | fecal | stomach content`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
nonTargetTaxa,Non-target Taxa,A list (concatenated and separated) of taxa reported during the dwc:Event that are outside of the target taxonomic scope (the combination of eco:targetTaxonomicScope and eco:excludedTaxonomicScope).,This term is meant to allow the full list of taxa that are considered outside of the taxonomic scope and yet were reported in the dataset to be shared. This term is relevant only if a target taxonomic scope is declared and eco:hasNonTargetTaxa is ‘true’. Taxonomic scope is based on the combination of eco:targetTaxonomicScope and eco:excludedTaxonomicScope. Non-target taxa (in some disciplines called “bycatch”) can be reported at any taxonomic level. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).,`Parabuteo unicinctus | Geranoaetus melanoleucus`; `Cetoniinae | Aclopinae | Cyclocephala modesta`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
protocolDescriptions,Protocol Descriptions,A detailed description of the methods used during the dwc:Event.,"This description should be associated with protocols provided in eco:protocolNames. The description may include deviations from a protocol referred to in eco:protocolReferences. Recommended good practice is to provide information about instruments used, calibration, etc. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).","`Three conventional harp traps (3.2m ht x 2.2m w) were established in flight path zones for a period of 4 hrs at dawn and dusk for a total of 10 trap nights. Traps were visited on an hourly basis during each deployment period and the trap catch recorded for species, size, weight, sex, age and maternal status.`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
protocolNames,Protocol Names,Categorical descriptive names for the methods used during the dwc:Event.,Recommended best practice is to use a controlled vocabulary and separate multiple values in a list with space vertical bar space ( | ).,`box trapping`; `flora inventory`; `box trapping | funnel trapping`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
protocolReferences,Protocol References,The references to the methods used during the dwc:Event.,Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).,"`Penguins from space: faecal stains reveal the location of emperor penguin colonies, https://doi.org/10.1111/j.1466-8238.2009.00467.x`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
reportedExtremeConditions,Reported Extreme Conditions,A description of any extreme weather or environmental conditions that may have affected the dwc:Event.,,`flooding during week 3 of surveys`; `rockslide at site 2`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
reportedWeather,Reported Weather,A list of weather or climatic conditions present during the dwc:Event.,Recommended best practice is to use a key:value encoding schema for a data interchange format such as JSON.,"`{""minimumTemperatureInDegreesFahrenheit"": 18, ""maximumTemperatureInDegreesFahrenheit"": 32}`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
samplingEffortProtocol,Sampling Effort Protocol,A description of or reference (publication or URL) to the methods used to determine the sampling effort.,"This description should be associated with the values reported in eco:samplingEffortValue and eco:samplingEffortUnit. This is a specialization of eco:protocolDescription focused on effort, distinct from the survey method. The effort relates to the intensity of sampling and therefore can assist in interpreting estimates of completeness.","`40 box traps deployed at even spacings along 4 parallel 100m transects placed 50m apart and visited at 6 hourly intervals over a 48 hour period`; `2 people occupying a bird hide for a period of 8 hours and undertaking a 30 minute count of species within the 150 degree field of view every 2 hours`; `A single baited camera trap station with motion sensor trigger, deployed for a period of 10 days and configured for detecting large fauna moving through a known traffic way`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
samplingEffortUnit,Sampling Effort Unit,The units associated with the eco:samplingEffortValue.,Recommended best practice is to use a controlled vocabulary.,`trap hours`; `person hours`; `trap days`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
samplingEffortValue,Sampling Effort Value,The numeric value for the sampling effort expended during the dwc:Event.,This term is meant to capture the total sampling effort value. To express details of how the effort was determined use eco:samplingEffortProtocol. For compilations it is recommend not to infer effort. An eco:samplingEffortValue must have a corresponding eco:samplingEffortUnit.,`1900`; `40`; `5.5`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
samplingPerformedBy,Sampling Performed By,"A person, group, or organization responsible for recording the dwc:Event.","The sampling dwc:Event could be at any level of hierarchy. In the case of a higher level (parent) dwc:Event, include all the organizations or people involved in the child dwc:Events that contributed to the parent dwc:Event. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).",`North American Butterlfy Association`; `KK Wall`; `JJ Green`; `LL Pink and FF Grey | Aspen Center for Environmental Studies`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
siteCount,Site Count,Total number of individual sites surveyed during the dwc:Event.,Site refers to the location at which observations are made or samples/measurements are taken. The site can be at any level of hierarchy.,`1`; `15`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
siteNestingDescription,Site Nesting Description,Textual description of the hierarchical sampling design.,Site refers to the location at which observations are made or samples/measurements are taken. The site can be at any level of hierarchy.,`5 sampling sites of 3-5 plots each`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
targetDegreeOfEstablishmentScope,Target Degree of Establishment Scope,The degrees of establishment of the dwc:Organisms targeted for sampling during the dwc:Event.,"Recommended best practice is to use controlled value strings from the controlled vocabulary (http://rs.tdwg.org/dwcdoe/) for dwc:degreeOfEstablishment. For details, refer to https://doi.org/10.3897/biss.3.38084. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).",`native (category A)`; `invasive (category D2) | widespread invasive (category E)`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
targetGrowthFormScope,Target Growth Form Scope,The growth forms or habits of the dwc:Organisms targeted for sampling during the dwc:Event.,Recommended best practice is to use a controlled vocabulary and separate multiple values in a list with space vertical bar space ( | ).,`tree`; `shrub | sub-shrub`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
targetHabitatScope,Target Habitat Scope,The habitats targeted for sampling during the dwc:Event.,Recommended best practice is to use a controlled vocabulary and separate the values in a list with space vertical bar space ( | ).,`dunes`; `pine forest`; `riparian`; `scrub | grassland`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
targetLifeStageScope,Target Life Stage Scope,The age classes or life stages of the dwc:Organisms targeted for sampling during the dwc:Event.,This term is defined based on dwc:lifeStage (http://rs.tdwg.org/dwc/terms/lifeStage). Recommended best practice is to use the same controlled vocabulary as for dwc:lifeStage and to separate multiple values in a list with space vertical bar space ( | ).,`larva`; `adult | juvenile`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
targetTaxonomicScope,Target Taxonomic Scope,The taxonomic group(s) targeted for sampling during the dwc:Event.,"The dwc:Event to which the eco:targetTaxonomicScope refers could be at any level of hierarchy. In the case of a higher level (parent) dwc:Event, include all taxonomic groups surveyed in the child dwc:Events that contributed to the parent dwc:Event. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).",`Aves`; `Aves | Mammalia`; `Procellariformes`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
taxonCompletenessProtocols,Taxon Completeness Protocols,"A description of or reference (publication, URL) to the methods used to determine eco:taxonCompletenessReported.",This term allows users to determine how comprehensively an area has been sampled. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).,`census | based on sampling effort`;  `based on species accumulation curves`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
taxonCompletenessReported,Taxon Completeness Reported,Statement about whether the taxonomic completeness of the dwc:Event was assessed.,"This term is meant to alert users that the inventory was conducted in such a way that all of the target taxa (the combination of eco:targetTaxonomicScope and eco:excludedTaxonomicScope) should have been detectable if they were present during the dwc:Event. This term can provide data users with a qualitative measure of how comprehensively an area has been surveyed, which assists in interpreting species populations, areas of occupancy, inferring species absences, etc. This term is only relevant if the dwc:Event used restricted search or open search methods. If taxonomic completeness was assessed, the methods used or an explanation of the basis of the completeness should be stated in eco: taxonCompletenessProtocols. Recommended best practice is to use a controlled vocabulary.",`not reported`; `reported complete`; `reported incomplete`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
totalAreaSampledUnit,Total Area Sampled Unit,The units associated with eco:totalAreaSampledValue,Recommended best practice is to use a controlled vocabulary.,`km²`,,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
totalAreaSampledValue,Total Area Sampled Value,The numeric value for the total area surveyed during the dwc:Event.,This area is always less than or equal to the eco:geospatialScopeAreaValue. An eco:totalAreaSampledValue must have a corresponding eco:totalAreaSampledUnit.,`0.8`,,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
verbatimSiteDescriptions,Verbatim Site Descriptions,Original textual description of the site(s).,Site refers to the location at which observations are made or samples/measurements are taken. The site can be at any level of hierarchy. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).,"`Wet flatwoods | Wet depression surrounded by mesic longleaf pine flatwoods | Ground cover of thick Andropogon spp., Sporobolus floridanus, Vaccinium spp, Rhynchospora spp., Centella erecta, Panicum rigidulum.`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
verbatimSiteNames,Verbatim Site Names,A list (concatenated and separated) of original site names.,Site refers to the location at which observations are made or samples/measurements are taken. The site can be at any level of hierarchy. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).,`East Coastal Fringe | St. Marks Wildlife Management Area`; `S1 | S2 | C1 | C2 | R14 | R22 | W1`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
verbatimTargetScope,Verbatim Target Scope,The verbatim original description of the dwc:Event scope.,Recommended best practice is first to populate explicit scope terms to the fullest extent possible (e.g. eco:targetTaxonomicScope). It is not recommended to use this term in assessing absence or completeness.,"‘small mammals’; ‘freshwater macroinvertebrates’; ‘dead animals’, 'ground-living insects'",,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
voucherInstitutions,Voucher Institutions,A list (concatenated and separated) of the names or acronyms of the institutions where vouchers collected during the dwc:Event were deposited.,Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).,`FMNH`; `AMNH | MVZ`; `Nairobi National Museum`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension
