"identifier","context","text"
"excludedHabitatScope:rdfs_comment","Comment for Excluded Habitat Scope http://rs.tdwg.org/dwc/terms/excludedHabitatScope",""
"excludedHabitatScope:dcterms_description","Description for Excluded Habitat Scope http://rs.tdwg.org/dwc/terms/excludedHabitatScope",""
"excludedLifeStageScope:label","Label for Excluded Life Stage Scope http://rs.tdwg.org/dwc/terms/excludedLifeStageScope",""
"excludedLifeStageScope:rdfs_comment","Comment for Excluded Life Stage Scope http://rs.tdwg.org/dwc/terms/excludedLifeStageScope",""
"excludedLifeStageScope:dcterms_description","Description for Excluded Life Stage Scope http://rs.tdwg.org/dwc/terms/excludedLifeStageScope",""
"excludedTaxonomicScope:label","Label for Excluded Taxonomic Scope http://rs.tdwg.org/dwc/terms/excludedTaxonomicScope",""
"excludedTaxonomicScope:rdfs_comment","Comment for Excluded Taxonomic Scope http://rs.tdwg.org/dwc/terms/excludedTaxonomicScope",""
"excludedTaxonomicScope:dcterms_description","Description for Excluded Taxonomic Scope http://rs.tdwg.org/dwc/terms/excludedTaxonomicScope",""
"geospatialScopeAreaUnit:label","Label for Geospatial Scope Area Unit http://rs.tdwg.org/dwc/terms/geospatialScopeAreaUnit",""
"geospatialScopeAreaUnit:rdfs_comment","Comment for Geospatial Scope Area Unit http://rs.tdwg.org/dwc/terms/geospatialScopeAreaUnit",""
"geospatialScopeAreaUnit:dcterms_description","Description for Geospatial Scope Area Unit http://rs.tdwg.org/dwc/terms/geospatialScopeAreaUnit",""
"geospatialScopeAreaValue:label","Label for Geospatial Scope Area Value http://rs.tdwg.org/dwc/terms/geospatialScopeAreaValue",""
"geospatialScopeAreaValue:rdfs_comment","Comment for Geospatial Scope Area Value http://rs.tdwg.org/dwc/terms/geospatialScopeAreaValue",""
"geospatialScopeAreaValue:dcterms_description","Description for Geospatial Scope Area Value http://rs.tdwg.org/dwc/terms/geospatialScopeAreaValue",""
"hasMaterialSamples:label","Label for Has Material Samples http://rs.tdwg.org/dwc/terms/hasMaterialSamples",""
"hasMaterialSamples:rdfs_comment","Comment for Has Material Samples http://rs.tdwg.org/dwc/terms/hasMaterialSamples",""
"hasNonTargetOrganisms:label","Label for Has Non-target Organisms http://rs.tdwg.org/dwc/terms/hasNonTargetOrganisms",""
"hasNonTargetOrganisms:rdfs_comment","Comment for Has Non-target Organisms http://rs.tdwg.org/dwc/terms/hasNonTargetOrganisms",""
"hasNonTargetOrganisms:dcterms_description","Description for Has Non-target Organisms http://rs.tdwg.org/dwc/terms/hasNonTargetOrganisms",""
"hasNonTargetTaxa:label","Label for Has Non-target Taxa http://rs.tdwg.org/dwc/terms/hasNonTargetTaxa",""
"hasNonTargetTaxa:rdfs_comment","Comment for Has Non-target Taxa http://rs.tdwg.org/dwc/terms/hasNonTargetTaxa",""
"hasNonTargetTaxa:dcterms_description","Description for Has Non-target Taxa http://rs.tdwg.org/dwc/terms/hasNonTargetTaxa",""
"hasVouchers:label","Label for Has Vouchers http://rs.tdwg.org/dwc/terms/hasVouchers",""
"hasVouchers:rdfs_comment","Comment for Has Vouchers http://rs.tdwg.org/dwc/terms/hasVouchers",""
"inventoryTypes:label","Label for Inventory Types http://rs.tdwg.org/dwc/terms/inventoryTypes",""
"inventoryTypes:rdfs_comment","Comment for Inventory Types http://rs.tdwg.org/dwc/terms/inventoryTypes",""
"inventoryTypes:dcterms_description","Description for Inventory Types http://rs.tdwg.org/dwc/terms/inventoryTypes",""
"isAbsenceReported:label","Label for Is Absence Reported http://rs.tdwg.org/dwc/terms/isAbsenceReported",""
"isAbsenceReported:rdfs_comment","Comment for Is Absence Reported http://rs.tdwg.org/dwc/terms/isAbsenceReported",""
"isAbsenceReported:dcterms_description","Description for Is Absence Reported http://rs.tdwg.org/dwc/terms/isAbsenceReported",""
"isAbundanceCapReported:label","Label for Is Abundance Cap Reported http://rs.tdwg.org/dwc/terms/isAbundanceCapReported",""
"isAbundanceCapReported:rdfs_comment","Comment for Is Abundance Cap Reported http://rs.tdwg.org/dwc/terms/isAbundanceCapReported",""
"isAbundanceCapReported:dcterms_description","Description for Is Abundance Cap Reported http://rs.tdwg.org/dwc/terms/isAbundanceCapReported",""
"isAbundanceReported:label","Label for Is Abundance Reported http://rs.tdwg.org/dwc/terms/isAbundanceReported",""
"isAbundanceReported:rdfs_comment","Comment for Is Abundance Reported http://rs.tdwg.org/dwc/terms/isAbundanceReported",""
"isAbundanceReported:dcterms_description","Description for Is Abundance Reported http://rs.tdwg.org/dwc/terms/isAbundanceReported",""
"isDegreeOfEstablishmentScopeFullyReported:label","Label for Is Degree of Establishment Scope Fully Reported http://rs.tdwg.org/dwc/terms/isDegreeOfEstablishmentScopeFullyReported",""
"isDegreeOfEstablishmentScopeFullyReported:rdfs_comment","Comment for Is Degree of Establishment Scope Fully Reported http://rs.tdwg.org/dwc/terms/isDegreeOfEstablishmentScopeFullyReported",""
"isDegreeOfEstablishmentScopeFullyReported:dcterms_description","Description for Is Degree of Establishment Scope Fully Reported http://rs.tdwg.org/dwc/terms/isDegreeOfEstablishmentScopeFullyReported",""
"isGrowthFormScopeFullyReported:label","Label for Is Growth Form Scope Fully Reported http://rs.tdwg.org/dwc/terms/isGrowthFormScopeFullyReported",""
"isGrowthFormScopeFullyReported:rdfs_comment","Comment for Is Growth Form Scope Fully Reported http://rs.tdwg.org/dwc/terms/isGrowthFormScopeFullyReported",""
"isGrowthFormScopeFullyReported:dcterms_description","Description for Is Growth Form Scope Fully Reported http://rs.tdwg.org/dwc/terms/isGrowthFormScopeFullyReported",""
"isLeastSpecificTargetCategoryQuantityInclusive:label","Label for Is Least Specific Target Category Quantity Inclusive http://rs.tdwg.org/dwc/terms/isLeastSpecificTargetCategoryQuantityInclusive",""
"isLeastSpecificTargetCategoryQuantityInclusive:rdfs_comment","Comment for Is Least Specific Target Category Quantity Inclusive http://rs.tdwg.org/dwc/terms/isLeastSpecificTargetCategoryQuantityInclusive",""
"isLeastSpecificTargetCategoryQuantityInclusive:dcterms_description","Description for Is Least Specific Target Category Quantity Inclusive http://rs.tdwg.org/dwc/terms/isLeastSpecificTargetCategoryQuantityInclusive",""
"isLifeStageScopeFullyReported:label","Label for Is Life Stage Scope Fully Reported http://rs.tdwg.org/dwc/terms/isLifeStageScopeFullyReported",""
"isLifeStageScopeFullyReported:rdfs_comment","Comment for Is Life Stage Scope Fully Reported http://rs.tdwg.org/dwc/terms/isLifeStageScopeFullyReported",""
"isLifeStageScopeFullyReported:dcterms_description","Description for Is Life Stage Scope Fully Reported http://rs.tdwg.org/dwc/terms/isLifeStageScopeFullyReported",""
"isSamplingEffortReported:label","Label for Is Sampling Effort Reported http://rs.tdwg.org/dwc/terms/isSamplingEffortReported",""
"isSamplingEffortReported:rdfs_comment","Comment for Is Sampling Effort Reported http://rs.tdwg.org/dwc/terms/isSamplingEffortReported",""
"isSamplingEffortReported:dcterms_description","Description for Is Sampling Effort Reported http://rs.tdwg.org/dwc/terms/isSamplingEffortReported",""
"isTaxonomicScopeFullyReported:label","Label for Is Taxonomic Scope Fully Reported http://rs.tdwg.org/dwc/terms/isTaxonomicScopeFullyReported",""
"isTaxonomicScopeFullyReported:rdfs_comment","Comment for Is Taxonomic Scope Fully Reported http://rs.tdwg.org/dwc/terms/isTaxonomicScopeFullyReported",""
"isTaxonomicScopeFullyReported:dcterms_description","Description for Is Taxonomic Scope Fully Reported http://rs.tdwg.org/dwc/terms/isTaxonomicScopeFullyReported",""
"isVegetationCoverReported:label","Label for Is Vegetation Cover Reported http://rs.tdwg.org/dwc/terms/isVegetationCoverReported",""
"isVegetationCoverReported:rdfs_comment","Comment for Is Vegetation Cover Reported http://rs.tdwg.org/dwc/terms/isVegetationCoverReported",""
"isVegetationCoverReported:dcterms_description","Description for Is Vegetation Cover Reported http://rs.tdwg.org/dwc/terms/isVegetationCoverReported",""
"materialSampleTypes:label","Label for Material Sample Types http://rs.tdwg.org/dwc/terms/materialSampleTypes",""
"materialSampleTypes:rdfs_comment","Comment for Material Sample Types http://rs.tdwg.org/dwc/terms/materialSampleTypes",""
"materialSampleTypes:dcterms_description","Description for Material Sample Types http://rs.tdwg.org/dwc/terms/materialSampleTypes",""
"nonTargetTaxa:label","Label for Non-target Taxa http://rs.tdwg.org/dwc/terms/nonTargetTaxa",""
"nonTargetTaxa:rdfs_comment","Comment for Non-target Taxa http://rs.tdwg.org/dwc/terms/nonTargetTaxa",""
"nonTargetTaxa:dcterms_description","Description for Non-target Taxa http://rs.tdwg.org/dwc/terms/nonTargetTaxa",""
"protocolDescriptions:label","Label for Protocol Descriptions http://rs.tdwg.org/dwc/terms/protocolDescriptions",""
"protocolDescriptions:rdfs_comment","Comment for Protocol Descriptions http://rs.tdwg.org/dwc/terms/protocolDescriptions",""
"protocolDescriptions:dcterms_description","Description for Protocol Descriptions http://rs.tdwg.org/dwc/terms/protocolDescriptions",""
"protocolNames:label","Label for Protocol Names http://rs.tdwg.org/dwc/terms/protocolNames",""
"protocolNames:rdfs_comment","Comment for Protocol Names http://rs.tdwg.org/dwc/terms/protocolNames",""
"protocolNames:dcterms_description","Description for Protocol Names http://rs.tdwg.org/dwc/terms/protocolNames",""
"protocolReferences:label","Label for Protocol References http://rs.tdwg.org/dwc/terms/protocolReferences",""
"protocolReferences:rdfs_comment","Comment for Protocol References http://rs.tdwg.org/dwc/terms/protocolReferences",""
"protocolReferences:dcterms_description","Description for Protocol References http://rs.tdwg.org/dwc/terms/protocolReferences",""
"reportedExtremeConditions:label","Label for Reported Extreme Conditions http://rs.tdwg.org/dwc/terms/reportedExtremeConditions",""
"reportedExtremeConditions:rdfs_comment","Comment for Reported Extreme Conditions http://rs.tdwg.org/dwc/terms/reportedExtremeConditions",""
"reportedWeather:label","Label for Reported Weather http://rs.tdwg.org/dwc/terms/reportedWeather",""
"reportedWeather:rdfs_comment","Comment for Reported Weather http://rs.tdwg.org/dwc/terms/reportedWeather",""
"reportedWeather:dcterms_description","Description for Reported Weather http://rs.tdwg.org/dwc/terms/reportedWeather",""
"samplingEffortProtocol:label","Label for Sampling Effort Protocol http://rs.tdwg.org/dwc/terms/samplingEffortProtocol",""
"samplingEffortProtocol:rdfs_comment","Comment for Sampling Effort Protocol http://rs.tdwg.org/dwc/terms/samplingEffortProtocol",""
"samplingEffortProtocol:dcterms_description","Description for Sampling Effort Protocol http://rs.tdwg.org/dwc/terms/samplingEffortProtocol",""
"samplingEffortUnit:label","Label for Sampling Effort Unit http://rs.tdwg.org/dwc/terms/samplingEffortUnit",""
"samplingEffortUnit:rdfs_comment","Comment for Sampling Effort Unit http://rs.tdwg.org/dwc/terms/samplingEffortUnit",""
"samplingEffortUnit:dcterms_description","Description for Sampling Effort Unit http://rs.tdwg.org/dwc/terms/samplingEffortUnit",""
"samplingEffortValue:label","Label for Sampling Effort Value http://rs.tdwg.org/dwc/terms/samplingEffortValue",""
"samplingEffortValue:rdfs_comment","Comment for Sampling Effort Value http://rs.tdwg.org/dwc/terms/samplingEffortValue",""
"samplingEffortValue:dcterms_description","Description for Sampling Effort Value http://rs.tdwg.org/dwc/terms/samplingEffortValue",""
"samplingPerformedBy:label","Label for Sampling Performed By http://rs.tdwg.org/dwc/terms/samplingPerformedBy",""
"samplingPerformedBy:rdfs_comment","Comment for Sampling Performed By http://rs.tdwg.org/dwc/terms/samplingPerformedBy",""
"samplingPerformedBy:dcterms_description","Description for Sampling Performed By http://rs.tdwg.org/dwc/terms/samplingPerformedBy",""
"siteCount:label","Label for Site Count http://rs.tdwg.org/dwc/terms/siteCount",""
"siteCount:rdfs_comment","Comment for Site Count http://rs.tdwg.org/dwc/terms/siteCount",""
"siteCount:dcterms_description","Description for Site Count http://rs.tdwg.org/dwc/terms/siteCount",""
"siteNestingDescription:label","Label for Site Nesting Description http://rs.tdwg.org/dwc/terms/siteNestingDescription",""
"siteNestingDescription:rdfs_comment","Comment for Site Nesting Description http://rs.tdwg.org/dwc/terms/siteNestingDescription",""
"siteNestingDescription:dcterms_description","Description for Site Nesting Description http://rs.tdwg.org/dwc/terms/siteNestingDescription",""
"targetDegreeOfEstablishmentScope:label","Label for Target Degree of Establishment Scope http://rs.tdwg.org/dwc/terms/targetDegreeOfEstablishmentScope",""
"targetDegreeOfEstablishmentScope:rdfs_comment","Comment for Target Degree of Establishment Scope http://rs.tdwg.org/dwc/terms/targetDegreeOfEstablishmentScope",""
"targetDegreeOfEstablishmentScope:dcterms_description","Description for Target Degree of Establishment Scope http://rs.tdwg.org/dwc/terms/targetDegreeOfEstablishmentScope",""
"targetGrowthFormScope:label","Label for Target Growth Form Scope http://rs.tdwg.org/dwc/terms/targetGrowthFormScope",""
"targetGrowthFormScope:rdfs_comment","Comment for Target Growth Form Scope http://rs.tdwg.org/dwc/terms/targetGrowthFormScope",""
"targetGrowthFormScope:dcterms_description","Description for Target Growth Form Scope http://rs.tdwg.org/dwc/terms/targetGrowthFormScope",""
"targetHabitatScope:label","Label for Target Habitat Scope http://rs.tdwg.org/dwc/terms/targetHabitatScope",""
"targetHabitatScope:rdfs_comment","Comment for Target Habitat Scope http://rs.tdwg.org/dwc/terms/targetHabitatScope",""
"targetHabitatScope:dcterms_description","Description for Target Habitat Scope http://rs.tdwg.org/dwc/terms/targetHabitatScope",""
"targetLifeStageScope:label","Label for Target Life Stage Scope http://rs.tdwg.org/dwc/terms/targetLifeStageScope",""
"targetLifeStageScope:rdfs_comment","Comment for Target Life Stage Scope http://rs.tdwg.org/dwc/terms/targetLifeStageScope",""
"targetLifeStageScope:dcterms_description","Description for Target Life Stage Scope http://rs.tdwg.org/dwc/terms/targetLifeStageScope",""
"targetTaxonomicScope:label","Label for Target Taxonomic Scope http://rs.tdwg.org/dwc/terms/targetTaxonomicScope",""
"targetTaxonomicScope:rdfs_comment","Comment for Target Taxonomic Scope http://rs.tdwg.org/dwc/terms/targetTaxonomicScope",""
"targetTaxonomicScope:dcterms_description","Description for Target Taxonomic Scope http://rs.tdwg.org/dwc/terms/targetTaxonomicScope",""
"taxonCompletenessProtocols:label","Label for Taxon Completeness Protocols http://rs.tdwg.org/dwc/terms/taxonCompletenessProtocols",""
"taxonCompletenessProtocols:rdfs_comment","Comment for Taxon Completeness Protocols http://rs.tdwg.org/dwc/terms/taxonCompletenessProtocols",""
"taxonCompletenessProtocols:dcterms_description","Description for Taxon Completeness Protocols http://rs.tdwg.org/dwc/terms/taxonCompletenessProtocols",""
"taxonCompletenessReported:label","Label for Taxon Completeness Reported http://rs.tdwg.org/dwc/terms/taxonCompletenessReported",""
"taxonCompletenessReported:rdfs_comment","Comment for Taxon Completeness Reported http://rs.tdwg.org/dwc/terms/taxonCompletenessReported",""
"taxonCompletenessReported:dcterms_description","Description for Taxon Completeness Reported http://rs.tdwg.org/dwc/terms/taxonCompletenessReported",""
"totalAreaSampledUnit:label","Label for Total Area Sampled Unit http://rs.tdwg.org/dwc/terms/totalAreaSampledUnit",""
"totalAreaSampledUnit:rdfs_comment","Comment for Total Area Sampled Unit http://rs.tdwg.org/dwc/terms/totalAreaSampledUnit",""
"totalAreaSampledUnit:dcterms_description","Description for Total Area Sampled Unit http://rs.tdwg.org/dwc/terms/totalAreaSampledUnit",""
"totalAreaSampledValue:label","Label for Total Area Sampled Value http://rs.tdwg.org/dwc/terms/totalAreaSampledValue",""
"totalAreaSampledValue:rdfs_comment","Comment for Total Area Sampled Value http://rs.tdwg.org/dwc/terms/totalAreaSampledValue",""
"totalAreaSampledValue:dcterms_description","Description for Total Area Sampled Value http://rs.tdwg.org/dwc/terms/totalAreaSampledValue",""
"verbatimSiteDescriptions:label","Label for Verbatim Site Descriptions http://rs.tdwg.org/dwc/terms/verbatimSiteDescriptions",""
"verbatimSiteDescriptions:rdfs_comment","Comment for Verbatim Site Descriptions http://rs.tdwg.org/dwc/terms/verbatimSiteDescriptions",""
"verbatimSiteDescriptions:dcterms_description","Description for Verbatim Site Descriptions http://rs.tdwg.org/dwc/terms/verbatimSiteDescriptions",""
"verbatimSiteNames:label","Label for Verbatim Site Names http://rs.tdwg.org/dwc/terms/verbatimSiteNames",""
"verbatimSiteNames:rdfs_comment","Comment for Verbatim Site Names http://rs.tdwg.org/dwc/terms/verbatimSiteNames",""
"verbatimSiteNames:dcterms_description","Description for Verbatim Site Names http://rs.tdwg.org/dwc/terms/verbatimSiteNames",""
"verbatimTargetScope:label","Label for Verbatim Target Scope http://rs.tdwg.org/dwc/terms/verbatimTargetScope",""
"verbatimTargetScope:rdfs_comment","Comment for Verbatim Target Scope http://rs.tdwg.org/dwc/terms/verbatimTargetScope",""
"verbatimTargetScope:dcterms_description","Description for Verbatim Target Scope http://rs.tdwg.org/dwc/terms/verbatimTargetScope",""
"voucherInstitutions:label","Label for Voucher Institutions http://rs.tdwg.org/dwc/terms/voucherInstitutions",""
"voucherInstitutions:rdfs_comment","Comment for Voucher Institutions http://rs.tdwg.org/dwc/terms/voucherInstitutions",""
"voucherInstitutions:dcterms_description","Description for Voucher Institutions http://rs.tdwg.org/dwc/terms/voucherInstitutions",""
