"identifier","context","text"
"compilationSourceTypes:dcterms_description","Description for Compilation Source Types http://rs.tdwg.org/dwc/terms/compilationSourceTypes","Tento termín je relevantní pouze v případě, že dwc:Event je kompilace, při níž byl použit jeden nebo více typů zdrojů dat. Doporučeným osvědčeným postupem je používat řízený slovník a oddělovat více hodnot v seznamu mezerou svislou čarou mezerou ( | ). Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu povoluje pouze IRI, zatímco tento termín povoluje jakoukoli řetězcovou literální hodnotu."
"compilationTypes:label","Label for Compilation Types http://rs.tdwg.org/dwc/terms/compilationTypes",""
"compilationTypes:rdfs_comment","Comment for Compilation Types http://rs.tdwg.org/dwc/terms/compilationTypes","Prohlášení, které upřesňuje, zda jsou vykazované údaje odvozeny z odběrů vzorků, pomocných údajů sestavených z jiných zdrojů nebo z kombinace obojího."
"compilationTypes:dcterms_description","Description for Compilation Types http://rs.tdwg.org/dwc/terms/compilationTypes","Tento termín je relevantní pouze v případě, že dwc:Event je inventář. Doporučeným osvědčeným postupem je použití řízeného slovníku. Doporučeným osvědčeným postupem je oddělovat hodnoty v seznamu mezerou svislou čarou mezerou (` | `). Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu povoluje pouze IRI, zatímco tento termín povoluje jakoukoli řetězcovou literální hodnotu."
"eventDurationUnit:label","Label for Event Duration Unit http://rs.tdwg.org/dwc/terms/eventDurationUnit",""
"eventDurationUnit:rdfs_comment","Comment for Event Duration Unit http://rs.tdwg.org/dwc/terms/eventDurationUnit",""
"eventDurationUnit:dcterms_description","Description for Event Duration Unit http://rs.tdwg.org/dwc/terms/eventDurationUnit","Doporučeným osvědčeným postupem je používat řízený slovník. Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu umožňuje pouze IRI, zatímco tento termín umožňuje jakoukoli řetězcovou literální hodnotu."
"eventDurationValue:label","Label for Event Duration Value http://rs.tdwg.org/dwc/terms/eventDurationValue",""
"eventDurationValue:rdfs_comment","Comment for Event Duration Value http://rs.tdwg.org/dwc/terms/eventDurationValue","Číselná hodnota trvání dwc:Event."
"eventDurationValue:dcterms_description","Description for Event Duration Value http://rs.tdwg.org/dwc/terms/eventDurationValue","Hodnota eco:eventDurationValue musí mít odpovídající eco:eventDurationUnit."
"excludedDegreeOfEstablishmentScope:label","Label for Excluded Degree of Establishment Scope http://rs.tdwg.org/dwc/terms/excludedDegreeOfEstablishmentScope",""
"excludedDegreeOfEstablishmentScope:rdfs_comment","Comment for Excluded Degree of Establishment Scope http://rs.tdwg.org/dwc/terms/excludedDegreeOfEstablishmentScope","Stupně rozšíření dwc:Organismů výslovně vyloučených z odběru vzorků během dwc:Event."
"excludedDegreeOfEstablishmentScope:dcterms_description","Description for Excluded Degree of Establishment Scope http://rs.tdwg.org/dwc/terms/excludedDegreeOfEstablishmentScope","Doporučeným osvědčeným postupem je používat pro dwc:degreeOfEstablishment řetězce řízených hodnot z řízeného slovníku (http://rs.tdwg.org/dwcdoe/). Podrobnosti naleznete na https://doi.org/10.3897/biss.3.38084. Doporučeným osvědčeným postupem je oddělit více hodnot v seznamu mezerou svislou čarou mezerou ( | ). Tento termín má ekvivalent ve jmenném prostoru dwciri:, který umožňuje jako hodnotu pouze IRI, zatímco tento termín umožňuje jakoukoli řetězcovou literální hodnotu."
"excludedGrowthFormScope:label","Label for Excluded Growth Form Scope http://rs.tdwg.org/dwc/terms/excludedGrowthFormScope",""
"excludedGrowthFormScope:rdfs_comment","Comment for Excluded Growth Form Scope http://rs.tdwg.org/dwc/terms/excludedGrowthFormScope","Růstové formy nebo zvyklosti dwc:Organisms, které jsou výslovně vyloučeny z odběru vzorků během dwc:Event."
"excludedGrowthFormScope:dcterms_description","Description for Excluded Growth Form Scope http://rs.tdwg.org/dwc/terms/excludedGrowthFormScope","Doporučeným postupem je používat řízený slovník a oddělovat více hodnot v seznamu mezerou svislou čarou mezerou ( | ). Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu povoluje pouze IRI, zatímco tento termín povoluje jakoukoli řetězcovou literální hodnotu."
"excludedHabitatScope:label","Label for Excluded Habitat Scope http://rs.tdwg.org/dwc/terms/excludedHabitatScope",""
"excludedHabitatScope:rdfs_comment","Comment for Excluded Habitat Scope http://rs.tdwg.org/dwc/terms/excludedHabitatScope",""
"excludedHabitatScope:dcterms_description","Description for Excluded Habitat Scope http://rs.tdwg.org/dwc/terms/excludedHabitatScope","Doporučeným postupem je používat řízený slovník a oddělovat více hodnot v seznamu mezerou svislou čarou mezerou ( | ). Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu povoluje pouze IRI, zatímco tento termín povoluje jakoukoli řetězcovou literální hodnotu."
"excludedLifeStageScope:label","Label for Excluded Life Stage Scope http://rs.tdwg.org/dwc/terms/excludedLifeStageScope",""
"excludedLifeStageScope:rdfs_comment","Comment for Excluded Life Stage Scope http://rs.tdwg.org/dwc/terms/excludedLifeStageScope",""
"excludedLifeStageScope:dcterms_description","Description for Excluded Life Stage Scope http://rs.tdwg.org/dwc/terms/excludedLifeStageScope","Tento termín je definován na základě dwc:lifeStage (http://rs.tdwg.org/dwc/terms/lifeStage). Doporučeným osvědčeným postupem je používat stejný řízený slovník jako pro dwc:lifeStage a oddělovat více hodnot v seznamu mezerou svislou čarou mezerou ( | ). Tento termín má ekvivalent ve jmenném prostoru dwciri:, který umožňuje jako hodnotu pouze IRI, zatímco tento termín umožňuje jakoukoli řetězcovou literální hodnotu."
"excludedTaxonomicScope:label","Label for Excluded Taxonomic Scope http://rs.tdwg.org/dwc/terms/excludedTaxonomicScope",""
"excludedTaxonomicScope:rdfs_comment","Comment for Excluded Taxonomic Scope http://rs.tdwg.org/dwc/terms/excludedTaxonomicScope","Taxonomická skupina (skupiny) výslovně vyloučená z odběru vzorků během dwc:Event."
"excludedTaxonomicScope:dcterms_description","Description for Excluded Taxonomic Scope http://rs.tdwg.org/dwc/terms/excludedTaxonomicScope","Událost dwc:Event, na kterou odkazuje eco:excludedTaxonomicScope, může být na libovolné úrovni hierarchie. V případě vyšší úrovně (nadřazené) dwc:Event zahrňte všechny taxonomické skupiny explicitně vyloučené z podřízených dwc:Events, které přispěly k nadřazené dwc:Event. Doporučeným osvědčeným postupem je oddělit více hodnot v seznamu mezerou svislou čarou mezerou ( | ). Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu povoluje pouze IRI, zatímco tento termín povoluje jakoukoli řetězcovou literální hodnotu."
"geospatialScopeAreaUnit:label","Label for Geospatial Scope Area Unit http://rs.tdwg.org/dwc/terms/geospatialScopeAreaUnit",""
"geospatialScopeAreaUnit:rdfs_comment","Comment for Geospatial Scope Area Unit http://rs.tdwg.org/dwc/terms/geospatialScopeAreaUnit","Jednotky spojené s eco:geospatialScopeAreaValue"
"geospatialScopeAreaUnit:dcterms_description","Description for Geospatial Scope Area Unit http://rs.tdwg.org/dwc/terms/geospatialScopeAreaUnit","Doporučeným osvědčeným postupem je používat řízený slovník. Pro jednotky obsahující exponenty používejte znaky z doplňkové znakové sady Unicode Latin-1 (hex 00B2 pro čtverec a 00B3 pro kostku). Tento termín má ekvivalent ve jmenném prostoru dwciri:, který umožňuje jako hodnotu pouze IRI, zatímco tento termín umožňuje jakoukoli řetězcovou literální hodnotu."
"geospatialScopeAreaValue:label","Label for Geospatial Scope Area Value http://rs.tdwg.org/dwc/terms/geospatialScopeAreaValue",""
"geospatialScopeAreaValue:rdfs_comment","Comment for Geospatial Scope Area Value http://rs.tdwg.org/dwc/terms/geospatialScopeAreaValue","Číselná hodnota celkové plochy geoprostorového rozsahu dwc:Event."
"geospatialScopeAreaValue:dcterms_description","Description for Geospatial Scope Area Value http://rs.tdwg.org/dwc/terms/geospatialScopeAreaValue","Geoprostorový rozsah se vztahuje k poloze dwc:Event nahlášené pomocí termínů uspořádaných v Darwin Core pod dcterms:Location. Tato oblast je vždy větší nebo rovna hodnotě eco:totalAreaSampledValue. Hodnota eco:geospatialScopeAreaValue musí mít odpovídající eco:geospatialScopeAreaUnit."
"hasMaterialSamples:label","Label for Has Material Samples http://rs.tdwg.org/dwc/terms/hasMaterialSamples",""
"hasMaterialSamples:rdfs_comment","Comment for Has Material Samples http://rs.tdwg.org/dwc/terms/hasMaterialSamples","Vzorky materiálu byly odebrány během akce dwc:Event."
"hasNonTargetOrganisms:label","Label for Has Non-target Organisms http://rs.tdwg.org/dwc/terms/hasNonTargetOrganisms",""
"hasNonTargetOrganisms:rdfs_comment","Comment for Has Non-target Organisms http://rs.tdwg.org/dwc/terms/hasNonTargetOrganisms","Pro tuto dwc:Events byl zjištěn a nahlášen jeden nebo více dwc:Organisms mimo cílové obory organismů (eco:targetDegreeOfEstablishmentScope, eco:targetGrowthFormScope a eco:targetLifeStageScope)."
"hasNonTargetOrganisms:dcterms_description","Description for Has Non-target Organisms http://rs.tdwg.org/dwc/terms/hasNonTargetOrganisms","Tento termín má uživatele upozornit na přítomnost necílových organismů (v některých oborech nazývaných ""vedlejší úlovky""), které jsou v této dwc:Event hlášeny. Tento termín je relevantní pouze v případě, že je deklarován rozsah cílových organismů. Rozsah organismů je založen na kombinaci všech následujících termínů: eco:targetLifeStageScope, eco:excludedLifeStageScope, eco:targetDegreeOfEstablishmentScope, eco:excludedDegreeOfEstablishmentScope, eco:targetGrowthFormScope a eco:excludedGrowthFormScope. Zkoumání rozsahu organismů je nutné k identifikaci necílových dwc:Organisms. Mělo by být možné potvrdit očekávání zkoumáním dwc:Occurrences v této dwc:Event a v jejích podřízených dwc:Events (pokud jsou k dispozici). Hodnota tohoto termínu by měla být ""true"", pokud jsou hlášeny dwc:Occurrences dwc:Organisms mimo rozsah(y) organismu, jak je definován v době dwc:Event, jinak by hodnota tohoto termínu měla být ""false""."
"hasNonTargetTaxa:label","Label for Has Non-target Taxa http://rs.tdwg.org/dwc/terms/hasNonTargetTaxa",""
"hasNonTargetTaxa:rdfs_comment","Comment for Has Non-target Taxa http://rs.tdwg.org/dwc/terms/hasNonTargetTaxa","Pro tuto dwc:Event byl zjištěn a nahlášen jeden nebo více dwc:Organisms taxonů mimo cílový taxonomický rozsah (kombinace eco:targetTaxonomicScope a eco:excludedTaxonomicScope)."
"hasNonTargetTaxa:dcterms_description","Description for Has Non-target Taxa http://rs.tdwg.org/dwc/terms/hasNonTargetTaxa",""
"hasVouchers:label","Label for Has Vouchers http://rs.tdwg.org/dwc/terms/hasVouchers",""
"hasVouchers:rdfs_comment","Comment for Has Vouchers http://rs.tdwg.org/dwc/terms/hasVouchers",""
"inventoryTypes:label","Label for Inventory Types http://rs.tdwg.org/dwc/terms/inventoryTypes",""
"inventoryTypes:rdfs_comment","Comment for Inventory Types http://rs.tdwg.org/dwc/terms/inventoryTypes",""
"inventoryTypes:dcterms_description","Description for Inventory Types http://rs.tdwg.org/dwc/terms/inventoryTypes","Tento termín je relevantní pouze v případě, že dwc:Event představuje inventář. Doporučeným osvědčeným postupem je použití řízeného slovníku. Doporučeným osvědčeným postupem je oddělit více hodnot v seznamu mezerou svislou čarou mezerou ( | ). Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu povoluje pouze IRI, zatímco tento termín povoluje jakoukoli řetězcovou literální hodnotu."
"isAbsenceReported:label","Label for Is Absence Reported http://rs.tdwg.org/dwc/terms/isAbsenceReported",""
"isAbsenceReported:rdfs_comment","Comment for Is Absence Reported http://rs.tdwg.org/dwc/terms/isAbsenceReported",""
"isAbsenceReported:dcterms_description","Description for Is Absence Reported http://rs.tdwg.org/dwc/terms/isAbsenceReported",""
"isAbundanceCapReported:label","Label for Is Abundance Cap Reported http://rs.tdwg.org/dwc/terms/isAbundanceCapReported",""
"isAbundanceCapReported:rdfs_comment","Comment for Is Abundance Cap Reported http://rs.tdwg.org/dwc/terms/isAbundanceCapReported",""
"isAbundanceCapReported:dcterms_description","Description for Is Abundance Cap Reported http://rs.tdwg.org/dwc/terms/isAbundanceCapReported",""
"isAbundanceReported:label","Label for Is Abundance Reported http://rs.tdwg.org/dwc/terms/isAbundanceReported",""
"isAbundanceReported:rdfs_comment","Comment for Is Abundance Reported http://rs.tdwg.org/dwc/terms/isAbundanceReported",""
"isAbundanceReported:dcterms_description","Description for Is Abundance Reported http://rs.tdwg.org/dwc/terms/isAbundanceReported",""
"isDegreeOfEstablishmentScopeFullyReported:label","Label for Is Degree of Establishment Scope Fully Reported http://rs.tdwg.org/dwc/terms/isDegreeOfEstablishmentScopeFullyReported",""
"isDegreeOfEstablishmentScopeFullyReported:rdfs_comment","Comment for Is Degree of Establishment Scope Fully Reported http://rs.tdwg.org/dwc/terms/isDegreeOfEstablishmentScopeFullyReported",""
"isDegreeOfEstablishmentScopeFullyReported:dcterms_description","Description for Is Degree of Establishment Scope Fully Reported http://rs.tdwg.org/dwc/terms/isDegreeOfEstablishmentScopeFullyReported",""
"isGrowthFormScopeFullyReported:label","Label for Is Growth Form Scope Fully Reported http://rs.tdwg.org/dwc/terms/isGrowthFormScopeFullyReported",""
"isGrowthFormScopeFullyReported:rdfs_comment","Comment for Is Growth Form Scope Fully Reported http://rs.tdwg.org/dwc/terms/isGrowthFormScopeFullyReported",""
"isGrowthFormScopeFullyReported:dcterms_description","Description for Is Growth Form Scope Fully Reported http://rs.tdwg.org/dwc/terms/isGrowthFormScopeFullyReported",""
"isLeastSpecificTargetCategoryQuantityInclusive:label","Label for Is Least Specific Target Category Quantity Inclusive http://rs.tdwg.org/dwc/terms/isLeastSpecificTargetCategoryQuantityInclusive",""
"isLeastSpecificTargetCategoryQuantityInclusive:rdfs_comment","Comment for Is Least Specific Target Category Quantity Inclusive http://rs.tdwg.org/dwc/terms/isLeastSpecificTargetCategoryQuantityInclusive",""
"isLeastSpecificTargetCategoryQuantityInclusive:dcterms_description","Description for Is Least Specific Target Category Quantity Inclusive http://rs.tdwg.org/dwc/terms/isLeastSpecificTargetCategoryQuantityInclusive","Doporučené hodnoty jsou 'true' a 'false'. Tento termín je relevantní pouze v případě, že dwc:organismQuantity je číslo. Podrobné vysvětlení naleznete na adrese http://rs.tdwg.org/eco/docs/inclusive/."
"isLifeStageScopeFullyReported:label","Label for Is Life Stage Scope Fully Reported http://rs.tdwg.org/dwc/terms/isLifeStageScopeFullyReported",""
"isLifeStageScopeFullyReported:rdfs_comment","Comment for Is Life Stage Scope Fully Reported http://rs.tdwg.org/dwc/terms/isLifeStageScopeFullyReported",""
"isLifeStageScopeFullyReported:dcterms_description","Description for Is Life Stage Scope Fully Reported http://rs.tdwg.org/dwc/terms/isLifeStageScopeFullyReported",""
"isSamplingEffortReported:label","Label for Is Sampling Effort Reported http://rs.tdwg.org/dwc/terms/isSamplingEffortReported",""
"isSamplingEffortReported:rdfs_comment","Comment for Is Sampling Effort Reported http://rs.tdwg.org/dwc/terms/isSamplingEffortReported",""
"isSamplingEffortReported:dcterms_description","Description for Is Sampling Effort Reported http://rs.tdwg.org/dwc/terms/isSamplingEffortReported",""
"isTaxonomicScopeFullyReported:label","Label for Is Taxonomic Scope Fully Reported http://rs.tdwg.org/dwc/terms/isTaxonomicScopeFullyReported",""
"isTaxonomicScopeFullyReported:rdfs_comment","Comment for Is Taxonomic Scope Fully Reported http://rs.tdwg.org/dwc/terms/isTaxonomicScopeFullyReported",""
"isTaxonomicScopeFullyReported:dcterms_description","Description for Is Taxonomic Scope Fully Reported http://rs.tdwg.org/dwc/terms/isTaxonomicScopeFullyReported",""
"isVegetationCoverReported:label","Label for Is Vegetation Cover Reported http://rs.tdwg.org/dwc/terms/isVegetationCoverReported",""
"isVegetationCoverReported:rdfs_comment","Comment for Is Vegetation Cover Reported http://rs.tdwg.org/dwc/terms/isVegetationCoverReported",""
"isVegetationCoverReported:dcterms_description","Description for Is Vegetation Cover Reported http://rs.tdwg.org/dwc/terms/isVegetationCoverReported",""
"materialSampleTypes:label","Label for Material Sample Types http://rs.tdwg.org/dwc/terms/materialSampleTypes",""
"materialSampleTypes:rdfs_comment","Comment for Material Sample Types http://rs.tdwg.org/dwc/terms/materialSampleTypes",""
"materialSampleTypes:dcterms_description","Description for Material Sample Types http://rs.tdwg.org/dwc/terms/materialSampleTypes","Doporučeným postupem je používat řízený slovník a oddělovat více hodnot v seznamu mezerou svislou čarou mezerou ( | ). Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu povoluje pouze IRI, zatímco tento termín povoluje jakoukoli řetězcovou literální hodnotu."
"nonTargetTaxa:label","Label for Non-target Taxa http://rs.tdwg.org/dwc/terms/nonTargetTaxa",""
"nonTargetTaxa:rdfs_comment","Comment for Non-target Taxa http://rs.tdwg.org/dwc/terms/nonTargetTaxa",""
"nonTargetTaxa:dcterms_description","Description for Non-target Taxa http://rs.tdwg.org/dwc/terms/nonTargetTaxa","Tento termín má umožnit sdílení úplného seznamu taxonů, které jsou považovány za taxony mimo taxonomický rozsah, a přesto byly v souboru údajů uvedeny. Tento termín je relevantní pouze v případě, že je deklarován cílový taxonomický rozsah a eco:hasNonTargetTaxa je ""true"". Taxonomický rozsah je založen na kombinaci eco:targetTaxonomicScope a eco:excludedTaxonomicScope. Necílové taxony (v některých oborech nazývané ""vedlejší úlovky"") lze vykazovat na jakékoli taxonomické úrovni. Doporučeným osvědčeným postupem je oddělit více hodnot v seznamu mezerou svislou čarou mezerou ( | ). Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu umožňuje pouze IRI, zatímco tento termín umožňuje jakoukoli řetězcovou literální hodnotu."
"protocolDescriptions:label","Label for Protocol Descriptions http://rs.tdwg.org/dwc/terms/protocolDescriptions",""
"protocolDescriptions:rdfs_comment","Comment for Protocol Descriptions http://rs.tdwg.org/dwc/terms/protocolDescriptions",""
"protocolDescriptions:dcterms_description","Description for Protocol Descriptions http://rs.tdwg.org/dwc/terms/protocolDescriptions","Tento popis by měl být spojen s protokoly uvedenými v eco:protocolNames. Popis může obsahovat odchylky od protokolu uvedeného v eco:protocolReferences. Doporučenou dobrou praxí je uvést informace o použitých přístrojích, kalibraci atd. Doporučeným osvědčeným postupem je oddělit více hodnot v seznamu mezerou svislou čarou mezerou ( | )."
"protocolNames:label","Label for Protocol Names http://rs.tdwg.org/dwc/terms/protocolNames",""
"protocolNames:rdfs_comment","Comment for Protocol Names http://rs.tdwg.org/dwc/terms/protocolNames",""
"protocolNames:dcterms_description","Description for Protocol Names http://rs.tdwg.org/dwc/terms/protocolNames","Doporučeným postupem je používat řízený slovník a oddělovat více hodnot v seznamu mezerou svislou čarou mezerou ( | ). Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu povoluje pouze IRI, zatímco tento termín povoluje jakoukoli řetězcovou literální hodnotu."
"protocolReferences:label","Label for Protocol References http://rs.tdwg.org/dwc/terms/protocolReferences",""
"protocolReferences:rdfs_comment","Comment for Protocol References http://rs.tdwg.org/dwc/terms/protocolReferences",""
"protocolReferences:dcterms_description","Description for Protocol References http://rs.tdwg.org/dwc/terms/protocolReferences","Doporučeným postupem je oddělit více hodnot v seznamu mezerou svislou čarou mezerou ( | )."
"reportedExtremeConditions:label","Label for Reported Extreme Conditions http://rs.tdwg.org/dwc/terms/reportedExtremeConditions",""
"reportedExtremeConditions:rdfs_comment","Comment for Reported Extreme Conditions http://rs.tdwg.org/dwc/terms/reportedExtremeConditions",""
"reportedWeather:label","Label for Reported Weather http://rs.tdwg.org/dwc/terms/reportedWeather",""
"reportedWeather:rdfs_comment","Comment for Reported Weather http://rs.tdwg.org/dwc/terms/reportedWeather",""
"reportedWeather:dcterms_description","Description for Reported Weather http://rs.tdwg.org/dwc/terms/reportedWeather","Doporučeným osvědčeným postupem je použití schématu kódování klíč:hodnota pro formát výměny dat, jako je JSON."
"samplingEffortProtocol:label","Label for Sampling Effort Protocol http://rs.tdwg.org/dwc/terms/samplingEffortProtocol",""
"samplingEffortProtocol:rdfs_comment","Comment for Sampling Effort Protocol http://rs.tdwg.org/dwc/terms/samplingEffortProtocol",""
"samplingEffortProtocol:dcterms_description","Description for Sampling Effort Protocol http://rs.tdwg.org/dwc/terms/samplingEffortProtocol",""
"samplingEffortUnit:label","Label for Sampling Effort Unit http://rs.tdwg.org/dwc/terms/samplingEffortUnit",""
"samplingEffortUnit:rdfs_comment","Comment for Sampling Effort Unit http://rs.tdwg.org/dwc/terms/samplingEffortUnit",""
"samplingEffortUnit:dcterms_description","Description for Sampling Effort Unit http://rs.tdwg.org/dwc/terms/samplingEffortUnit","Doporučeným osvědčeným postupem je používat řízený slovník. Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu umožňuje pouze IRI, zatímco tento termín umožňuje jakoukoli řetězcovou literální hodnotu."
"samplingEffortValue:label","Label for Sampling Effort Value http://rs.tdwg.org/dwc/terms/samplingEffortValue",""
"samplingEffortValue:rdfs_comment","Comment for Sampling Effort Value http://rs.tdwg.org/dwc/terms/samplingEffortValue",""
"samplingEffortValue:dcterms_description","Description for Sampling Effort Value http://rs.tdwg.org/dwc/terms/samplingEffortValue",""
"samplingPerformedBy:label","Label for Sampling Performed By http://rs.tdwg.org/dwc/terms/samplingPerformedBy",""
"samplingPerformedBy:rdfs_comment","Comment for Sampling Performed By http://rs.tdwg.org/dwc/terms/samplingPerformedBy",""
"samplingPerformedBy:dcterms_description","Description for Sampling Performed By http://rs.tdwg.org/dwc/terms/samplingPerformedBy","Vzorkování dwc:Event může být na libovolné úrovni hierarchie. V případě vyšší úrovně (nadřazené) dwc:Event zahrňte všechny organizace nebo osoby zapojené do podřízených dwc:Eventů, které přispěly k nadřazenému dwc:Eventu. Doporučeným osvědčeným postupem je oddělit více hodnot v seznamu mezerou svislou čarou mezerou ( | ). Tento termín má ekvivalent ve jmenném prostoru dwciri:, který umožňuje jako hodnotu pouze IRI, zatímco tento termín umožňuje jakoukoli řetězcovou literální hodnotu."
"siteCount:label","Label for Site Count http://rs.tdwg.org/dwc/terms/siteCount",""
"siteCount:rdfs_comment","Comment for Site Count http://rs.tdwg.org/dwc/terms/siteCount",""
"siteCount:dcterms_description","Description for Site Count http://rs.tdwg.org/dwc/terms/siteCount",""
"siteNestingDescription:label","Label for Site Nesting Description http://rs.tdwg.org/dwc/terms/siteNestingDescription",""
"siteNestingDescription:rdfs_comment","Comment for Site Nesting Description http://rs.tdwg.org/dwc/terms/siteNestingDescription",""
"siteNestingDescription:dcterms_description","Description for Site Nesting Description http://rs.tdwg.org/dwc/terms/siteNestingDescription",""
"targetDegreeOfEstablishmentScope:label","Label for Target Degree of Establishment Scope http://rs.tdwg.org/dwc/terms/targetDegreeOfEstablishmentScope",""
"targetDegreeOfEstablishmentScope:rdfs_comment","Comment for Target Degree of Establishment Scope http://rs.tdwg.org/dwc/terms/targetDegreeOfEstablishmentScope",""
"targetDegreeOfEstablishmentScope:dcterms_description","Description for Target Degree of Establishment Scope http://rs.tdwg.org/dwc/terms/targetDegreeOfEstablishmentScope","Doporučeným osvědčeným postupem je používat pro dwc:degreeOfEstablishment řetězce řízených hodnot z řízeného slovníku (http://rs.tdwg.org/dwcdoe/). Podrobnosti naleznete na https://doi.org/10.3897/biss.3.38084. Doporučeným osvědčeným postupem je oddělit více hodnot v seznamu mezerou svislou čarou mezerou ( | ). Tento termín má ekvivalent ve jmenném prostoru dwciri:, který umožňuje jako hodnotu pouze IRI, zatímco tento termín umožňuje jakoukoli řetězcovou literální hodnotu."
"targetGrowthFormScope:label","Label for Target Growth Form Scope http://rs.tdwg.org/dwc/terms/targetGrowthFormScope",""
"targetGrowthFormScope:rdfs_comment","Comment for Target Growth Form Scope http://rs.tdwg.org/dwc/terms/targetGrowthFormScope",""
"targetGrowthFormScope:dcterms_description","Description for Target Growth Form Scope http://rs.tdwg.org/dwc/terms/targetGrowthFormScope","Doporučeným postupem je používat řízený slovník a oddělovat více hodnot v seznamu mezerou svislou čarou mezerou ( | ). Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu povoluje pouze IRI, zatímco tento termín povoluje jakoukoli řetězcovou literální hodnotu."
"targetHabitatScope:label","Label for Target Habitat Scope http://rs.tdwg.org/dwc/terms/targetHabitatScope",""
"targetHabitatScope:rdfs_comment","Comment for Target Habitat Scope http://rs.tdwg.org/dwc/terms/targetHabitatScope","Stanoviště zaměřená na odběr vzorků během akce dwc:Event."
"targetHabitatScope:dcterms_description","Description for Target Habitat Scope http://rs.tdwg.org/dwc/terms/targetHabitatScope","Doporučeným postupem je používat řízený slovník a hodnoty v seznamu oddělovat mezerou svislou čarou mezerou ( | ). Tento termín má ekvivalent ve jmenném prostoru dwciri:, který jako hodnotu povoluje pouze IRI, zatímco tento termín povoluje jakoukoli řetězcovou literální hodnotu."
"targetLifeStageScope:label","Label for Target Life Stage Scope http://rs.tdwg.org/dwc/terms/targetLifeStageScope",""
"targetLifeStageScope:rdfs_comment","Comment for Target Life Stage Scope http://rs.tdwg.org/dwc/terms/targetLifeStageScope",""
