document_modified,term_localName,term_isDefinedBy,term_created,term_modified,term_deprecated,replaces_term,replaces1_term,replaces2_term,label,rdfs_comment,dcterms_description,rdf_type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision
2017-09-23T06:53:00-05:00,County,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/County,,,County,"The full, unabbreviated name of the county, shire, or municipality (i.e., the next smaller political region than StateProvince) in which the organism was collected or observed.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= County,,
2017-09-23T06:53:00-05:00,DateLastModified,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/DateLastModified,,,Date Last Modified,"The last date-time of publication when any of the data for the record were modified from the previous publication of that record. When publishing a record for the first time, use the publication date-time. Returns values as ISO 8601 date and time. (cf. http://www.w3.org/TR/xmlschema-2/#isoformats and http://www.iso.org/iso/en/prods-services/popstds/dateandtime.html Example: November 5, 1994, 8:15:30 am, US Eastern Standard Time"" would be ""1994-11-05T13:15:30Z""",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/DateLastEdited,,
2017-09-23T06:53:00-05:00,DayOfYear,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/JulianDay,,,Day of Year,"The ordinal day of the year on which the object or observation was collected (1 for January 1, 365 for December 31, except in a leap year, in which case it is 366). If the EarliestDateCollected and LatestDateCollected do not occur on the same day, do not populate DayOfYear.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/DateTime/DayNumberBegin,,
2017-09-23T06:53:00-05:00,EarliestDateCollected,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/DayCollected,http://digir.net/schema/conceptual/darwin/2003/1.0/MonthCollected,http://digir.net/schema/conceptual/darwin/2003/1.0/YearCollected,Earliest Date Collected,"The earliest date-time (Common Era calendar) in a date-time period during which an organism or group of organisms was collected or observed. If the event is recorded as occurring at a single date-time, populate both EarliestDateCollected and LatestDateCollected with the same value.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/ISODateTimeBegin,,
2017-09-23T06:53:00-05:00,Family,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Family,,,Family,The name of the family in which the organism is classified.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = familia,,
2017-09-23T06:53:00-05:00,Genus,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Genus,,,Genus,The name of the genus in which the organism is classified.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Viral/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/GenusOrMonomial},,
2017-09-23T06:53:00-05:00,GlobalUniqueIdentifier,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,,,,Global Unique Identifier,"A Uniform Resource Name (URN) as a unique identifier for the specimen or observation record. In the absence of a persistent global unique identifier, construct one in the form: ""[InstitutionCode]:[CollectionCode]: [CatalogNumber]"" Examples: 1) urn:lsid:nhm.ku.edu:Herps:32 2) ""FMNH:Mammal:145732""",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/UnitGUID,,
2017-09-23T06:53:00-05:00,HigherGeography,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/HigherGeography,,,Higher Geography,"The names (concatenated and separated) of geographic elements less specific than the information in the Locality element. ""LIKE"" or ""contains"" substring query operations are meant to be used with this element to find matching geographic names. This can be useful if it is unclear in which element a name might be found, and in cases where there is no other appropriate geographic element. Example: ""South America, Argentina, Patagonia, Parque Nacional Nahuel Huapi, Neuquén, Los Lagos"" with accompanying values ""South America"" in Continent, ""Argentina"" in Country, ""Neuquén"" in StateProvince, and Los Lagos in County.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,{DataSets/DataSet/Units/Unit/Gathering/LocalityText or DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName},,
2017-09-23T06:53:00-05:00,HigherTaxon,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/HigherTaxon,,,Higher Taxon,"The names of taxonomic ranks less specific than SpecificEpithet concatenated and separated. ""LIKE"" or ""contains"" substring query operations are meant to be used with this element to find matching higher taxon names. This element may contain the list of scientific names of all of the supra-specific taxa in the classification used to identify (determine) the specimen or observation. Example: ""Animalia, Chordata, Vertebrata, Mammalia, Theria, Eutheria, Rodentia, Hystricognatha, Hystricognathi, Ctenomyidae, Ctenomyini, Ctenomys"".",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName,,
2017-09-23T06:53:00-05:00,IdentificationQualifier,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/IdentificationModifier,,,Identification Qualifier,"A brief phrase or a standard term (""cf."", ""aff."") to qualify the identification of the organism when doubts have arisen as to its taxonomic identity (determination). Examples: 1) For the determination ""Quercus aff. agrifolia var. oxyadenia"", IdentificationQualifier would be ""aff. agrifolia var. oxyadenia"" with accompanying values ""Quercus"" in Genus, ""agrifolia"" in SpecificEpithet, ""oxyadenia"" in InfraspecificEpithet, and ""var."" in InfraspecificRank. 2) For the determination ""Quercus agrifolia cf. var. oxyadenia"", IdentificationQualifier would be ""cf. var. oxyadenia "" with accompanying values ""Quercus"" in Genus, ""agrifolia"" in SpecificEpithet, ""oxyadenia"" in InfraspecificEpithet, and ""var."" in InfraspecificRank.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/IdentificationQualifier,,
2017-09-23T06:53:00-05:00,ImageURL,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,,,,Image URL,A Universal Resource Locator reference to digital images associated with the specimen or observation.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/MultimediaObjects,,
2017-09-23T06:53:00-05:00,InformationWithheld,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,,,,Information Withheld,"Brief descriptions of additional information that may exist, but that has not been made public. Information about obtaining the withheld information should be sought from the administrative contact identified in the provider resource metadata (curator, collection manager). Examples: ""specific locality information given only to nearest county"", ""ask about tissue samples"", ""georeferences given only to nearest degree"".",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/InformationWithheld,,
2017-09-23T06:53:00-05:00,InfraspecificEpithet,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Subspecies,,,Infraspecific Epithet,The infraspecific epithet of the scientific name applied to the organism.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/SubspeciesEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/SecondEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/SubspeciesEpithet},,
2017-09-23T06:53:00-05:00,InfraspecificRank,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,,,,Infraspecific Rank,"The infraspecific rank (subspecies, variety, forma) of the InfraspecificEpithet. Examples: ""subsp."", ""var."", ""forma"".",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/Rank,,
2017-09-23T06:53:00-05:00,InstitutionCode,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/InstitutionCode,,,Institution Code,"The code (or acronym) identifying the institution administering the collection in which the organism record is cataloged. No global registry exists for institutional codes; use the code that is ""standard"" at your institution or in your discipline.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/SourceInstitutionID,,
2017-09-23T06:53:00-05:00,Island,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Island,,,Island,"The full, unabbreviated name of the island on which the organism was collected or observed.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= Island,,
2017-09-23T06:53:00-05:00,IslandGroup,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/IslandGroup,,,Island Group,"The full, unabbreviated name of the island group in which the organism was collected or observed.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= Island group,,
2017-09-23T06:53:00-05:00,Kingdom,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Kingdom,,,Kingdom,The name of the kingdom in which the organism is classified.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = regnum,,
2017-09-23T06:53:00-05:00,LatestDateCollected,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/DayCollected,http://digir.net/schema/conceptual/darwin/2003/1.0/MonthCollected,http://digir.net/schema/conceptual/darwin/2003/1.0/YearCollected,Latest Date Collected,"The latest date-time (Common Era calendar) in a date-time period during which an organism or group of organisms was collected or observed. If the event is recorded as occurring at a single date-time, populate both EarliestDateCollected and LatestDateCollected with the same value.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/ISODateTimeEnd,,
2017-09-23T06:53:00-05:00,LifeStage,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/AgeClass,,,Life Stage,"The age class or life stage of the biological individual represented by the catalogued object or observation. Examples: ""adult"", ""mature"", ""juvenile"", ""eft"", ""nymph"", ""seedling"", ""seed"", ""egg""",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,"DataSets/DataSet/Units/Unit/MycologicalUnit/MycologicalSexualStage or DataSets/DataSet/Units/Unit/MycologicalUnit/MycologicalLiveStages/MycologicalLiveStage (Note DwC spec uses ""MycologicalLifeStage"" or DataSets/DataSet/Units/Unit/ZoologicalUnit/PhasesOrStages/PhaseOrStage",,
2017-09-23T06:53:00-05:00,Locality,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Locality,,,Locality,"The specific natural language description of the place where the organism was collected or observed. This element need not contain less specific geographic information provided in other geographic elements (HigherGeography, Continent, Country, StateProvince, County, WaterBody, Island, IslandGroup). Though coordinate information can be contained in this concept, these data will be usable analytically only when shared through the concepts of the Geospatial Extension.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/AreaDetail,,
2017-09-23T06:53:00-05:00,MaximumDepthInMeters,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/MaximumDepthInMeters,,,Maximum Depth In Meters,The maximum or actual depth at which the collection or observation was made. Use positive values for locations below the surface. Examples: 10 (for a depth of up to 10m). 100 (for a depth between 50m and 100m).,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/UpperValue,,
2017-09-23T06:53:00-05:00,MaximumElevationInMeters,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/MaximumElevationInMeters,,,Maximum Elevation In Meters,The maximum or actual elevation at which the collection or observation was made. Use negative values for locations below sea level. Examples: Examples: 125 (for an elevation of 100 +- 25 meters). 200 (for an elevation between 100m and 200m).,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/UpperValue,,
2017-09-23T06:53:00-05:00,MinimumDepthInMeters,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/MinimumDepthInMeters,,,Minimum Depth In Meters,The minimum or actual depth at which the collection or observation was made. Use positive values for locations below the surface. Examples: 0 (for a depth of up to 10m). 50 (for a depth between 50m and 100m).,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/LowerValue,,
2017-09-23T06:53:00-05:00,MinimumElevationInMeters,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/MinimumElevationInMeters,,,Minimum Elevation In Meters,The minimum or actual elevation at which the collection or observation was made. Use negative values for locations below sea level. Examples: 75 (for an elevation of 100 +- 25 meters). 100 (for an elevation between 100m and 200m).,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/LowerValue,,
2017-09-23T06:53:00-05:00,NomenclaturalCode,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,,,,Nomenclatural Code,"The nomenclatural code under which the ScientificName is constructed. Examples: ""ICBN"", ""ICZN"", ""BC"", ""ICNCP"", ""BioCode""",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/Code,,
2017-09-23T06:53:00-05:00,Order,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Order,,,Order,The name of the order in which the organism is classified.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = ordo,,
2017-09-23T06:53:00-05:00,Phylum,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Phylum,,,Phylum,The name of the phylum (or division) in which the organism is classified.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = phylum,,
2017-09-23T06:53:00-05:00,RelatedInformation,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://www.iobis.org/obis/RecordURL,,,Related Information,"Free text references to information not delivered via the conceptual schema, including URLs to specimen details, publications, bibliographic references, etc.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/RecordURI,,
2017-09-23T06:53:00-05:00,Remarks,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Remarks,,,Remarks,Free text comments accompanying the object or observation record.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Notes,,
2017-09-23T06:53:00-05:00,ScientificName,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/ScientificName,,,Scientific Name,"The full name of the lowest level taxon to which the organism has been identified in the most recent accepted determination, specified as precisely as possible, including name-author, year or authorship, sensu or sec. (according to or following) author, and indication of uncertainty. Conceptually equivalent to a full taxonomic identification as given by the identifier (verbatim). Does not include the identifier name or date of identification. Examples: ""Coleoptera"" (an Order), ""Vespertilionidae"" (a Family), ""Manis"" (a Genus), ""Ctenomys sociabilis"" (Genus + SpecificEpithet), ""Ambystoma tigrinum diaboli"" (Genus + SpecificEpithet + SubspecificEpithet), ""Quercus agrifolia var. oxyadenia (Torr.) J.T. Howell"" (Genus + SpecificEpithet + InfraspecificRank + InfraspecificEpithet + AuthorYearOfScientificName).",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/FullScientificNameString,,
2017-09-23T06:53:00-05:00,Sex,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Sex,,,Sex,"The sex of the biological individual represented by the cataloged object or observation. Examples: ""male"", ""female"", ""hermaphrodite"", ""gynandromorph"", ""monoecious"", ""dioecious"", ""not recorded"", ""indeterminate"", ""transitional"".",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Sex,,
2017-09-23T06:53:00-05:00,SpecificEpithet,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/Species,,,Specific Epithet,The specific epithet of the scientific name applied to the organism.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/SpeciesEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/FirstEpithet or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/SpeciesEpithet},,
2017-09-23T06:53:00-05:00,StateProvince,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/StateProvince,,,State Province,"The full, unabbreviated name of the state, province, or region (i.e., the next smaller political region than Country) in which the organism was collected or observed.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= State or = Province (etc.),,
2017-09-23T06:53:00-05:00,ValidDistributionFlag,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,,,,Valid Distribution Flag,"A flag (""true"" or ""false"") that indicates whether the locality information represents a valid distribution occurrence for a specimen. Specimens taken from captivity and showing the captive location should use the value ""false"".",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/ValidDistributionFlag,,
2017-09-23T06:53:00-05:00,WaterBody,http://rs-test.tdwg.org/dwc/dwcore/,2007-04-17,2009-04-24,true,http://digir.net/schema/conceptual/darwin/2003/1.0/ContinentOcean,,,Water Body,"The full, unabbreviated name of the body of water in or over which the organism was collected or observed.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= Water body,,
