document_modified,version,versionLocalName,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,label,rdfs_comment,skos_scopeNote,dcterms_description,examples,rdf_type,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_layer,tdwgutility_required,tdwgutility_repeatable,term_localName
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/locationID-2009-04-24,locationID-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,superseded,,,,Location ID,An identifier for the set of location information (data associated with dcterms:Location). May be a global unique identifier or an identifier specific to the data set.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Location,,,No,Yes,locationID
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/locationRemarks-2009-04-24,locationRemarks-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,superseded,,,,Location Remarks,Comments or notes about the Location.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Location,,,No,Yes,locationRemarks
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/maximumDepthInMeters-2009-04-24,maximumDepthInMeters-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,superseded,,,,Maximum Depth In Meters,"The greater depth of a range of depth below the local surface, in meters.",,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Location,,,No,Yes,maximumDepthInMeters
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/maximumDistanceAboveSurfaceInMeters-2009-04-24,maximumDistanceAboveSurfaceInMeters-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,superseded,,,,Maximum Distance Above Surface In Meters,"The greater distance in a range of distance from a reference surface in the vertical direction, in meters. Use positive values for locations above the surface, negative values for locations below. If depth measures are given, the reference surface is the location given by the depth, otherwise the reference surface is the location given by the elevation.",,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Location,,,No,Yes,maximumDistanceAboveSurfaceInMeters
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/maximumElevationInMeters-2009-04-24,maximumElevationInMeters-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,superseded,,,,Maximum Elevation In Meters,"The upper limit of the range of elevation (altitude, usually above sea level), in meters.",,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Location,,,No,Yes,maximumElevationInMeters
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/minimumDepthInMeters-2009-04-24,minimumDepthInMeters-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,superseded,,,,Minimum Depth In Meters,"The lesser depth of a range of depth below the local surface, in meters.",,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Location,,,No,Yes,minimumDepthInMeters
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/minimumDistanceAboveSurfaceInMeters-2009-04-24,minimumDistanceAboveSurfaceInMeters-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,superseded,,,,Minimum Distance Above Surface In Meters,"The lesser distance in a range of distance from a reference surface in the vertical direction, in meters. Use positive values for locations above the surface, negative values for locations below. If depth measures are given, the reference surface is the location given by the depth, otherwise the reference surface is the location given by the elevation.",,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Location,,,No,Yes,minimumDistanceAboveSurfaceInMeters
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/minimumElevationInMeters-2009-04-24,minimumElevationInMeters-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,superseded,,,,Minimum Elevation In Meters,"The lower limit of the range of elevation (altitude, usually above sea level), in meters.",,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Location,,,No,Yes,minimumElevationInMeters
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/municipality-2009-08-24,municipality-2009-08-24,http://rs.tdwg.org/dwc/terms/version/,,superseded,,,,Municipality,"The full, unabbreviated name of the next smaller administrative region than county (city, municipality, etc.) in which the Location occurs. Do not use this term for a nearby named place that does not contain the actual location.",,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Location,,,No,Yes,municipality
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/nameAccordingTo-2009-09-21,nameAccordingTo-2009-09-21,http://rs.tdwg.org/dwc/terms/version/,,superseded,,,,Name According To,"The reference to the source in which the specific taxon concept circumscription is defined or implied - traditionally signified by the Latin ""sensu"" or ""sec."" (from secundum, meaning ""according to""). For taxa that result from identifications, a reference to the keys, monographs, experts and other sources should be given.","The taxonomic authority used to apply the name to the taxon, e. g., a person, book or web service.","Examples are ""Flora of North America"", ""Landrum 1981, Monograph of the Genus Myrceugenia (Myrtaceae)"", ""Peterson Field Guide to Birds of North America"", or ""Expert identification by J.Smith"". The definition at dwc:nameAccordingTo is: 'The reference to the source in which the specific taxon concept circumscription is defined or implied - traditionally signified by the Latin ""sensu"" or ""sec."" (from secundum, meaning ""according to""). For taxa that result from identifications, a reference to the keys, monographs, experts and other sources should be given.'",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/TaxonomicCoverage,,,No,Yes,nameAccordingTo
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/pointRadiusSpatialFit-2009-04-24,pointRadiusSpatialFit-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,superseded,,,,Point Radius Spatial Fit,"The ratio of the area of the point-radius (decimalLatitude, decimalLongitude, coordinateUncertaintyInMeters) to the area of the true (original, or most specific) spatial representation of the Location. Legal values are 0, greater than or equal to 1, or undefined. A value of 1 is an exact match or 100% overlap. A value of 0 should be used if the given point-radius does not completely contain the original representation. The pointRadiusSpatialFit is undefined (and should be left blank) if the original representation is a point without uncertainty and the given georeference is not that same point (without uncertainty). If both the original and the given georeference are the same point, the pointRadiusSpatialFit is 1.",,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Location,,,No,Yes,pointRadiusSpatialFit
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/preparations-2014-10-23,preparations-2014-10-23,http://rs.tdwg.org/dwc/terms/version/,,superseded,,,,Subject Preparation Technique,A list (concatenated and separated) of preparations and preservation methods for a specimen.,"Free form text describing the techniques used to prepare the subject of the media, prior to or while creating the media resource.","Examples for such techniques are: Insect under CO2, cooled to immobility, preservation with ethanol or formaldehyde. See also Resource Creation Technique for technical aspects of digital media object creation.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/TaxonomicCoverage,,,No,No,preparations
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/scientificName-2009-09-21,scientificName-2009-09-21,http://rs.tdwg.org/dwc/terms/version/,,superseded,,,,Scientific Taxon Name,"The full scientific name, with authorship and date information if known. When forming part of an Identification, this should be the name in lowest level taxonomic rank that can be determined. This term should not contain identification qualifications, which should instead be supplied in the IdentificationQualifier term.",Scientific names of taxa represented in the media resource (with date and name authorship information if available) of the lowest level taxonomic rank that can be applied.,"The Scientific Taxon Name may possibly be of a higher rank, e.g., a genus or family name, if this is the most specific identification available. Where multiple taxa are the subject of the media item, multiple names may be given. If possible, add this information here even if the title or caption of the resource already contains scientific taxon names. Where the list of scientific taxon names is impractically large (e.g., media collections or identification tools), the number of taxa should be given in Taxon Count (see below). If possible, avoid repeating the Taxonomic Coverage here. Do not use abbreviated Genus names (""P. vulgaris""). It is recommended to provide author citation to scientific names, to avoid ambiguities in the presence of homonyms (the same name created by different authors for different taxa). Identifier qualifications should be supplied in the Identification Qualifier term rather than here (i. e. ""Abies cf. alba"" is deprecated, to be replaced with Scientific Taxon Name = ""Abies alba"" and Identification Qualifier = ""cf. species"").",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/TaxonomicCoverage,,,No,Yes,scientificName
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/scientificNameID-2009-08-24,scientificNameID-2009-08-24,http://rs.tdwg.org/dwc/terms/version/,,superseded,,,,Scientific Name ID,An identifier for the nomenclatural (not taxonomic) details of a scientific name.,,See dwc:scientificNameID.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/TaxonomicCoverage,,,No,Yes,scientificNameID
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/sex-2009-04-24,sex-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,superseded,,,,Subject Sex,The sex of the biological individual(s) represented in the Occurrence. Recommended best practice is to use a controlled vocabulary.,"A description of the sex of any organisms featured within the media, when relevant to the subject of the media, e. g., male, female, hermaphrodite, dioecious.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/TaxonomicCoverage,,,No,Yes,sex
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/stateProvince-2009-04-24,stateProvince-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,superseded,,,,State Province,"The name of the next smaller administrative region than country (state, province, canton, department, region, etc.) in which the Location occurs.",,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Location,,,No,Yes,stateProvince
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/verbatimCoordinates-2009-04-24,verbatimCoordinates-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,superseded,,,,Verbatim Coordinates,"The verbatim original spatial coordinates of the Location. The coordinate ellipsoid, geodeticDatum, or full Spatial Reference System (SRS) for these coordinates should be stored in verbatimSRS and the coordinate system should be stored in verbatimCoordinateSystem.",,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Location,,,No,Yes,verbatimCoordinates
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/verbatimCoordinateSystem-2009-04-24,verbatimCoordinateSystem-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,superseded,,,,Verbatim Coordinate System,The spatial coordinate system for the verbatimLatitude and verbatimLongitude or the verbatimCoordinates of the Location. Recommended best practice is to use a controlled vocabulary.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Location,,,No,Yes,verbatimCoordinateSystem
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/verbatimDepth-2009-04-24,verbatimDepth-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,superseded,,,,Verbatim Depth,The original description of the depth below the local surface.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Location,,,No,Yes,verbatimDepth
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/verbatimElevation-2009-04-24,verbatimElevation-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,superseded,,,,Verbatim Elevation,"The original description of the elevation (altitude, usually above sea level) of the Location.",,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Location,,,No,Yes,verbatimElevation
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/verbatimLatitude-2009-04-24,verbatimLatitude-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,superseded,,,,Verbatim Latitude,"The verbatim original latitude of the Location. The coordinate ellipsoid, geodeticDatum, or full Spatial Reference System (SRS) for these coordinates should be stored in verbatimSRS and the coordinate system should be stored in verbatimCoordinateSystem.",,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Location,,,No,Yes,verbatimLatitude
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/verbatimLocality-2009-04-24,verbatimLocality-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,superseded,,,,Verbatim Locality,The original textual description of the place.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Location,,,No,Yes,verbatimLocality
2017-09-23T06:53:00-05:00,http://rs.tdwg.org/dwc/terms/version/verbatimLongitude-2009-04-24,verbatimLongitude-2009-04-24,http://rs.tdwg.org/dwc/terms/version/,,superseded,,,,Verbatim Longitude,"The verbatim original longitude of the Location. The coordinate ellipsoid, geodeticDatum, or full Spatial Reference System (SRS) for these coordinates should be stored in verbatimSRS and the coordinate system should be stored in verbatimCoordinateSystem.",,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Location,,,No,Yes,verbatimLongitude
