term_localName,label,rdfs_comment,dcterms_description,examples,rdf_type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_usageScope
earliestEraOrLowestErathem,Earliest Era Or Lowest Erathem,The full name of the earliest possible geochronologic era or lowest chronostratigraphic erathem attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.,,`Cenozoic`; `Mesozoic`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
earliestEpochOrLowestSeries,Earliest Epoch Or Lowest Series,The full name of the earliest possible geochronologic epoch or lowest chronostratigraphic series attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.,,`Holocene`; `Pleistocene`; `Ibexian Series`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
earliestEonOrLowestEonothem,Earliest Eon Or Lowest Eonothem,"The full name of the earliest possible geochronologic eon or lowest chrono-stratigraphic eonothem or the informal name (""Precambrian"") attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.",,`Phanerozoic`; `Proterozoic`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
earliestAgeOrLowestStage,Earliest Age Or Lowest Stage,The full name of the earliest possible geochronologic age or lowest chronostratigraphic stage attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.,,`Atlantic`; `Boreal`; `Skullrockian`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
bed,Bed,The full name of the lithostratigraphic bed from which the dwc:MaterialEntity was collected.,,`Harlem coal`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
lithostratigraphicTerms,Lithostratigraphic Terms,The combination of all litho-stratigraphic names for the rock from which the dwc:MaterialEntity was collected.,,`Pleistocene-Weichselien`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Gathering/Stratigraphy/LithostratigraphicTerms,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
materialEntityRemarks,Material Entity Remarks,Comments or notes about the dwc:MaterialEntity instance.,,`found in association with charred remains`; `some original fragments missing`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Notes,http://rs.tdwg.org/dwc/terms/MaterialEntity,,simple
ResourceRelationship,Resource Relationship,A relationship of one rdfs:Resource (http://www.w3.org/2000/01/rdf-schema#Resource) to another.,"Resources can be thought of as identifiable records or instances of classes and may include, but need not be limited to instances of dwc:Occurrence, dwc:Organism, dwc:MaterialEntity, dwc:Event, dcterms:Location, dwc:GeologicalContext, dwc:Identification, or dwc:Taxon.",`an instance of a dwc:Organism is the mother of another instance of a dwc:Organism`; `a uniquely identified dwc:Occurrence represents the same dwc:Occurrence as another uniquely identified dwc:Occurrence`; `a dwc:MaterialEntity is a subsample of another dwc:MaterialEntity`,http://www.w3.org/2000/01/rdf-schema#Class,DataSets/DataSet/Units/Unit/Associations,,,extension
MeasurementOrFact,Measurement Or Fact,A measurement of or fact about an rdfs:Resource (http://www.w3.org/2000/01/rdf-schema#Resource).,"Resources can be thought of as identifiable records or instances of classes and may include, but need not be limited to instances of dwc:Occurrence, dwc:Organism, dwc:MaterialEntity, dwc:Event, dcterms:Location, dwc:GeologicalContext, dwc:Identification, or dwc:Taxon.",`the weight of a dwc:Organism in grams`; `the number of placental scars`; `surface water temperature in Celsius`,http://www.w3.org/2000/01/rdf-schema#Class,Datasets/Dataset/Units/Unit/MeasurementsOrFacts or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts,,,extension
verbatimLabel,Verbatim Label,"The content of this term should include no embellishments, prefixes, headers or other additions made to the text. Abbreviations must not be expanded and supposed misspellings must not be corrected. Lines or breakpoints between blocks of text that could be verified by seeing the original labels or images of them may be used. Examples of material entities include preserved specimens, fossil specimens, and material samples. Best practice is to use UTF-8 for all characters. Best practice is to add comment “verbatimLabel derived from human transcription” in dwc:occurrenceRemarks.",Examples can be found at https://dwc.tdwg.org/examples/verbatimLabel.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Marks/Mark/MarkText,http://rs.tdwg.org/dwc/terms/MaterialEntity,,simple
basisOfRecord,Basis Of Record,The specific nature of the data record.,Recommended best practice is to use a controlled vocabulary such as the set of local names of the identifiers for classes in Darwin Core.,`MaterialEntity`; `PreservedSpecimen`; `FossilSpecimen`; `LivingSpecimen`; `MaterialSample`; `Event`; `HumanObservation`; `MachineObservation`; `Taxon`; `Occurrence`; `MaterialCitation`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/RecordBasis,http://rs.tdwg.org/dwc/terms/,,simple
materialEntityID,Material Entity ID,An identifier for a particular instance of a dwc:MaterialEntity.,"Values of dwc:materialEntityID are intended to uniquely and persistently identify a particular dwc:MaterialEntity within some context. Examples of context include a particular sample collection, an organization, or the worldwide scale. Recommended best practice is to use a persistent, globally unique identifier. The identifier is bound to a physical object (the dwc:MaterialEntity) as opposed to a particular digital record (representation) of that physical object.",`06809dc5-f143-459a-be1a-6f03e63fc083`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Unit/UnitGUID or Unit/UnitID,http://rs.tdwg.org/dwc/terms/MaterialEntity,,simple
associatedSequences,Associated Sequences,"A list (concatenated and separated) of identifiers (publication, global unique identifier, URI) of genetic sequence information associated with the dwc:MaterialEntity.",,`http://www.ncbi.nlm.nih.gov/nuccore/U34853.1`; `http://www.ncbi.nlm.nih.gov/nuccore/GU328060 | http://www.ncbi.nlm.nih.gov/nuccore/AF326093`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/Sequences/Sequence/ID-in-Database + constant,http://rs.tdwg.org/dwc/terms/MaterialEntity,,simple
disposition,Disposition,The current state of a dwc:MaterialEntity with respect to a collection.,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`in collection`; `missing`; `on loan`; `used up`; `destroyed`; `deaccessioned`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/SpecimenUnit/Disposition,http://rs.tdwg.org/dwc/terms/MaterialEntity,,simple
preparations,Preparations,A list (concatenated and separated) of preparations and preservation methods for a dwc:MaterialEntity.,"Recommended best practice is to separate the values in a list with space vertical bar space (` | `). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`fossil`; `cast`; `photograph`; `DNA extract`; `skin | skull | skeleton`; `whole animal (ETOH) | tissue (EDTA)`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,DataSets/DataSet/Units/Unit/SpecimenUnit/Preparations/PreparationsText,http://rs.tdwg.org/dwc/terms/MaterialEntity,,simple
vitality,Vitality,An indication of whether a dwc:Organism was alive or dead at the time of collection or observation.,"Recommended best practice is to use a controlled vocabulary. Intended to be used with records having a dwc:basisOfRecord of `PreservedSpecimen`, `MaterialEntity`, `MaterialSample`, or `HumanObservation`. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`alive`; `dead`; `mixedLot`; `uncertain`; `notAssessed`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Occurrence,,simple
MaterialSample,Material Sample,A material entity that represents an entity of interest in whole or in part.,,`a whole organism preserved in a collection`; `a part of an organism isolated for some purpose`; `a soil sample`; `a marine microbial sample`,http://www.w3.org/2000/01/rdf-schema#Class,DataSets/DataSet/Units/Unit,,,simple
MaterialEntity,Material Entity,"An entity that can be identified, exists for some period of time, and consists in whole or in part of physical matter while it exists.","The term is defined at the most general level to admit descriptions of any subtype of material entity within the scope of Darwin Core. In particular, any kind of material sample, preserved specimen, fossil, or exemplar from living collections is intended to be subsumed under this term.",`an instance of a fossil`; `an instance of a herbarium sheet with its attached plant specimen`; `a particular part of the plant-derived material affixed to a herbarium sheet`; `an instance of a frozen tissue sample`; `a specific water sample`; `an instance of a meteorite fragment`; `a particular wolf in a zoo`; `a particular pack of wolves in the wild`; `an isolated molecule of DNA`; `a specific deep-frozen DNA sample`; `a particular field notebook`; `a particular paper page from a field notebook`; `an instance of a printed photograph`,http://www.w3.org/2000/01/rdf-schema#Class,"None (Specimen Unit, when used to denote a class of things, appears to be a broadly construed subclass.)",,,simple
