document_modified,version,versionLocalName,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,label,rdfs_comment,skos_scopeNote,dcterms_description,examples,rdf_type,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_layer,tdwgutility_required,tdwgutility_repeatable,term_localName
2020-01-27T08:57:06-06:00,http://rs.tdwg.org/ac/terms/version/IDofContainingCollection-2013-10-28,IDofContainingCollection-2013-10-28,http://rs.tdwg.org/ac/terms/version/,2013-10-28,superseded,,,,ID of Containing Collection,"If the resource is contained in a Collection, this field identifies that Collection uniquely. Its form is not specified by this normative document, but is left to implementers of specific implementations.",,Repeatable: A media resource may be member of multiple collections,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/RelatedResources,,1,No,Yes,IDofContainingCollection
2020-01-27T08:57:06-06:00,http://rs.tdwg.org/ac/terms/version/licenseLogoURL-2013-10-28,licenseLogoURL-2013-10-28,http://rs.tdwg.org/ac/terms/version/,2013-10-28,superseded,,,,License Logo URL,A URL providing access to a logo that symbolizes the License.,,"The originating metadata provider is strongly urged to choose a suitable logo as a graphical representation of the license. Failure to do so may leave downstream aggregators in a difficult position to supply a logo that adequately represents the professional, legal, or social aims of the licensors (license givers). Example: http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png provides access to a logo image.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Attribution,,1,No,No,licenseLogoURL
2020-01-27T08:57:06-06:00,http://rs.tdwg.org/ac/terms/version/licensingException-2013-10-28,licensingException-2013-10-28,http://rs.tdwg.org/ac/terms/version/,2013-10-28,superseded,,,,Licensing Exception Statement,The licensing statement for this variant of the media resource if different from that given in the License Statement property of the resource.,,"Required only if this version has different licensing than that of the media resource. For example, the highest resolution version may be more restricted than lower resolution versions.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ServiceAccessPoint,,2,No,No,licensingException
2020-01-27T08:57:06-06:00,http://rs.tdwg.org/ac/terms/version/metadataCreator-2013-10-28,metadataCreator-2013-10-28,http://rs.tdwg.org/ac/terms/version/,2013-10-28,superseded,,,,Metadata Creator,Person or organization originally creating the resource metadata record.,,"See also the entry for ac:metadataCreatorLiteral and the section Namespaces, Prefixes and Term Names in the Audubon Core Term List document for discussion of the rationale for separate terms taking URI values from those taking Literal values where both are possible. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Agent,,1,No,Yes,metadataCreator
2020-01-27T08:57:06-06:00,http://rs.tdwg.org/ac/terms/version/metadataCreatorLiteral-2013-10-28,metadataCreatorLiteral-2013-10-28,http://rs.tdwg.org/ac/terms/version/,2013-10-28,superseded,,,,Metadata Creator,Person or organization originally creating the resource metadata record.,,"See also the entry for ac:metadataCreator and the section Namespaces, Prefixes and Term Names in the Audubon Core Term List document for discussion of the rationale for separate terms taking URI values from those taking Literal values where both are possible. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Agent,,1,No,Yes,metadataCreatorLiteral
2020-01-27T08:57:06-06:00,http://rs.tdwg.org/ac/terms/version/metadataLanguage-2013-10-28,metadataLanguage-2013-10-28,http://rs.tdwg.org/ac/terms/version/,2013-10-28,superseded,,,,Metadata Language,URI from the ISO639-2 list of URIs for ISO 3-letter language codes http://id.loc.gov/vocabulary/iso639-2.,,"This is NOT dcterms:language, which is about the resource, not the metadata. Metadata Language is deliberately single-valued, imposing on unstructured serializations a requirement that multi-lingual metadata be represented as separate, complete, metadata records. Audubon Core requires that each record also contains the language-neutral terms. In the absence of this requirement, metadata consumers would need to know which terms are language-neutral and merge these terms from all provided metadataLanguages into a single record. Metadata consumers may re-combine the information based on the dcterms:identifier that identifies the multimedia resource. At least one of ac:metadataLanguage and ac:metadataLanguageLiteral must be supplied but, when feasible, supplying both may make the metadata more widely useful. They must specify the same language. In case of ambiguity, ac:metadataLanguage prevails. Nothing in this document would, however, prevent an implementer, e. g. of an XML-Schema representation, from providing a fully hierarchical schema in which language neutral terms occur only a single time, and only the language-specific terms are repeated in a way that unambigously relates them to a metadata language. In RDF it may be a simple repetition of plain literals associated with a language (e.g., xml:lang attribute in RDF/XML). The language attribute would then be required in Audubon Core and would replace ac:metadataLanguage.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Management,,1,Yes,No,metadataLanguage
2020-01-27T08:57:06-06:00,http://rs.tdwg.org/ac/terms/version/metadataLanguageLiteral-2013-10-28,metadataLanguageLiteral-2013-10-28,http://rs.tdwg.org/ac/terms/version/,2013-10-28,superseded,,,,Metadata Language,Language of description and other metadata (but not necessarily of the image itself) represented as an ISO639-2 three letter language code. ISO639-1 two-letter codes are permitted but deprecated.,,"This is NOT dc:language, which is about the resource, not the metadata. Metadata Language is deliberately single-valued, imposing on unstructured serializations a requirement that multi-lingual metadata be represented as separate, complete, metadata records. Audubon Core requires that each record also contains the language-neutral terms. In the absence of this requirement, metadata consumers would need to know which terms are language-neutral and merge these terms from all provided metadataLanguages into a single record. Metadata consumers may re-combine the information based on the dcterms:identifier that identifies the multimedia resource. At least one of ac:metadataLanguage and ac:metadataLanguageLiteral must be supplied but, when feasible, supplying both may make the metadata more widely useful. They must specify the same language. In case of ambiguity, ac:metadataLanguage prevails. Nothing in this document would, however, prevent an implementer, e. g. of an XML-Schema representation, from providing a fully hierarchical schema in which language neutral terms occur only a single time, and only the language-specific terms are repeated in a way that unambigously relates them to a metadata language. In RDF it may be a simple repetition of plain literals associated with a language (e.g., xml:lang attribute in RDF/XML). The language attribute would then be required in Audubon Core and would replace ac:metadataLanguage.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Management,,1,Yes,No,metadataLanguageLiteral
2020-01-27T08:57:06-06:00,http://rs.tdwg.org/ac/terms/version/metadataProvider-2013-10-28,metadataProvider-2013-10-28,http://rs.tdwg.org/ac/terms/version/,2013-10-28,superseded,,,,Metadata Provider,URI of person or organization originally responsible for providing the resource metadata record.,,"Media resources and their metadata may be served from different institutions, e. g. in the case of aggregators adding user annotations, taxon identifications, or ratings. Compare Provider. See also the entry for ac:metadataProviderLiteral and the section Namespaces, Prefixes and Term Names in the Audubon Core Term List document for discussion of the rationale for separate terms taking URI values from those taking Literal values where both are possible. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Agent,,1,No,Yes,metadataProvider
2020-01-27T08:57:06-06:00,http://rs.tdwg.org/ac/terms/version/metadataProviderLiteral-2013-10-28,metadataProviderLiteral-2013-10-28,http://rs.tdwg.org/ac/terms/version/,2013-10-28,superseded,,,,Metadata Provider,Person or organization originally responsible for providing the resource metadata record.,,"Media resources and their metadata may be served from different institutions, e. g. in the case of aggregators adding user annotations, taxon identifications, or ratings. Compare Provider. See also the entry for ac:metadataProvider in this document and the section Namespaces, Prefixes and Term Names for discussion of the rationale for separate terms taking URI values from those taking Literal values where both are possible. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Agent,,1,No,Yes,metadataProviderLiteral
2020-01-27T08:57:06-06:00,http://rs.tdwg.org/ac/terms/version/otherScientificName-2013-10-28,otherScientificName-2013-10-28,http://rs.tdwg.org/ac/terms/version/,2013-10-28,superseded,,,,Other Scientific Name,One or several Scientific Taxon Names that are synonyms to the Scientific Taxon Name may be provided here.,,"The primary purpose of this is in support of resource discovery, not developing a taxonomic synonymy. Misidentification or misspellings may thus be of interest. Where multiple taxa are present in a resource and multiple Scientific Taxon Names are given, the association between synonyms and names may not be deducible from the AC record alone.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/TaxonomicCoverage,,2,No,Yes,otherScientificName
2020-01-27T08:57:06-06:00,http://rs.tdwg.org/ac/terms/version/physicalSetting-2013-10-28,physicalSetting-2013-10-28,http://rs.tdwg.org/ac/terms/version/,2013-10-28,superseded,,,,Physical Setting,"The setting of the content represented in media such as images, sounds, and movies if the provider deems them relevant. Constrained vocabulary of: ""Natural"" = Object in its natural setting of the object (e. g. living organisms in their natural environment); ""Artificial"" = Object in an artificial environment (e. g. living organisms in an artificial environment such as a zoo, garden, greenhouse, or laboratory); ""Edited"" = Human media editing of a natural setting or media acquisition with a separate media background such as a photographic backdrop.",,Multiple values may be needed for movies or montages. See also ac:resourceCreationTechnique which should be used to describe any modifications to the resource itself. Communities of practice should form best practices for the use of these controlled terms.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ContentCoverage,,2,No,Yes,physicalSetting
2020-01-27T08:57:06-06:00,http://rs.tdwg.org/ac/terms/version/provider-2013-10-28,provider-2013-10-28,http://rs.tdwg.org/ac/terms/version/,2013-10-28,superseded,,,,Provider,"URI for person or organization responsible for presenting the media resource. If no separate Metadata Provider is given, this also attributes the metadata.",,"Media resources and their metadata may be served from different institutions, e. g. in the case of aggregators adding user annotations, taxon identifications, or ratings. See also the entry for ac:providerLiteral and the section Namespaces, Prefixes and Term Names in the Audubon Core Term List document for discussion of the rationale for separate terms taking URI values from those taking Literal values where both are possible. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Agent,,1,No,No,provider
2020-01-27T08:57:06-06:00,http://rs.tdwg.org/ac/terms/version/providerID-2013-10-28,providerID-2013-10-28,http://rs.tdwg.org/ac/terms/version/,2013-10-28,superseded,,,,Provider ID,A globally unique ID of the provider of the current AC metadata record.,,"Only to be used if the annotated resource is not a provider itself - this item is for relating the resource to a provider, using an arbitrary code that is unique for a provider, contributing partner, or aggregator, or other roles (potentially defined by MARC, OAI) and by which the media resources are linked to the provider.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/RelatedResources,,2,No,No,providerID
2020-01-27T08:57:06-06:00,http://rs.tdwg.org/ac/terms/version/providerLiteral-2013-10-28,providerLiteral-2013-10-28,http://rs.tdwg.org/ac/terms/version/,2013-10-28,superseded,,,,Provider,"Person or organization responsible for presenting the media resource. If no separate Metadata Provider is given, this also attributes the metadata.",,"Media resources and their metadata may be served from different institutions, e. g. in the case of aggregators adding user annotations, taxon identifications, or ratings. See also the entry for ac:provider and the section Namespaces, Prefixes and Term Names in the Audubon Core Term List document for discussion of the rationale for separate terms taking URI values from those taking Literal values where both are possible. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Agent,,1,No,No,providerLiteral
2020-01-27T08:57:06-06:00,http://rs.tdwg.org/ac/terms/version/providerManagedID-2013-10-28,providerManagedID-2013-10-28,http://rs.tdwg.org/ac/terms/version/,2013-10-28,superseded,,,,Provider-managed ID,"A free-form identifier (a simple number, an alphanumeric code, a URL, etc.) that is unique and meaningful primarily for the data provider.",,"Ideally, this would be a globally unique identifier (GUID), but the provider is encouraged to supply any form of identifier that simplifies communications on resources within their project and helps to locate individual data items in the provider's data repositories. It is the provider's decision whether to expose this value or not.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Management,,2,No,No,providerManagedID
2020-01-27T08:57:06-06:00,http://rs.tdwg.org/ac/terms/version/relatedResourceID-2013-10-28,relatedResourceID-2013-10-28,http://rs.tdwg.org/ac/terms/version/,2013-10-28,superseded,,,,Related Resource ID,"Resource related in ways not specified through a collection, e.g., before-after images; time-lapse series; different orientations/angles of view",,"The value references a related media item. Examples of relations are: Images taken in a sequence or defined time series, an exposure or focus series (e.g. for stacking), different framing or views (top, side, bottom) of the same subject, or an overview plus several details. The property makes such related media items discoverable, but does not indicate the nature of this relationship. More specific properties may be defined in a later version of AC.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/RelatedResources,,2,No,Yes,relatedResourceID
2020-01-27T08:57:06-06:00,http://rs.tdwg.org/ac/terms/version/resourceCreationTechnique-2013-10-28,resourceCreationTechnique-2013-10-28,http://rs.tdwg.org/ac/terms/version/,2013-10-28,superseded,,,,Resource Creation Technique,"Information about technical aspects of the creation and digitization process of the resource. This includes modification steps (""retouching"") after the initial resource capture.",,"Examples: Encoding method or settings, numbers of channels, lighting, audio sampling rate, frames per second, data rate, interlaced or progressive, multiflash lighting, remote control, automatic interval exposure.  Annotating whether and how a resource has been modified or edited significantly in ways that are not immediately obvious to, or expected by, consumers is of special significance. Examples for images are: Removing a distracting twig from a picture, moving an object to a different surrounding, changing the color in parts of the image, or blurring the background of an image. Modifications that are standard practice and expected or obvious are not necessary to document; examples of such practices include changing resolution, cropping, minor sharpening or overall color correction, and clearly perceptible modifications (e.g., addition of arrows or labels, or the placement of multiple pictures into a table.) If it is only known that significant modifications were made, but no details are known, a general statement like ""Media may have been manipulated to improve appearance"" may be appropriate. See also Subject Preparation Technique.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ResourceCreation,,2,No,No,resourceCreationTechnique
2020-01-27T08:57:06-06:00,http://rs.tdwg.org/ac/terms/version/reviewer-2013-10-28,reviewer-2013-10-28,http://rs.tdwg.org/ac/terms/version/,2013-10-28,superseded,,,,Reviewer,"URI for a reviewer. If present, then resource is peer-reviewed, even if Reviewer Comments is absent or empty. Its presence tells whether an expert in the subject featured in the media has reviewed the media item or collection and approved its metadata description; must display a name or the literal ""anonymous"" (= anonymously reviewed).",,"Provider is asserting they accept this review as competent. See also ac:reviewerLiteral and the section Namespaces, Prefixes and Term Names in the Audubon Core Term List document for discussion of the rationale for separate terms taking URI values from those taking Literal values where both are possible. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Management,,2,No,Yes,reviewer
2020-01-27T08:57:06-06:00,http://rs.tdwg.org/ac/terms/version/reviewerComments-2013-10-28,reviewerComments-2013-10-28,http://rs.tdwg.org/ac/terms/version/,2013-10-28,superseded,,,,Reviewer Comments,"Any comment provided by a reviewer with expertise in the subject, as free-form text.",,"Reviewer Comments may refer to the resource itself (e. g., asserting a taxon name or location of a biological subject in an image), or to the relation between resource and associated metadata (e. g., asserting that the taxon name given in the metadata is wrong, without asserting a positive identification). There is a separate item ""Comments"" for text from commenters of unrecorded expertise.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Management,,2,No,Yes,reviewerComments
2020-01-27T08:57:06-06:00,http://rs.tdwg.org/ac/terms/version/reviewerLiteral-2013-10-28,reviewerLiteral-2013-10-28,http://rs.tdwg.org/ac/terms/version/,2013-10-28,superseded,,,,Reviewer,"String providing the name of a reviewer. If present, then resource is peer-reviewed, even if Reviewer Comments is absent or empty. Its presence tells whether an expert in the subject featured in the media has reviewed the media item or collection and approved its metadata description; must display a name or the literal ""anonymous"" (= anonymously reviewed).",,"Provider is asserting they accept this review as competent. See also ac:reviewer and the section Namespaces, Prefixes and Term Names in the Audubon Core Term List document for discussion of the rationale for separate terms taking URI values from those taking Literal values where both are possible. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Management,,2,No,Yes,reviewerLiteral
