document_modified,version,versionLocalName,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,label,rdfs_comment,dcterms_description,examples,rdf_type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_usageScope,term_localName
2024-03-26T14:27:46-05:00,http://rs.tdwg.org/eco/terms/version/excludedLifeStageScope-2024-02-28,excludedLifeStageScope-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,superseded,,,,Excluded Life Stage Scope,The age classes or life stages of the dwc:Organisms explicitly excluded from sampling during the dwc:Event.,This term is defined based on dwc:lifeStage (http://rs.tdwg.org/dwc/terms/lifeStage). Recommended best practice is to use the same controlled vocabulary as for dwc:lifeStage and to separate multiple values in a list with space vertical bar space ( | ).,`seedling`; `nestling | fledgling`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,excludedLifeStageScope
2024-03-26T14:27:46-05:00,http://rs.tdwg.org/eco/terms/version/excludedTaxonomicScope-2024-02-28,excludedTaxonomicScope-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,superseded,,,,Excluded Taxonomic Scope,The taxonomic group(s) explicitly excluded from sampling during the dwc:Event.,"The dwc:Event to which the eco:excludedTaxonomicScope refers could be at any level of hierarchy. In the case of a higher level (parent) dwc:Event, include all the taxonomic groups explicitly excluded from the child dwc:Events that contributed to the parent dwc:Event. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).",`Aves`; `Quercus | Acer`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,excludedTaxonomicScope
2024-03-26T14:27:46-05:00,http://rs.tdwg.org/eco/terms/version/geospatialScopeAreaUnit-2024-02-28,geospatialScopeAreaUnit-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,superseded,,,,Geospatial Scope Area Unit,The units associated with eco:geospatialScopeAreaValue,"Recommended best practice is to use a controlled vocabulary. For units containing exponents, use characters from the Unicode Latin-1 Supplement character set (hex 00B2 for squared and 00B3 for cubed).",`km²`,,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,geospatialScopeAreaUnit
2024-03-03T11:15:27-06:00,http://rs.tdwg.org/eco/terms/version/geospatialScopeAreaValue-2024-02-28,geospatialScopeAreaValue-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,recommended,,,,Geospatial Scope Area Value,The numeric value for the total area of the geospatial scope of the dwc:Event.,Geospatial scope refers to the dwc:Event location reported using the terms organized in Darwin Core under dcterms:Location. This area is always greater than or equal to the eco:totalAreaSampledValue. An eco:geospatialScopeAreaValue must have a corresponding eco:geospatialScopeAreaUnit.,`25`,,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,geospatialScopeAreaValue
2024-03-03T11:15:27-06:00,http://rs.tdwg.org/eco/terms/version/hasMaterialSamples-2024-02-28,hasMaterialSamples-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,recommended,,,,Has Material Samples,Material samples were collected during the dwc:Event.,,`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,hasMaterialSamples
2024-03-03T11:15:27-06:00,http://rs.tdwg.org/eco/terms/version/hasNonTargetOrganisms-2024-02-28,hasNonTargetOrganisms-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,recommended,,,,Has Non-target Organisms,"One or more dwc:Organisms outside the target organismal scopes (eco:targetDegreeOfEstablishmentScope, eco:targetGrowthFormScope, and eco:targetLifeStageScope) were detected and reported for this dwc:Event.","This term is meant to alert users to the presence of non-target organisms (in some disciplines called “bycatch”) reported in this dwc:Event. This term is relevant only if a target organismal scope is declared. Organismal scope is based on the combination of all of the following terms: eco:targetLifeStageScope, eco:excludedLifeStageScope, eco:targetDegreeOfEstablishmentScope, eco:excludedDegreeOfEstablishmentScope, eco:targetGrowthFormScope, and eco:excludedGrowthFormScope. Examination of the organismal scope is needed in order to identify the non-target dwc:Organisms. It should be possible to confirm the expectations by investigating the dwc:Occurrences in this dwc:Event and in its child dwc:Events (if available). The value of this term should be 'true' if dwc:Occurrences of dwc:Organisms outside the organismal scope(s) as defined at the time of the dwc:Event are reported, otherwise the value of this term should be 'false'.",`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,hasNonTargetOrganisms
2024-03-03T11:15:27-06:00,http://rs.tdwg.org/eco/terms/version/hasNonTargetTaxa-2024-02-28,hasNonTargetTaxa-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,recommended,,,,Has Non-target Taxa,One or more dwc:Organisms of taxa outside the target taxonomic scope (the combination of eco:targetTaxonomicScope and eco:excludedTaxonomicScope) were detected and reported for this dwc:Event.,"This term is meant to alert users to the presence of non-target taxa (in some disciplines called “bycatch”) reported in this dwc:Event. This term is relevant only if a target taxonomic scope is declared. Taxonomic scope is based on the combination of eco:targetTaxonomicScope and eco:excludedTaxonomicScope. Examination of the taxonomic scope is needed in order to identify the non-target taxa. It should be possible to confirm the expectations by investigating the dwc:Occurrences in this dwc:Event and in its child dwc:Events (if available) or by exploring eco:nonTargetTaxa for this dwc:Event (if populated). The value of this term should be 'true' if dwc:Occurrences of taxa outside the taxonomic scope as defined at the time of the dwc:Event are reported, otherwise the value of this term should be 'false'.",`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,hasNonTargetTaxa
2024-03-03T11:15:27-06:00,http://rs.tdwg.org/eco/terms/version/hasVouchers-2024-02-28,hasVouchers-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,recommended,,,,Has Vouchers,Specimen vouchers were collected during the dwc:Event.,,`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,hasVouchers
2024-03-26T14:27:46-05:00,http://rs.tdwg.org/eco/terms/version/inventoryTypes-2024-02-28,inventoryTypes-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,superseded,,,,Inventory Types,The types of search processes used to conduct the inventory.,This term is only relevant if the dwc:Event represents an inventory. Recommended best practice is to use a controlled vocabulary. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).,`restrictedSearch`; `openSearch`; `opportunisticSearch`; `adventitious`; `compilation`; `openSearch | opportunisticSearch`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,inventoryTypes
2024-03-03T11:15:27-06:00,http://rs.tdwg.org/eco/terms/version/isAbsenceReported-2024-02-28,isAbsenceReported-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,recommended,,,,Is Absence Reported,Taxonomic absences were reported.,Absences can be reported at any taxonomic level.,`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,isAbsenceReported
2024-03-03T11:15:27-06:00,http://rs.tdwg.org/eco/terms/version/isAbundanceCapReported-2024-02-28,isAbundanceCapReported-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,recommended,,,,Is Abundance Cap Reported,"A maximum number of dwc:Organisms was reported, as specified or restricted by the protocol used.",Values of abundance cap should be captured under the term eco:abundanceCap.,`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,isAbundanceCapReported
2024-03-03T11:15:27-06:00,http://rs.tdwg.org/eco/terms/version/isAbundanceReported-2024-02-28,isAbundanceReported-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,recommended,,,,Is Abundance Reported,The number of dwc:Organisms collected or observed was reported.,Typically the abundance values would be reported in the dwc:organismQuantity and dwc:organismQuantityType terms for the child dwc:Occurrence records for this dwc:Event.,`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,isAbundanceReported
2024-03-03T11:15:27-06:00,http://rs.tdwg.org/eco/terms/version/isDegreeOfEstablishmentScopeFullyReported-2024-02-28,isDegreeOfEstablishmentScopeFullyReported-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,recommended,,,,Is Degree of Establishment Scope Fully Reported,"Every dwc:Organism that was included within the degree of establishment scope, and was detected during the dwc:Event, was reported.","This term is only relevant if the dwc:Event used restricted search or open search methods. If all dwc:Organisms included within the degree of establishment scope and detected during the dwc:Event were reported, the value should be 'true'. Degree of establishment scope is based on the combination of eco:targetDegreeOfEstablishmentScope and eco:excludedDegreeOfEstablishmentScope.",`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,isDegreeOfEstablishmentScopeFullyReported
2024-03-03T11:15:27-06:00,http://rs.tdwg.org/eco/terms/version/isGrowthFormScopeFullyReported-2024-02-28,isGrowthFormScopeFullyReported-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,recommended,,,,Is Growth Form Scope Fully Reported,"Every dwc:Organism that was included within the growth form scope, and was detected during the dwc:Event, was reported.","This term is only relevant if the dwc:Event used restricted search or open search methods. If all dwc:Organisms included within the growth form scope and detected during the dwc:Event were reported, the value should be 'true'. Growth form scope is based on the combination of eco:targetGrowthFormScope and eco:excludedGrowthFormScope.",`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,isGrowthFormScopeFullyReported
2024-03-03T11:15:27-06:00,http://rs.tdwg.org/eco/terms/version/isLeastSpecificTargetCategoryQuantityInclusive-2024-02-28,isLeastSpecificTargetCategoryQuantityInclusive-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,recommended,,,,Is Least Specific Target Category Quantity Inclusive,The total detected quantity for a dwc:Taxon (including subcategories thereof) in a dwc:Event is given explicitly in a single record (dwc:organismQuantity value) for that dwc:Taxon.,"Recommended values are 'true' and 'false'. This term is only relevant if dwc:organismQuantity is a number. For a detailed explanation, see http://rs.tdwg.org/eco/docs/inclusive/.",`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,isLeastSpecificTargetCategoryQuantityInclusive
2024-03-03T11:15:27-06:00,http://rs.tdwg.org/eco/terms/version/isLifeStageScopeFullyReported-2024-02-28,isLifeStageScopeFullyReported-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,recommended,,,,Is Life Stage Scope Fully Reported,"Every dwc:Organism that was included within the life stage scope, and was detected during the dwc:Event, was reported.","This term is only relevant if the dwc:Event used restricted search or open search methods. If all dwc:Organisms included within the life stage scope and detected during the dwc:Event were reported, the value should be 'true'. Life stage scope is based on the combination of eco:targetLifeStageScope and eco:excludedLifeStageScope.",`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,isLifeStageScopeFullyReported
2024-03-03T11:15:27-06:00,http://rs.tdwg.org/eco/terms/version/isSamplingEffortReported-2024-02-28,isSamplingEffortReported-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,recommended,,,,Is Sampling Effort Reported,The sampling effort associated with the dwc:Event was reported.,Typically values of effort would be captured under the terms eco:samplingEffortValue and eco:samplingEffortUnit.,`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,isSamplingEffortReported
2024-03-03T11:15:27-06:00,http://rs.tdwg.org/eco/terms/version/isTaxonomicScopeFullyReported-2024-02-28,isTaxonomicScopeFullyReported-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,recommended,,,,Is Taxonomic Scope Fully Reported,"Every dwc:Organism that was included within the taxonomic scope, and was detected during the dwc:Event, was reported.","This term is only relevant if the dwc:Event used restricted search or open search methods. If all dwc:Organisms included within the taxonomic scope and detected during the dwc:Event were reported, the value should be 'true'. Taxonomic scope is based on the combination of eco:targetTaxonomicScope and eco:excludedTaxonomicScope.",`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,isTaxonomicScopeFullyReported
2024-03-03T11:15:27-06:00,http://rs.tdwg.org/eco/terms/version/isVegetationCoverReported-2024-02-28,isVegetationCoverReported-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,recommended,,,,Is Vegetation Cover Reported,A vegetation cover metric was reported.,Typically values or descriptions of vegetation cover would be captured under the term eco:verbatimSiteDescriptions.,`true`; `false`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,isVegetationCoverReported
2024-03-26T14:27:46-05:00,http://rs.tdwg.org/eco/terms/version/materialSampleTypes-2024-02-28,materialSampleTypes-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,superseded,,,,Material Sample Types,A list (concatenated and separated) of material sample types collected during the dwc:Event.,Recommended best practice is to use a controlled vocabulary and separate multiple values in a list with space vertical bar space ( | ).,`wholeOrganism`; `skeleton`; `tissue | blood | fecal | stomachContent`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,materialSampleTypes
2024-03-26T14:27:46-05:00,http://rs.tdwg.org/eco/terms/version/nonTargetTaxa-2024-02-28,nonTargetTaxa-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,superseded,,,,Non-target Taxa,A list (concatenated and separated) of taxa reported during the dwc:Event that are outside of the target taxonomic scope (the combination of eco:targetTaxonomicScope and eco:excludedTaxonomicScope).,This term is meant to allow the full list of taxa that are considered outside of the taxonomic scope and yet were reported in the dataset to be shared. This term is relevant only if a target taxonomic scope is declared and eco:hasNonTargetTaxa is ‘true’. Taxonomic scope is based on the combination of eco:targetTaxonomicScope and eco:excludedTaxonomicScope. Non-target taxa (in some disciplines called “bycatch”) can be reported at any taxonomic level. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).,`Parabuteo unicinctus | Geranoaetus melanoleucus`; `Cetoniinae | Aclopinae | Cyclocephala modesta`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,nonTargetTaxa
2024-03-03T11:15:27-06:00,http://rs.tdwg.org/eco/terms/version/protocolDescriptions-2024-02-28,protocolDescriptions-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,recommended,,,,Protocol Descriptions,A detailed description of the methods used during the dwc:Event.,"This description should be associated with protocols provided in eco:protocolNames. The description may include deviations from a protocol referred to in eco:protocolReferences. Recommended good practice is to provide information about instruments used, calibration, etc. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).","`Three conventional harp traps (3.2m ht x 2.2m w) were established in flight path zones for a period of 4 hrs at dawn and dusk for a total of 10 trap nights. Traps were visited on an hourly basis during each deployment period and the trap catch recorded for species, size, weight, sex, age and maternal status.`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,protocolDescriptions
2024-03-26T14:27:46-05:00,http://rs.tdwg.org/eco/terms/version/protocolNames-2024-02-28,protocolNames-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,superseded,,,,Protocol Names,Categorical descriptive names for the methods used during the dwc:Event.,Recommended best practice is to use a controlled vocabulary and separate multiple values in a list with space vertical bar space ( | ).,`boxTrapping`; `floraInventory`; `boxTrapping | funnelTrapping`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,protocolNames
2024-03-03T11:15:27-06:00,http://rs.tdwg.org/eco/terms/version/protocolReferences-2024-02-28,protocolReferences-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,recommended,,,,Protocol References,The references to the methods used during the dwc:Event.,Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).,"`Penguins from space: faecal stains reveal the location of emperor penguin colonies, https://doi.org/10.1111/j.1466-8238.2009.00467.x`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,protocolReferences
2024-03-03T11:15:27-06:00,http://rs.tdwg.org/eco/terms/version/reportedExtremeConditions-2024-02-28,reportedExtremeConditions-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,recommended,,,,Reported Extreme Conditions,A description of any extreme weather or environmental conditions that may have affected the dwc:Event.,,`flooding during week 3 of surveys`; `rockslide at site 2`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,reportedExtremeConditions
2024-03-03T11:15:27-06:00,http://rs.tdwg.org/eco/terms/version/reportedWeather-2024-02-28,reportedWeather-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,recommended,,,,Reported Weather,A list of weather or climatic conditions present during the dwc:Event.,Recommended best practice is to use a key:value encoding schema for a data interchange format such as JSON.,"`{""minimumTemperatureInDegreesFahrenheit"": 18, ""maximumTemperatureInDegreesFahrenheit"": 32}`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,reportedWeather
2024-03-26T14:27:46-05:00,http://rs.tdwg.org/eco/terms/version/samplingEffortProtocol-2024-02-28,samplingEffortProtocol-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,superseded,,,,Sampling Effort Protocol,A description of or reference (publication or URL) to the methods used to determine the sampling effort.,"This description should be associated with the values reported in eco:samplingEffortValue and eco:samplingEffortUnit. This is a specialization of eco:protocolDescription focused on effort, distinct from the survey method. The effort relates to the intensity of sampling and therefore can assist in interpreting estimates of completeness.","`40 box traps deployed at even spacings along 4 parallel 100m transects placed 50m apart and visited at 6 hourly intervals over a 48 hour period`; `2 people occupying a bird hide for a period of 8 hours and undertaking a 30 minute count of species within the 150 degree field of view every 2 hours`; `A single baited camera trap station with motion sensor trigger, deployed for a period of 10 days and configured for detecting large fauna moving through a known traffic way`",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,samplingEffortProtocol
2024-03-26T14:27:46-05:00,http://rs.tdwg.org/eco/terms/version/samplingEffortUnit-2024-02-28,samplingEffortUnit-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,superseded,,,,Sampling Effort Unit,The units associated with the eco:samplingEffortValue.,Recommended best practice is to use a controlled vocabulary.,`trapHours`; `personHours`; `trapDays`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,samplingEffortUnit
2024-03-03T11:15:27-06:00,http://rs.tdwg.org/eco/terms/version/samplingEffortValue-2024-02-28,samplingEffortValue-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,recommended,,,,Sampling Effort Value,The numeric value for the sampling effort expended during the dwc:Event.,This term is meant to capture the total sampling effort value. To express details of how the effort was determined use eco:samplingEffortProtocol. For compilations it is recommend not to infer effort. An eco:samplingEffortValue must have a corresponding eco:samplingEffortUnit.,`1900`; `40`; `5.5`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,samplingEffortValue
2024-03-26T14:27:46-05:00,http://rs.tdwg.org/eco/terms/version/samplingPerformedBy-2024-02-28,samplingPerformedBy-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,superseded,,,,Sampling Performed By,"A person, group, or organization responsible for recording the dwc:Event.","The sampling dwc:Event could be at any level of hierarchy. In the case of a higher level (parent) dwc:Event, include all the organizations or people involved in the child dwc:Events that contributed to the parent dwc:Event. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).",`North American Butterlfy Association`; `KK Wall`; `JJ Green`; `LL Pink and FF Grey | Aspen Center for Environmental Studies`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,samplingPerformedBy
2024-03-03T11:15:27-06:00,http://rs.tdwg.org/eco/terms/version/siteCount-2024-02-28,siteCount-2024-02-28,http://rs.tdwg.org/eco/terms/version/,2024-02-28,recommended,,,,Site Count,Total number of individual sites surveyed during the dwc:Event.,Site refers to the location at which observations are made or samples/measurements are taken. The site can be at any level of hierarchy.,`1`; `15`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/Event,,extension,siteCount
