"identifier","context","text"
"p008:label","Label for other intentional release http://rs.tdwg.org/dwc/terms/p008","autre libération volontaire"
"p008:definition","Definition for other intentional release http://rs.tdwg.org/dwc/terms/p008","Un terme fourre-tout pour les rejets intentionnels non destinés à un usage humain qui ne sont pas couverts par d'autres termes plus spécifiques."
"p008:notes","Notes for other intentional release http://rs.tdwg.org/dwc/terms/p008","À rapprocher de ""other escape from confinement""/fuite de confinement. Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p009:label","Label for agriculture (including biofuel feedstocks) http://rs.tdwg.org/dwc/terms/p009","agriculture (y compris les matières premières des biocarburants)"
"p009:definition","Definition for agriculture (including biofuel feedstocks) http://rs.tdwg.org/dwc/terms/p009","Plantes cultivées avec l'intention de récolter."
"p009:notes","Notes for agriculture (including biofuel feedstocks) http://rs.tdwg.org/dwc/terms/p009","Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p010:label","Label for aquaculture/mariculture http://rs.tdwg.org/dwc/terms/p010","aquaculture/mariculture"
"p010:definition","Definition for aquaculture/mariculture http://rs.tdwg.org/dwc/terms/p010","L'analogue de l'agriculture et des animaux d'élevage, spécifiquement liés aux organismes aquatiques."
"p010:notes","Notes for aquaculture/mariculture http://rs.tdwg.org/dwc/terms/p010","Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p011:label","Label for botanic garden/zoo/aquaria (excluding domestic aquaria) http://rs.tdwg.org/dwc/terms/p011","jardin botanique/zoo/aquarium (à l'exclusion des aquariums domestiques)"
"p011:definition","Definition for botanic garden/zoo/aquaria (excluding domestic aquaria) http://rs.tdwg.org/dwc/terms/p011","Organismes dans des collections publiques de plantes et/ou d'animaux."
"p011:notes","Notes for botanic garden/zoo/aquaria (excluding domestic aquaria) http://rs.tdwg.org/dwc/terms/p011","Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p012:label","Label for pet/aquarium/terrarium species (including live food for such species) http://rs.tdwg.org/dwc/terms/p012","plantes ornementales, animaux de compagnie, organismes d’aquarium ainsi que leurs aliments vivants"
"p012:definition","Definition for pet/aquarium/terrarium species (including live food for such species) http://rs.tdwg.org/dwc/terms/p012","Animaux détenus par des particuliers."
"p012:usage","Usage for pet/aquarium/terrarium species (including live food for such species) http://rs.tdwg.org/dwc/terms/p012","Les animaux élevés pour aider à la chasse, tels que les faucons et les furets, DEVRAIENT être inclus dans cette catégorie, et non sous terme ""hunting""."
"p012:notes","Notes for pet/aquarium/terrarium species (including live food for such species) http://rs.tdwg.org/dwc/terms/p012","Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p013:label","Label for farmed animals (including animals left under limited control) http://rs.tdwg.org/dwc/terms/p013","animaux d'élevage (y compris les animaux laissés sous contrôle limité)"
"p013:definition","Definition for farmed animals (including animals left under limited control) http://rs.tdwg.org/dwc/terms/p013","Les animaux soignés et élevés avec l'intentions spécifique d'utiliser leur prooduits, comme la viande et le lait."
"p013:notes","Notes for farmed animals (including animals left under limited control) http://rs.tdwg.org/dwc/terms/p013","Les animaux d'élevage sont généralement détenus dans une zone définie, telle qu'un champ. Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p014:label","Label for forestry (including reforestation) http://rs.tdwg.org/dwc/terms/p014","foresterie (y compris la reforestation)"
"p014:definition","Definition for forestry (including reforestation) http://rs.tdwg.org/dwc/terms/p014","Arbres spécifiquement introduits pour fournir du bois et d'autre produits forestiers."
"p014:notes","Notes for forestry (including reforestation) http://rs.tdwg.org/dwc/terms/p014","Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p015:label","Label for fur farms http://rs.tdwg.org/dwc/terms/p015","ferme à fourrure"
"p015:definition","Definition for fur farms http://rs.tdwg.org/dwc/terms/p015","Organismes échappés d'un élevage pour la fourrure, y compris les mises en liberté non autorisés."
"p015:notes","Notes for fur farms http://rs.tdwg.org/dwc/terms/p015","Ne s'applique probablement qu'aux vertébrés élevés pour leurs fourrures ou leurs peaux. Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p016:label","Label for horticulture http://rs.tdwg.org/dwc/terms/p016","horticulture"
"p016:definition","Definition for horticulture http://rs.tdwg.org/dwc/terms/p016","Plantes commercialisées par l'industrie des plantes ornementales."
"p016:usage","Usage for horticulture http://rs.tdwg.org/dwc/terms/p016","Ce terme exclut les plantes et autres organismes provenant d'aquariums et de terrariums, qui DEVRAIENT être classés sous le terme pet/aquarium/terrarium."
"p016:notes","Notes for horticulture http://rs.tdwg.org/dwc/terms/p016","Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p017:label","Label for ornamental purpose other than horticulture http://rs.tdwg.org/dwc/terms/p017","usage ornemental autre que l'horticulture"
"p017:definition","Definition for ornamental purpose other than horticulture http://rs.tdwg.org/dwc/terms/p017","Plantes ornementales introduites par des voies autres que l'industrie horticole."
"p017:notes","Notes for ornamental purpose other than horticulture http://rs.tdwg.org/dwc/terms/p017","Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p018:label","Label for research and ex-situ breeding (in facilities) http://rs.tdwg.org/dwc/terms/p018","recherche et élevage ex-situ"
"p018:definition","Definition for research and ex-situ breeding (in facilities) http://rs.tdwg.org/dwc/terms/p018","Plantes et animaux introduits à des fins de reproduction ou de recherche scientifique et médicale, y compris l'enseignement des sciences."
"p018:notes","Notes for research and ex-situ breeding (in facilities) http://rs.tdwg.org/dwc/terms/p018","Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p019:label","Label for live food and live bait http://rs.tdwg.org/dwc/terms/p019","nourriture et appât vivant"
"p019:definition","Definition for live food and live bait http://rs.tdwg.org/dwc/terms/p019","Aliments vivants importés pour la consommation humaine ou destinés à être des appâts vivants, tels que les crustacés et les escargots."
"p019:notes","Notes for live food and live bait http://rs.tdwg.org/dwc/terms/p019","Les aliments en vie destinés aux organismes détenus comme animaux de compagnie, tels que les vers de farine,doivent être classés dans la catégorie des animaux de compagnie (pet). Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p020:label","Label for other escape from confinement http://rs.tdwg.org/dwc/terms/p020","autre evasion de confinement"
"p020:definition","Definition for other escape from confinement http://rs.tdwg.org/dwc/terms/p020","Organismes introduits dans une zone avec l'intention de les garder en captivité de façon permanente, mais qui se sont par la suite échappés."
"p020:notes","Notes for other escape from confinement http://rs.tdwg.org/dwc/terms/p020","Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p021:label","Label for contaminant nursery material http://rs.tdwg.org/dwc/terms/p021","contaminant de matériel de pépinière"
"p021:definition","Definition for contaminant nursery material http://rs.tdwg.org/dwc/terms/p021","Organismes transportés dans une région avec des plantes."
"p021:notes","Notes for contaminant nursery material http://rs.tdwg.org/dwc/terms/p021","Il peut s'agir d'autres plantes, de maladies, de champignons et d'animaux. Ils peuvent être attachés à la plante ou présents dans le sol. Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p022:label","Label for contaminated bait http://rs.tdwg.org/dwc/terms/p022","appât contaminé"
"p022:definition","Definition for contaminated bait http://rs.tdwg.org/dwc/terms/p022","Contaminant, pathogenes et parasites transportés avec des appats de poissons congélés, vivants, ou préservés."
"p022:notes","Notes for contaminated bait http://rs.tdwg.org/dwc/terms/p022","Les crustacés, les céphalopodes et les mollusques en sont des exemples typiques. Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p023:label","Label for food contaminant (including of live food) http://rs.tdwg.org/dwc/terms/p023","contamination alimentaire (y compris de la nourriture vivante)"
"p023:definition","Definition for food contaminant (including of live food) http://rs.tdwg.org/dwc/terms/p023","Aliments pour la consommation humaine transportés vivants ou morts."
"p023:notes","Notes for food contaminant (including of live food) http://rs.tdwg.org/dwc/terms/p023","Ce terme inclut l'introduction involontaire de contaminants tels que des maladies sur ces aliments et, dans le cas des plantes, devrait inclure les semences. Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p024:label","Label for contaminant on animals (except parasites, organisms transported by host/vector) http://rs.tdwg.org/dwc/terms/p024","contamination des animaux (sauf les parasites et les organismes transportés par un hôte/vecteur)"
"p024:definition","Definition for contaminant on animals (except parasites, organisms transported by host/vector) http://rs.tdwg.org/dwc/terms/p024","Contaminants transportés sur ou dans le corps des animaux transportés."
"p024:usage","Usage for contaminant on animals (except parasites, organisms transported by host/vector) http://rs.tdwg.org/dwc/terms/p024","Ce terme exclut les parasites et les agents pathogènes, qui DEVRAIENT être classés sous leur propre terme spécifique (""parasites on animals"")."
"p024:notes","Notes for contaminant on animals (except parasites, organisms transported by host/vector) http://rs.tdwg.org/dwc/terms/p024","Les animaux transportés portent d'autres organismes dans leur pelage, dans leurs intestins et dans la terre de leurs sabots et de leurs pattes. Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p025:label","Label for parasites on animals (including organisms transported by host and vector) http://rs.tdwg.org/dwc/terms/p025","parasites d'animaux (y compris les organismes transportés par un hôte/vecteur)"
"p025:definition","Definition for parasites on animals (including organisms transported by host and vector) http://rs.tdwg.org/dwc/terms/p025","Organismes parasites et pathogènes transportés avec leur hôte ou l'animal vecteur."
"p025:notes","Notes for parasites on animals (including organisms transported by host and vector) http://rs.tdwg.org/dwc/terms/p025","Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p026:label","Label for contaminant on plants (except parasites, species transported by host/vector) http://rs.tdwg.org/dwc/terms/p026","contaminateur de végétaux (sauf les parasites et les organismes transportés par un hôte/vecteur)"
"p026:definition","Definition for contaminant on plants (except parasites, species transported by host/vector) http://rs.tdwg.org/dwc/terms/p026","Organismes transportés sur des végétaux."
"p026:usage","Usage for contaminant on plants (except parasites, species transported by host/vector) http://rs.tdwg.org/dwc/terms/p026","Ce terme exclut les organismes transportés par du matériel de pépinière contaminé, des semences contaminées et du matériel provenant du commerce du bois, qui DEVRAIENT être classés sous leurs propres termes de filière."
"p026:notes","Notes for contaminant on plants (except parasites, species transported by host/vector) http://rs.tdwg.org/dwc/terms/p026","Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p027:label","Label for parasites on plants (including species transported by host and vector) http://rs.tdwg.org/dwc/terms/p027","parasites de végétaux (y compris les organismes transportés par un hôte/vecteur)"
"p027:definition","Definition for parasites on plants (including species transported by host and vector) http://rs.tdwg.org/dwc/terms/p027","Organismes parasites et pathogènes transportés avec leur plante hôte ou vectrice."
"p027:notes","Notes for parasites on plants (including species transported by host and vector) http://rs.tdwg.org/dwc/terms/p027","Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p028:label","Label for seed contaminant http://rs.tdwg.org/dwc/terms/p028","contaminant de semences"
"p028:definition","Definition for seed contaminant http://rs.tdwg.org/dwc/terms/p028","Organismes contaminant les semences transportées."
"p028:notes","Notes for seed contaminant http://rs.tdwg.org/dwc/terms/p028","Il peut s'agir de parasites ou de pathogènes des semences ou d'espèces qui mangent des semences, qu'elles soient destinées à être transportées ou non. Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p029:label","Label for timber trade http://rs.tdwg.org/dwc/terms/p029","commerce du bois"
"p029:definition","Definition for timber trade http://rs.tdwg.org/dwc/terms/p029","Contaminants sur le bois brut, le bois transformé et les produits dérivés du bois."
"p029:usage","Usage for timber trade http://rs.tdwg.org/dwc/terms/p029","Ce terme exclut le matériel d'emballage et le matériel d'habitat en bois, qui DEVRAIENT être inclus sous leurs propres termes (""packing material""/matériel d'emballage et ""transportation of habitat material""/transport des matériaux de l'habitat)."
"p029:notes","Notes for timber trade http://rs.tdwg.org/dwc/terms/p029","Les exemples incluent les meubles en bois, la sciure de bois et le bois de chauffage. Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p030:label","Label for transportation of habitat material (soil, vegetation, wood etc) http://rs.tdwg.org/dwc/terms/p030","transport des matériaux de l'habitat (terre, végétation, bois, etc.)"
"p030:definition","Definition for transportation of habitat material (soil, vegetation, wood etc) http://rs.tdwg.org/dwc/terms/p030","Organismes transportés avec les matériaux de leur habitat vers un nouveau lieu."
"p030:notes","Notes for transportation of habitat material (soil, vegetation, wood etc) http://rs.tdwg.org/dwc/terms/p030","Il s'agit par exemple de matériaux tels que la terre, la végétation, la paille et les copeaux de bois. Si ces matériaux ne sont pas stérilisés, les organismes peuvent être transportés avec leur habitat vers un nouvel emplacement. Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p031:label","Label for angling/fishing equipment http://rs.tdwg.org/dwc/terms/p031","équipement de pêche/pêche à la ligne"
"p031:definition","Definition for angling/fishing equipment http://rs.tdwg.org/dwc/terms/p031","Les organismes aquatiques se sont déplacés entre les sites sur l'équipement des pêcheurs à la ligne et des pêcheurs professionnels."
"p031:notes","Notes for angling/fishing equipment http://rs.tdwg.org/dwc/terms/p031","Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p032:label","Label for container/bulk http://rs.tdwg.org/dwc/terms/p032","conteneur/transport en masse de marchandises"
"p032:definition","Definition for container/bulk http://rs.tdwg.org/dwc/terms/p032","Des passagers clandestins transportés dans ou sur des conteneurs de fret ou des unités de fret de gros."
"p032:notes","Notes for container/bulk http://rs.tdwg.org/dwc/terms/p032","La différence entre cette catégorie et d'autres, comme celle des ""hitchhikers on ship/boat"" (passager sur beateau/navire), est que l'organisme embarque et débarque du conteneur plutôt que du bateau. Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p033:label","Label for hitchhikers in or on airplane http://rs.tdwg.org/dwc/terms/p033","passager clandestin sur ou dans un avion"
"p033:definition","Definition for hitchhikers in or on airplane http://rs.tdwg.org/dwc/terms/p033","Organismes qui entrent dans les avions ou d'autres aéronefs, tels que les hélicoptères, et qui sont transportés par ces derniers vers un autre endroit."
"p033:notes","Notes for hitchhikers in or on airplane http://rs.tdwg.org/dwc/terms/p033","Ce terme ne s'applique pas aux organismes embarqués dans des conteneurs qui ont ensuite été chargés dans un avion. Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p034:label","Label for hitchhikers on ship/boat (excluding ballast water and hull fouling) http://rs.tdwg.org/dwc/terms/p034","passager clandestin sur un navire/bateau (à l'exclusion des eaux de ballast et de la contamination de la coque)"
"p034:definition","Definition for hitchhikers on ship/boat (excluding ballast water and hull fouling) http://rs.tdwg.org/dwc/terms/p034","Organismes qui entrent directement dans les bateaux ou les navires et sont transportés par eux vers un autre endroit."
"p034:notes","Notes for hitchhikers on ship/boat (excluding ballast water and hull fouling) http://rs.tdwg.org/dwc/terms/p034","Ce terme ne s'applique pas aux organismes embarqués dans des conteneurs qui sont ensuite chargés sur le navire, ni aux contaminants des produits chargés sur le navire. Le terme s'applique aux organismes qui interagissent directement avec le bateau ou le navire. Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p035:label","Label for machinery/equipment http://rs.tdwg.org/dwc/terms/p035","machinerie/équipement"
"p035:definition","Definition for machinery/equipment http://rs.tdwg.org/dwc/terms/p035","Organismes transportés à la surface ou à l'intérieur de machines et autres équipements lourds."
"p035:notes","Notes for machinery/equipment http://rs.tdwg.org/dwc/terms/p035","Cela inclut les équipements militaires, les machines agricoles et les équipements de production. Ce terme n'inclut pas les produits transportés par les véhicules. Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p036:label","Label for people and their luggage/equipment (in particular tourism) http://rs.tdwg.org/dwc/terms/p036","personnes et leurs bagages/équipements (en particulier les touristes)"
"p036:definition","Definition for people and their luggage/equipment (in particular tourism) http://rs.tdwg.org/dwc/terms/p036","Organismes transportés sur des personnes et/ou leurs bagages personnels."
"p036:usage","Usage for people and their luggage/equipment (in particular tourism) http://rs.tdwg.org/dwc/terms/p036","Ce terme exclut les équipements de pêche de loisir, qui DOIVENT être classés sous leur propre terme (""angling/fishing equipment (équipements de pêche)"")."
"p036:notes","Notes for people and their luggage/equipment (in particular tourism) http://rs.tdwg.org/dwc/terms/p036","Les organismes transportés par les touristes en sont un exemple. Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p037:label","Label for organic packing material, in particular wood packaging http://rs.tdwg.org/dwc/terms/p037","matériau d'emballage organique, notamment en bois"
"p037:definition","Definition for organic packing material, in particular wood packaging http://rs.tdwg.org/dwc/terms/p037","Matière organique, en particulier la matière végétale non traitée, utilisée pour emballer les marchandises transportées."
"p037:notes","Notes for organic packing material, in particular wood packaging http://rs.tdwg.org/dwc/terms/p037","Il s'agit par exemple de palettes en bois, de boîtes, de sacs et de paniers. Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p038:label","Label for ship/boat ballast water http://rs.tdwg.org/dwc/terms/p038","eau de ballast des bateaux/navires"
"p038:definition","Definition for ship/boat ballast water http://rs.tdwg.org/dwc/terms/p038","Organismes transportés dans l'eau pompée dans les bateaux et les navires pour servir de lest."
"p038:notes","Notes for ship/boat ballast water http://rs.tdwg.org/dwc/terms/p038","Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p039:label","Label for ship/boat hull fouling http://rs.tdwg.org/dwc/terms/p039","encrassement de coque de bateau"
"p039:definition","Definition for ship/boat hull fouling http://rs.tdwg.org/dwc/terms/p039","Organismes qui se fixent sur la coque des bateaux et des navires."
"p039:notes","Notes for ship/boat hull fouling http://rs.tdwg.org/dwc/terms/p039","Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p040:label","Label for vehicles (car, train, etc.) http://rs.tdwg.org/dwc/terms/p040","véhicules (voiture, train, etc.)"
"p040:definition","Definition for vehicles (car, train, etc.) http://rs.tdwg.org/dwc/terms/p040","Les autres organismes passagers de véhicules qui ont été dispersés involontairement, mais qui ne sont pas couverts par d'autres termes."
"p040:notes","Notes for vehicles (car, train, etc.) http://rs.tdwg.org/dwc/terms/p040","Ces organismes peuvent être transportés sur ou dans le véhicule. Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p041:label","Label for other means of transport http://rs.tdwg.org/dwc/terms/p041","autre moyen de transport"
"p041:definition","Definition for other means of transport http://rs.tdwg.org/dwc/terms/p041","Un terme fourre-tout pour toute dispersion liée au transport qui n'est pas couverte par d'autres termes."
"p041:notes","Notes for other means of transport http://rs.tdwg.org/dwc/terms/p041","Des exemples incluent la pollution issues des plateformes pétrolières et gazières offshore, des sites d'énergie renouvelable offshore (tels que les parcs éoliens, les pipelines, le transport de câbles, etc.). Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p042:label","Label for interconnected waterways/basins/seas http://rs.tdwg.org/dwc/terms/p042","voies navigables/bassins/mers interconnectés"
"p042:definition","Definition for interconnected waterways/basins/seas http://rs.tdwg.org/dwc/terms/p042","Organismes qui se sont dispersés dans les voies d'eau artificielles créées pour relier des masses d'eau auparavant non connectées."
"p042:usage","Usage for interconnected waterways/basins/seas http://rs.tdwg.org/dwc/terms/p042","Les organismes transportés le long de ces couloirs dans les eaux de ballast ou dans les salissures de la coque DEVRAIENT être classés dans les catégories ""eaux de ballast du navire/du bateau"" ou ""salissures de la coque du navire/du bateau""."
"p042:notes","Notes for interconnected waterways/basins/seas http://rs.tdwg.org/dwc/terms/p042","Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p043:label","Label for tunnels and land bridges http://rs.tdwg.org/dwc/terms/p043","tunnels et ponts terrestres"
"p043:definition","Definition for tunnels and land bridges http://rs.tdwg.org/dwc/terms/p043","Dispersion involontaire par des organismes utilisant des tunnels artificiels, des ponts, des routes et des voies ferrées."
"p043:notes","Notes for tunnels and land bridges http://rs.tdwg.org/dwc/terms/p043","Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p044:label","Label for natural dispersal across borders of invasive alien organisms http://rs.tdwg.org/dwc/terms/p044","dispersion naturelle d'organismes exotiques envahissants à travers les frontières"
"p044:definition","Definition for natural dispersal across borders of invasive alien organisms http://rs.tdwg.org/dwc/terms/p044","Dispersion d'organismes vers de nouvelles régions par dispersion naturelle à partir de régions dans lesquelles ils sont étrangers."
"p044:notes","Notes for natural dispersal across borders of invasive alien organisms http://rs.tdwg.org/dwc/terms/p044","Cela désigne les espèces exotiques qui ont déjà été introduites par l'une des voies suivantes : libération dans la nature, échappée de confinement, contamination dans les transports, voyage clandestins dans les transports ou utilisation de couloirs. Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p045:label","Label for release in nature http://rs.tdwg.org/dwc/terms/p045","relâchement dans la nature"
"p045:definition","Definition for release in nature http://rs.tdwg.org/dwc/terms/p045","Organismes déplacés et relâchés par l'Homme dans un environnement (semi-)naturel dans l'intention qu'ils y vivent par la suite sans aide humaine."
"p045:notes","Notes for release in nature http://rs.tdwg.org/dwc/terms/p045","Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p046:label","Label for escape from confinement http://rs.tdwg.org/dwc/terms/p046","fuite de confinement"
"p046:definition","Definition for escape from confinement http://rs.tdwg.org/dwc/terms/p046","Organismes transportés intentionnellement par l'humain et destinés à être gardés en captivité ou cultivés, mais qui ont échappé par accident au contrôle de l'Homme."
"p046:notes","Notes for escape from confinement http://rs.tdwg.org/dwc/terms/p046","Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p047:label","Label for transport-contaminant http://rs.tdwg.org/dwc/terms/p047","contamination lors du transport"
"p047:definition","Definition for transport-contaminant http://rs.tdwg.org/dwc/terms/p047","Terme générique désignant toutes les espèces transportées en tant que contaminants dans d'autres produits."
"p047:notes","Notes for transport-contaminant http://rs.tdwg.org/dwc/terms/p047","Une espèce exotique est un contaminant si elle a une relation trophique ou biotique avec les organismes ou les objets transportés et qu'elle en dépend dans une certaine mesure pour sa survie. Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p048:label","Label for transport-stowaway http://rs.tdwg.org/dwc/terms/p048","passager clandestin"
"p048:definition","Definition for transport-stowaway http://rs.tdwg.org/dwc/terms/p048","Terme générique désignant toutes les espèces transportées par des moyens de transport où l'organisme a une interaction directe avec le transport et n'est pas simplement transporté en tant que partie ou contaminant de la cargaison."
"p048:notes","Notes for transport-stowaway http://rs.tdwg.org/dwc/terms/p048","Un passager clandestin n'a aucune relation trophique ou biotique avec les organismes ou les objets transportés. Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p049:label","Label for corridor http://rs.tdwg.org/dwc/terms/p049","couloir"
"p049:definition","Definition for corridor http://rs.tdwg.org/dwc/terms/p049","Les infrastructures, telles que les ponts, les tunnels et les canaux, ont éliminé les barrières naturelles à la dispersion et ont permis à une espèce de s'installer dans un nouvel endroit."
"p049:notes","Notes for corridor http://rs.tdwg.org/dwc/terms/p049","Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p050:label","Label for unaided http://rs.tdwg.org/dwc/terms/p050","sans assistance"
"p050:definition","Definition for unaided http://rs.tdwg.org/dwc/terms/p050","Organismes qui se propagent par dispersion naturelle, sans action ou aide de l'homme, à partir de régions dans lesquelles ils sont également exotique."
"p050:notes","Notes for unaided http://rs.tdwg.org/dwc/terms/p050","Ce terme fait référence à la dispersion secondaire à partir d'une zone où le taxon est également exotique. Voir également Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
"p051:label","Label for intentional http://rs.tdwg.org/dwc/terms/p051","volontaire"
"p051:definition","Definition for intentional http://rs.tdwg.org/dwc/terms/p051","Les organismes ont été introduits dans une nouvelle région avec l'intention spécifique de les y maintenir en vie, qu'ils soient destinés à être cultivés ou relâchés dans la nature."
