identifier,context,text
p029:notes,Notes for timber trade http://rs.tdwg.org/dwc/terms/p029,"Examples include wooden furniture, saw dust and fire wood. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
p030:label,"Label for transportation of habitat material (soil, vegetation, wood etc) http://rs.tdwg.org/dwc/terms/p030","transportation of habitat material (soil, vegetation, wood etc)"
p030:definition,"Definition for transportation of habitat material (soil, vegetation, wood etc) http://rs.tdwg.org/dwc/terms/p030",Organisms transported with their habitat material to a new location.
p030:notes,"Notes for transportation of habitat material (soil, vegetation, wood etc) http://rs.tdwg.org/dwc/terms/p030","Examples include materials such as soil, vegetation, straw and wood chips. Unless these materials are sterilised the organisms can be transported with their habitat to a new location. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
p031:label,Label for angling/fishing equipment http://rs.tdwg.org/dwc/terms/p031,angling/fishing equipment
p031:definition,Definition for angling/fishing equipment http://rs.tdwg.org/dwc/terms/p031,Aquatic organisms moved between sites on equipment of recreational anglers and professional fishermen.
p031:notes,Notes for angling/fishing equipment http://rs.tdwg.org/dwc/terms/p031,See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p032:label,Label for container/bulk http://rs.tdwg.org/dwc/terms/p032,container/bulk
p032:definition,Definition for container/bulk http://rs.tdwg.org/dwc/terms/p032,Stowaways transported in or on cargo containers or bulk cargo units.
p032:notes,Notes for container/bulk http://rs.tdwg.org/dwc/terms/p032,"The difference between this category and others, such as ""hitchhikers on ship/boat"", is that the organism embarked and disembarked from the container rather than the ship. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
p033:label,Label for hitchhikers in or on airplane http://rs.tdwg.org/dwc/terms/p033,hitchhikers in or on airplane
p033:definition,Definition for hitchhikers in or on airplane http://rs.tdwg.org/dwc/terms/p033,"Organisms that enter airplanes or other aircraft, such as helicopters, and are transported by them to another location."
p033:notes,Notes for hitchhikers in or on airplane http://rs.tdwg.org/dwc/terms/p033,This term does not apply to organisms that embarked in containers that were subsequently loaded onto an aircraft. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p034:label,Label for hitchhikers on ship/boat (excluding ballast water and hull fouling) http://rs.tdwg.org/dwc/terms/p034,hitchhikers on ship/boat (excluding ballast water and hull fouling)
p034:definition,Definition for hitchhikers on ship/boat (excluding ballast water and hull fouling) http://rs.tdwg.org/dwc/terms/p034,Organisms that enter directly onto boats or ships and are transported by them to another location.
p034:notes,Notes for hitchhikers on ship/boat (excluding ballast water and hull fouling) http://rs.tdwg.org/dwc/terms/p034,"This term does not apply to organisms that embarked in containers that are subsequently loaded onto the ship, nor to contaminants of products loaded onto the ship. The term is intended for organisms that directly interact with the boat or ship. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
p035:label,Label for machinery/equipment http://rs.tdwg.org/dwc/terms/p035,machinery/equipment
p035:definition,Definition for machinery/equipment http://rs.tdwg.org/dwc/terms/p035,Organisms carried on the surfaces of or within heavy machinery and equipment.
p035:notes,Notes for machinery/equipment http://rs.tdwg.org/dwc/terms/p035,"This includes military equipment, farm machinery and manufacturing equipment. This term does not include products carried by vehicles. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
p036:label,Label for people and their luggage/equipment (in particular tourism) http://rs.tdwg.org/dwc/terms/p036,people and their luggage/equipment (in particular tourism)
p036:definition,Definition for people and their luggage/equipment (in particular tourism) http://rs.tdwg.org/dwc/terms/p036,Organisms transported on people and/or their personal luggage.
p036:usage,Usage for people and their luggage/equipment (in particular tourism) http://rs.tdwg.org/dwc/terms/p036,"This term excludes recreational angling equipment, which SHOULD be classified under its own term (""angling/fishing equipment"")."
p036:notes,Notes for people and their luggage/equipment (in particular tourism) http://rs.tdwg.org/dwc/terms/p036,Examples include organisms transported by tourists. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p037:label,"Label for organic packing material, in particular wood packaging http://rs.tdwg.org/dwc/terms/p037","organic packing material, in particular wood packaging"
p037:definition,"Definition for organic packing material, in particular wood packaging http://rs.tdwg.org/dwc/terms/p037","Organic material, particularly unprocessed plant material that is used to pack transported goods."
p037:notes,"Notes for organic packing material, in particular wood packaging http://rs.tdwg.org/dwc/terms/p037","Examples include woodern pallets, boxes, bags and baskets. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
p038:label,Label for ship/boat ballast water http://rs.tdwg.org/dwc/terms/p038,ship/boat ballast water
p038:definition,Definition for ship/boat ballast water http://rs.tdwg.org/dwc/terms/p038,Organisms transported within the water pumped into boats and ships to provide ballast.
p038:notes,Notes for ship/boat ballast water http://rs.tdwg.org/dwc/terms/p038,See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p039:label,Label for ship/boat hull fouling http://rs.tdwg.org/dwc/terms/p039,ship/boat hull fouling
p039:definition,Definition for ship/boat hull fouling http://rs.tdwg.org/dwc/terms/p039,Organisms that attach themselves to the subsurface hull of boats and ships.
p039:notes,Notes for ship/boat hull fouling http://rs.tdwg.org/dwc/terms/p039,See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p040:label,"Label for vehicles (car, train, etc.) http://rs.tdwg.org/dwc/terms/p040","vehicles (car, train, etc.)"
p040:definition,"Definition for vehicles (car, train, etc.) http://rs.tdwg.org/dwc/terms/p040","Other vehicle hitchhikers that have been unintentionally dispersed, but are not covered by other terms."
p040:notes,"Notes for vehicles (car, train, etc.) http://rs.tdwg.org/dwc/terms/p040",These organisms may be carried on or within the vehicle. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p041:label,Label for other means of transport http://rs.tdwg.org/dwc/terms/p041,other means of transport
p041:definition,Definition for other means of transport http://rs.tdwg.org/dwc/terms/p041,A catch-all term for any transport related dispersal that is not covered in other terms.
p041:notes,Notes for other means of transport http://rs.tdwg.org/dwc/terms/p041,"Examples include fouling from offshore oil and gas platforms, offshore renewable energy sites (such as wind farms, pipelines, cable transport, etc. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
p042:label,Label for interconnected waterways/basins/seas http://rs.tdwg.org/dwc/terms/p042,interconnected waterways/basins/seas
p042:definition,Definition for interconnected waterways/basins/seas http://rs.tdwg.org/dwc/terms/p042,Organisms that dispersed through artificial waterways created to connect previosuly unconnected water bodies.
p042:usage,Usage for interconnected waterways/basins/seas http://rs.tdwg.org/dwc/terms/p042,"Organisms transported along these corridors in ballast or as hull fouling SHOULD be categorised under the ""ship/boat ballast water"" or ""ship/boat hull fouling"" terms."
p042:notes,Notes for interconnected waterways/basins/seas http://rs.tdwg.org/dwc/terms/p042,See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p043:label,Label for tunnels and land bridges http://rs.tdwg.org/dwc/terms/p043,tunnels and land bridges
p043:definition,Definition for tunnels and land bridges http://rs.tdwg.org/dwc/terms/p043,"Unintentional dispersal by organisms using artificial tunnels, bridges, roads and railways."
p043:notes,Notes for tunnels and land bridges http://rs.tdwg.org/dwc/terms/p043,See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p044:label,Label for natural dispersal across borders of invasive alien organisms http://rs.tdwg.org/dwc/terms/p044,natural dispersal across borders of invasive alien organisms
p044:definition,Definition for natural dispersal across borders of invasive alien organisms http://rs.tdwg.org/dwc/terms/p044,Dispersal of organisms to new regions by natural dispersal from regions in which they are alien.
p044:notes,Notes for natural dispersal across borders of invasive alien organisms http://rs.tdwg.org/dwc/terms/p044,"These are alien species that have previously been introduced through one of these pathways: release in nature, excape from confinement, transport-contaminant, transport-stowaway, or corridor. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
p045:label,Label for release in nature http://rs.tdwg.org/dwc/terms/p045,release in nature
p045:definition,Definition for release in nature http://rs.tdwg.org/dwc/terms/p045,Organisms transported and released by humans in a (semi)natural environment with the intention that they should live there without further human aid.
p045:notes,Notes for release in nature http://rs.tdwg.org/dwc/terms/p045,See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p046:label,Label for escape from confinement http://rs.tdwg.org/dwc/terms/p046,escape from confinement
p046:definition,Definition for escape from confinement http://rs.tdwg.org/dwc/terms/p046,"Organisms intentionally transported by humans and intended to be kept in captivity or cultivation, but having inadvertently escaped from human control."
p046:notes,Notes for escape from confinement http://rs.tdwg.org/dwc/terms/p046,See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p047:label,Label for transport-contaminant http://rs.tdwg.org/dwc/terms/p047,transport-contaminant
p047:definition,Definition for transport-contaminant http://rs.tdwg.org/dwc/terms/p047,An umbrella term for all species transported as contaninents in other products.
p047:notes,Notes for transport-contaminant http://rs.tdwg.org/dwc/terms/p047,An alien species is a contaminant if it had a trophic or biotic relationship to organisms or items being transported and was to some extent dependent on them for survival. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p048:label,Label for transport-stowaway http://rs.tdwg.org/dwc/terms/p048,transport-stowaway
p048:definition,Definition for transport-stowaway http://rs.tdwg.org/dwc/terms/p048,"An umbrella term for all species transported by riding on forms of transport where the organism has a direct interaction with the transport and is not merely carried as part of, or a contaminant of cargo."
p048:notes,Notes for transport-stowaway http://rs.tdwg.org/dwc/terms/p048,A stowaway has no trophic or biotic relationship to the organisms or items being transported. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p049:label,Label for corridor http://rs.tdwg.org/dwc/terms/p049,corridor
p049:definition,Definition for corridor http://rs.tdwg.org/dwc/terms/p049,"Infrastructure, such as bridges, tunnels and canals have removed natural barriers to dispersal and allowed a species to move into a novel location."
p049:notes,Notes for corridor http://rs.tdwg.org/dwc/terms/p049,See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p050:label,Label for unaided http://rs.tdwg.org/dwc/terms/p050,unaided
p050:definition,Definition for unaided http://rs.tdwg.org/dwc/terms/p050,"Organisms that spread by natural dispersal, without action or assistance by humans, from regions in which they are also alien."
p050:notes,Notes for unaided http://rs.tdwg.org/dwc/terms/p050,The term refers to secondary dispersal from an area where the taxon is also alien. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p051:label,Label for intentional http://rs.tdwg.org/dwc/terms/p051,intentional
p051:definition,Definition for intentional http://rs.tdwg.org/dwc/terms/p051,"Organisms were brought to new area with the specific intention of keeping them alive in the new region, regardless of whether they were intended to be cultivated or released into the wild."
p051:notes,Notes for intentional http://rs.tdwg.org/dwc/terms/p051,See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p052:label,Label for unintentional http://rs.tdwg.org/dwc/terms/p052,unintentional
p052:definition,Definition for unintentional http://rs.tdwg.org/dwc/terms/p052,The organism was unintentionally brought to a new region.
p052:notes,Notes for unintentional http://rs.tdwg.org/dwc/terms/p052,See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p053:label,Label for corridor and dispersal http://rs.tdwg.org/dwc/terms/p053,corridor and dispersal
p053:definition,Definition for corridor and dispersal http://rs.tdwg.org/dwc/terms/p053,"Organisms dispersed naturally, even if that dispersal was aided by changes in the landscape created by humans."
p053:notes,Notes for corridor and dispersal http://rs.tdwg.org/dwc/terms/p053,See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
