identifier,context,text
temporal:dcterms_description,Description for Temporal Coverage http://rs.tdwg.org/dwc/terms/temporal,"See the DCMI User Guide dcterms:temporal entry, https://github.com/dcmi/repository/blob/master/mediawiki_wiki/User_Guide/Publishing_Metadata.md#dctermstemporal, for an example. dc:coverage may be used for string values of temporal coverage, but use the Geography Vocabulary for geographic coverage. String examples for use with dc:coverage include ""Jurassic"", ""Elizabethan"", ""Spring, 1957"". 2008-01-01/2008-06-30. If the resource is video or audio, it refers to the time span, if any, depicted by the resource. For live-media this is closely related to Original Date and Time (Example: the time depicted by a time-lapse video file of organism development), but for media with fictional content it is not."
temporal:skos_scopeNote,Usage for Temporal Coverage http://rs.tdwg.org/dwc/terms/temporal,"The coverage (extent or scope) of the content of the resource. Temporal coverage will typically include temporal period (a period label, date, or date range) to which the subjects of the media or media collection relate. If dates are mentioned, they SHOULD follow ISO 8601. When the resource is a Collection, this refers to the temporal coverage of the collection. Following dcterms:temporal, the value MUST be a URI."
title:label,Label for Title http://rs.tdwg.org/dwc/terms/title,Title
title:rdfs_comment,Comment for Title http://rs.tdwg.org/dwc/terms/title,A name given to the resource.
title:dcterms_description,Description for Title http://rs.tdwg.org/dwc/terms/title,"It is strongly suggested to provide a title. The title facilitates interactions with humans: e.g., it could be used as display text of hyperlinks or to provide a choice of images in a pick list. The title is therefore highly useful and an effort should be made to provide it where it is not already available. When the resource is a collection without an institutional or official name, but with a thematic content, a descriptive title, e. g. ""Urban Ants of New England,"" would be suitable. In individual media resources depicting taxa, the scientific name or names of taxa often form a good title. Common names in addition to or instead of scientific names are also acceptable. Indications of action or roles captured by the media resource, such as predatory acts, are desirable (""Rattlesnake eating deer mouse"", ""Pollinators of California Native Plants"")."
title:skos_scopeNote,Usage for Title http://rs.tdwg.org/dwc/terms/title,"Concise title, name, or brief descriptive label of institution, resource collection, or individual resource. This field SHOULD include the complete title with all the subtitles, if any."
type:label,Label for Type http://rs.tdwg.org/dwc/terms/type,Type
type:rdfs_comment,Comment for Type http://rs.tdwg.org/dwc/terms/type,The nature or genre of the resource. 
type:dcterms_description,Description for Type http://rs.tdwg.org/dwc/terms/type,"If the resource is a Collection, this term does not identify what types of objects it may contain. See also the entry for dc:type in the Audiovisual Core term list document and see the DCMI FAQ on DC and DCTERMS Namespaces, https://web.archive.org/web/20171126043657/https://github.com/dcmi/repository/blob/master/mediawiki_wiki/FAQ/DC_and_DCTERMS_Namespaces.md, for discussion of the rationale for terms in two namespaces. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions."
type:skos_scopeNote,Usage for Type http://rs.tdwg.org/dwc/terms/type,"The value of dcterms:type SHOULD be an IRI of any term from the DCMI Type Vocabulary, https://www.dublincore.org/specifications/dublin-core/dcmi-terms/#section-7 . In text-based systems (e.g. spreadsheets) the value MUST be an IRI with an unabbreviated namespace. Machine-readable systems MAY use any form of the IRI (e.g. compact URIs; CURIEs) that can be determined to be equivalent to the unabbreviated IRI. RECOMMENDED values for media items are those IRIs whose term names are ""Collection"", ""StillImage"", ""Sound"", ""MovingImage"", ""InteractiveResource"", and ""Text"". A Collection MUST be given a value of http://purl.org/dc/dcmitype/Collection. Following the DC recommendations at http://purl.org/dc/dcmitype/Text, images of text SHOULD be given a value of http://purl.org/dc/dcmitype/Text for dcterms:type. A value for at least one of dc:type and dcterms:type MUST be supplied in an Audiovisual Core record but when feasible, supplying both can make the metadata more widely useful. The values of dc:type and dcterms:type SHOULD designate the same type, but in case of ambiguity dcterms:type prevails."
