identifier,context,text
scientificName:examples,Examples for Scientific Taxon Name http://rs.tdwg.org/dwc/terms/scientificName,"`Coleoptera` (order). `Vespertilionidae` (family). `Manis` (genus). `Ctenomys sociabilis` (genus + specificEpithet). `Ambystoma tigrinum diaboli` (genus + specificEpithet + infraspecificEpithet). `Roptrocerus typographi (Györfi, 1952)` (genus + specificEpithet + scientificNameAuthorship), `Quercus agrifolia var. oxyadenia (Torr.) J.T. Howell` (genus + specificEpithet + taxonRank + infraspecificEpithet + scientificNameAuthorship)."
scientificNameID:label,Label for Scientific Name ID http://rs.tdwg.org/dwc/terms/scientificNameID,Scientific Name ID
scientificNameID:rdfs_comment,Comment for Scientific Name ID http://rs.tdwg.org/dwc/terms/scientificNameID,An identifier for the nomenclatural (not taxonomic) details of a scientific name.
scientificNameID:dcterms_description,Description for Scientific Name ID http://rs.tdwg.org/dwc/terms/scientificNameID,See dwc:scientificName.
sex:label,Label for Subject Sex http://rs.tdwg.org/dwc/terms/sex,Subject Sex
sex:rdfs_comment,Comment for Subject Sex http://rs.tdwg.org/dwc/terms/sex,The sex of the biological individual(s) represented in the Occurrence.
sex:dcterms_description,Description for Subject Sex http://rs.tdwg.org/dwc/terms/sex,Recommended best practice is to use a controlled vocabulary.
vernacularName:label,Label for Common Name http://rs.tdwg.org/dwc/terms/vernacularName,Common Name
vernacularName:rdfs_comment,Comment for Common Name http://rs.tdwg.org/dwc/terms/vernacularName,A common or vernacular name.
vernacularName:dcterms_description,Description for Common Name http://rs.tdwg.org/dwc/terms/vernacularName,"The ISO language code after the name should be formatted as in the following example: 'abete bianco (it); Tanne (de); White Fir (en)'. If names are known to be male- or female-specific, this may be specified as in: 'ewe (en-female); ram (en-male);'."
continent:label,Label for Continent http://rs.tdwg.org/dwc/terms/continent,Continent
continent:rdfs_comment,Comment for Continent http://rs.tdwg.org/dwc/terms/continent,The name of the continent in which the Location occurs.
continent:dcterms_description,Description for Continent http://rs.tdwg.org/dwc/terms/continent,Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.
coordinatePrecision:label,Label for Coordinate Precision http://rs.tdwg.org/dwc/terms/coordinatePrecision,Coordinate Precision
coordinatePrecision:rdfs_comment,Comment for Coordinate Precision http://rs.tdwg.org/dwc/terms/coordinatePrecision,A decimal representation of the precision of the coordinates given in the decimalLatitude and decimalLongitude.
coordinatePrecision:examples,Examples for Coordinate Precision http://rs.tdwg.org/dwc/terms/coordinatePrecision,`0.00001` (normal GPS limit for decimal degrees). `0.000278` (nearest second). `0.01667` (nearest minute). `1.0` (nearest degree).
coordinateUncertaintyInMeters:label,Label for Coordinate Uncertainty In Meters http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters,Coordinate Uncertainty In Meters
coordinateUncertaintyInMeters:rdfs_comment,Comment for Coordinate Uncertainty In Meters http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters,"The horizontal distance (in meters) from the given decimalLatitude and decimalLongitude describing the smallest circle containing the whole of the Location. Leave the value empty if the uncertainty is unknown, cannot be estimated, or is not applicable (because there are no coordinates). Zero is not a valid value for this term."
coordinateUncertaintyInMeters:examples,Examples for Coordinate Uncertainty In Meters http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters,`30` (reasonable lower limit of a GPS reading under good conditions if the actual precision was not recorded at the time). `71` (uncertainty for a UTM coordinate having 100 meter precision and a known spatial reference system).
country:label,Label for Country http://rs.tdwg.org/dwc/terms/country,Country
country:rdfs_comment,Comment for Country http://rs.tdwg.org/dwc/terms/country,The name of the country or major administrative unit in which the Location occurs.
country:dcterms_description,Description for Country http://rs.tdwg.org/dwc/terms/country,Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.
countryCode:label,Label for Country Code http://rs.tdwg.org/dwc/terms/countryCode,Country Code
countryCode:rdfs_comment,Comment for Country Code http://rs.tdwg.org/dwc/terms/countryCode,The standard code for the country in which the Location occurs.
countryCode:dcterms_description,Description for Country Code http://rs.tdwg.org/dwc/terms/countryCode,Recommended best practice is to use an ISO 3166-1-alpha-2 country code.
county:label,Label for County http://rs.tdwg.org/dwc/terms/county,County
county:rdfs_comment,Comment for County http://rs.tdwg.org/dwc/terms/county,"The full, unabbreviated name of the next smaller administrative region than stateProvince (county, shire, department, etc.) in which the Location occurs."
county:dcterms_description,Description for County http://rs.tdwg.org/dwc/terms/county,Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.
decimalLatitude:label,Label for Decimal Latitude http://rs.tdwg.org/dwc/terms/decimalLatitude,Decimal Latitude
decimalLatitude:rdfs_comment,Comment for Decimal Latitude http://rs.tdwg.org/dwc/terms/decimalLatitude,"The geographic latitude (in decimal degrees, using the spatial reference system given in geodeticDatum) of the geographic center of a Location. Positive values are north of the Equator, negative values are south of it. Legal values lie between -90 and 90, inclusive."
decimalLongitude:label,Label for Decimal Longitude http://rs.tdwg.org/dwc/terms/decimalLongitude,Decimal Longitude
decimalLongitude:rdfs_comment,Comment for Decimal Longitude http://rs.tdwg.org/dwc/terms/decimalLongitude,"The geographic longitude (in decimal degrees, using the spatial reference system given in geodeticDatum) of the geographic center of a Location. Positive values are east of the Greenwich Meridian, negative values are west of it. Legal values lie between -180 and 180, inclusive."
footprintSpatialFit:label,Label for Footprint Spatial Fit http://rs.tdwg.org/dwc/terms/footprintSpatialFit,Footprint Spatial Fit
footprintSpatialFit:rdfs_comment,Comment for Footprint Spatial Fit http://rs.tdwg.org/dwc/terms/footprintSpatialFit,"The ratio of the area of the footprint (footprintWKT) to the area of the true (original, or most specific) spatial representation of the Location. Legal values are 0, greater than or equal to 1, or undefined. A value of 1 is an exact match or 100% overlap. A value of 0 should be used if the given footprint does not completely contain the original representation. The footprintSpatialFit is undefined (and should be left empty) if the original representation is a point without uncertainty and the given georeference is not that same point (without uncertainty). If both the original and the given georeference are the same point, the footprintSpatialFit is 1."
footprintSpatialFit:dcterms_description,Description for Footprint Spatial Fit http://rs.tdwg.org/dwc/terms/footprintSpatialFit,"Detailed explanations with graphical examples can be found in the Georeferencing Best Practices, Chapman and Wieczorek, 2020 (https://doi.org/10.15468/doc-gg7h-s853)."
footprintSRS:label,Label for Footprint SRS http://rs.tdwg.org/dwc/terms/footprintSRS,Footprint SRS
footprintSRS:rdfs_comment,Comment for Footprint SRS http://rs.tdwg.org/dwc/terms/footprintSRS,"A Well-Known Text (WKT) representation of the Spatial Reference System (SRS) for the footprintWKT of the Location. Do not use this term to describe the SRS of the decimalLatitude and decimalLongitude, even if it is the same as for the footprintWKT - use the geodeticDatum instead."
footprintSRS:examples,Examples for Footprint SRS http://rs.tdwg.org/dwc/terms/footprintSRS,"`GEOGCS[""GCS_WGS_1984"", DATUM[""D_WGS_1984"", SPHEROID[""WGS_1984"",6378137,298.257223563]], PRIMEM[""Greenwich"",0], UNIT[""Degree"",0.0174532925199433]]` (WKT for the standard WGS84 Spatial Reference System EPSG:4326)."
footprintWKT:label,Label for Footprint WKT http://rs.tdwg.org/dwc/terms/footprintWKT,Footprint WKT
footprintWKT:rdfs_comment,Comment for Footprint WKT http://rs.tdwg.org/dwc/terms/footprintWKT,"A Well-Known Text (WKT) representation of the shape (footprint, geometry) that defines the Location. A Location may have both a point-radius representation (see decimalLatitude) and a footprint representation, and they may differ from each other."
footprintWKT:examples,Examples for Footprint WKT http://rs.tdwg.org/dwc/terms/footprintWKT,"`POLYGON ((10 20, 11 20, 11 21, 10 21, 10 20))` (the one-degree bounding box with opposite corners at longitude=10, latitude=20 and longitude=11, latitude=21)"
geodeticDatum:label,Label for Geodetic Datum http://rs.tdwg.org/dwc/terms/geodeticDatum,Geodetic Datum
geodeticDatum:rdfs_comment,Comment for Geodetic Datum http://rs.tdwg.org/dwc/terms/geodeticDatum,"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which the geographic coordinates given in decimalLatitude and decimalLongitude as based."
geodeticDatum:dcterms_description,Description for Geodetic Datum http://rs.tdwg.org/dwc/terms/geodeticDatum,"Recommended best practice is to use the EPSG code of the SRS, if known. Otherwise use a controlled vocabulary for the name or code of the geodetic datum, if known. Otherwise use a controlled vocabulary for the name or code of the ellipsoid, if known. If none of these is known, use the value `unknown`."
georeferencedBy:label,Label for Georeferenced By http://rs.tdwg.org/dwc/terms/georeferencedBy,Georeferenced By
georeferencedBy:rdfs_comment,Comment for Georeferenced By http://rs.tdwg.org/dwc/terms/georeferencedBy,"A list (concatenated and separated) of names of people, groups, or organizations who determined the georeference (spatial representation) for the Location."
georeferencedBy:dcterms_description,Description for Georeferenced By http://rs.tdwg.org/dwc/terms/georeferencedBy,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).
georeferenceProtocol:label,Label for Georeference Protocol http://rs.tdwg.org/dwc/terms/georeferenceProtocol,Georeference Protocol
georeferenceProtocol:rdfs_comment,Comment for Georeference Protocol http://rs.tdwg.org/dwc/terms/georeferenceProtocol,"A description or reference to the methods used to determine the spatial footprint, coordinates, and uncertainties."
georeferenceRemarks:label,Label for Georeference Remarks http://rs.tdwg.org/dwc/terms/georeferenceRemarks,Georeference Remarks
georeferenceRemarks:rdfs_comment,Comment for Georeference Remarks http://rs.tdwg.org/dwc/terms/georeferenceRemarks,"Notes or comments about the spatial description determination, explaining assumptions made in addition or opposition to the those formalized in the method referred to in georeferenceProtocol."
georeferenceSources:label,Label for Georeference Sources http://rs.tdwg.org/dwc/terms/georeferenceSources,Georeference Sources
georeferenceSources:rdfs_comment,Comment for Georeference Sources http://rs.tdwg.org/dwc/terms/georeferenceSources,"A list (concatenated and separated) of maps, gazetteers, or other resources used to georeference the Location, described specifically enough to allow anyone in the future to use the same resources."
georeferenceSources:dcterms_description,Description for Georeference Sources http://rs.tdwg.org/dwc/terms/georeferenceSources,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).
georeferenceVerificationStatus:label,Label for Georeference Verification Status http://rs.tdwg.org/dwc/terms/georeferenceVerificationStatus,Georeference Verification Status
georeferenceVerificationStatus:rdfs_comment,Comment for Georeference Verification Status http://rs.tdwg.org/dwc/terms/georeferenceVerificationStatus,A categorical description of the extent to which the georeference has been verified to represent the best possible spatial description.
georeferenceVerificationStatus:dcterms_description,Description for Georeference Verification Status http://rs.tdwg.org/dwc/terms/georeferenceVerificationStatus,Recommended best practice is to use a controlled vocabulary.
higherGeography:label,Label for Higher Geography http://rs.tdwg.org/dwc/terms/higherGeography,Higher Geography
higherGeography:rdfs_comment,Comment for Higher Geography http://rs.tdwg.org/dwc/terms/higherGeography,A list (concatenated and separated) of geographic names less specific than the information captured in the locality term.
higherGeography:dcterms_description,Description for Higher Geography http://rs.tdwg.org/dwc/terms/higherGeography,"Recommended best practice is to separate the values in a list with space vertical bar space (` | `), with terms in order from least specific to most specific."
higherGeography:examples,Examples for Higher Geography http://rs.tdwg.org/dwc/terms/higherGeography,"`North Atlantic Ocean`. `South America | Argentina | Patagonia | Parque Nacional Nahuel Huapi | Neuquén | Los Lagos` (with accompanying values `South America` in continent, `Argentina` in country, `Neuquén` in stateProvince, and `Los Lagos` in county."
higherGeographyID:label,Label for Higher Geography ID http://rs.tdwg.org/dwc/terms/higherGeographyID,Higher Geography ID
higherGeographyID:rdfs_comment,Comment for Higher Geography ID http://rs.tdwg.org/dwc/terms/higherGeographyID,An identifier for the geographic region within which the Location occurred.
higherGeographyID:dcterms_description,Description for Higher Geography ID http://rs.tdwg.org/dwc/terms/higherGeographyID,Recommended best practice is to use a persistent identifier from a controlled vocabulary such as the Getty Thesaurus of Geographic Names.
higherGeographyID:examples,Examples for Higher Geography ID http://rs.tdwg.org/dwc/terms/higherGeographyID,"`http://vocab.getty.edu/tgn/1002002` (Antártida e Islas del Atlántico Sur, Territorio Nacional de la Tierra del Fuego, Argentina)."
island:label,Label for Island http://rs.tdwg.org/dwc/terms/island,Island
island:rdfs_comment,Comment for Island http://rs.tdwg.org/dwc/terms/island,The name of the island on or near which the Location occurs.
island:dcterms_description,Description for Island http://rs.tdwg.org/dwc/terms/island,Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.
islandGroup:label,Label for Island Group http://rs.tdwg.org/dwc/terms/islandGroup,Island Group
islandGroup:rdfs_comment,Comment for Island Group http://rs.tdwg.org/dwc/terms/islandGroup,The name of the island group in which the Location occurs.
islandGroup:dcterms_description,Description for Island Group http://rs.tdwg.org/dwc/terms/islandGroup,Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.
locality:label,Label for Locality http://rs.tdwg.org/dwc/terms/locality,Locality
locality:rdfs_comment,Comment for Locality http://rs.tdwg.org/dwc/terms/locality,"The specific description of the place. Less specific geographic information can be provided in other geographic terms (higherGeography, continent, country, stateProvince, county, municipality, waterBody, island, islandGroup). This term may contain information modified from the original to correct perceived errors or standardize the description."
locationAccordingTo:label,Label for Location According To http://rs.tdwg.org/dwc/terms/locationAccordingTo,Location According To
locationAccordingTo:rdfs_comment,Comment for Location According To http://rs.tdwg.org/dwc/terms/locationAccordingTo,"Information about the source of this Location information. Could be a publication (gazetteer), institution, or team of individuals."
locationID:label,Label for Location ID http://rs.tdwg.org/dwc/terms/locationID,Location ID
locationID:rdfs_comment,Comment for Location ID http://rs.tdwg.org/dwc/terms/locationID,An identifier for the set of location information (data associated with dcterms:Location). May be a global unique identifier or an identifier specific to the data set.
locationRemarks:label,Label for Location Remarks http://rs.tdwg.org/dwc/terms/locationRemarks,Location Remarks
locationRemarks:rdfs_comment,Comment for Location Remarks http://rs.tdwg.org/dwc/terms/locationRemarks,Comments or notes about the Location.
maximumDepthInMeters:label,Label for Maximum Depth In Meters http://rs.tdwg.org/dwc/terms/maximumDepthInMeters,Maximum Depth In Meters
maximumDepthInMeters:rdfs_comment,Comment for Maximum Depth In Meters http://rs.tdwg.org/dwc/terms/maximumDepthInMeters,"The greater depth of a range of depth below the local surface, in meters."
maximumDistanceAboveSurfaceInMeters:label,Label for Maximum Distance Above Surface In Meters http://rs.tdwg.org/dwc/terms/maximumDistanceAboveSurfaceInMeters,Maximum Distance Above Surface In Meters
maximumDistanceAboveSurfaceInMeters:rdfs_comment,Comment for Maximum Distance Above Surface In Meters http://rs.tdwg.org/dwc/terms/maximumDistanceAboveSurfaceInMeters,"The greater distance in a range of distance from a reference surface in the vertical direction, in meters. Use positive values for locations above the surface, negative values for locations below. If depth measures are given, the reference surface is the location given by the depth, otherwise the reference surface is the location given by the elevation."
maximumDistanceAboveSurfaceInMeters:examples,Examples for Maximum Distance Above Surface In Meters http://rs.tdwg.org/dwc/terms/maximumDistanceAboveSurfaceInMeters,"`-1.5` (below the surface). `4.2` (above the surface). For a 1.5 meter sediment core from the bottom of a lake (at depth 20m) at 300m elevation: verbatimElevation: `300m` minimumElevationInMeters: `300`, maximumElevationInMeters: `300`, verbatimDepth: `20m`, minimumDepthInMeters: `20`, maximumDepthInMeters: `20`, minimumDistanceAboveSurfaceInMeters: `0`, maximumDistanceAboveSurfaceInMeters: `-1.5`."
maximumElevationInMeters:label,Label for Maximum Elevation In Meters http://rs.tdwg.org/dwc/terms/maximumElevationInMeters,Maximum Elevation In Meters
maximumElevationInMeters:rdfs_comment,Comment for Maximum Elevation In Meters http://rs.tdwg.org/dwc/terms/maximumElevationInMeters,"The upper limit of the range of elevation (altitude, usually above sea level), in meters."
minimumDepthInMeters:label,Label for Minimum Depth In Meters http://rs.tdwg.org/dwc/terms/minimumDepthInMeters,Minimum Depth In Meters
minimumDepthInMeters:rdfs_comment,Comment for Minimum Depth In Meters http://rs.tdwg.org/dwc/terms/minimumDepthInMeters,"The lesser depth of a range of depth below the local surface, in meters."
minimumDistanceAboveSurfaceInMeters:label,Label for Minimum Distance Above Surface In Meters http://rs.tdwg.org/dwc/terms/minimumDistanceAboveSurfaceInMeters,Minimum Distance Above Surface In Meters
minimumDistanceAboveSurfaceInMeters:rdfs_comment,Comment for Minimum Distance Above Surface In Meters http://rs.tdwg.org/dwc/terms/minimumDistanceAboveSurfaceInMeters,"The lesser distance in a range of distance from a reference surface in the vertical direction, in meters. Use positive values for locations above the surface, negative values for locations below. If depth measures are given, the reference surface is the location given by the depth, otherwise the reference surface is the location given by the elevation."
minimumDistanceAboveSurfaceInMeters:examples,Examples for Minimum Distance Above Surface In Meters http://rs.tdwg.org/dwc/terms/minimumDistanceAboveSurfaceInMeters,"`-1.5` (below the surface). `4.2` (above the surface). For a 1.5 meter sediment core from the bottom of a lake (at depth 20m) at 300m elevation: verbatimElevation: `300m` minimumElevationInMeters: `300`, maximumElevationInMeters: `300`, verbatimDepth: `20m`, minimumDepthInMeters: `20`, maximumDepthInMeters: `20`, minimumDistanceAboveSurfaceInMeters: `0`, maximumDistanceAboveSurfaceInMeters: `-1.5`."
minimumElevationInMeters:label,Label for Minimum Elevation In Meters http://rs.tdwg.org/dwc/terms/minimumElevationInMeters,Minimum Elevation In Meters
minimumElevationInMeters:rdfs_comment,Comment for Minimum Elevation In Meters http://rs.tdwg.org/dwc/terms/minimumElevationInMeters,"The lower limit of the range of elevation (altitude, usually above sea level), in meters."
municipality:label,Label for Municipality http://rs.tdwg.org/dwc/terms/municipality,Municipality
municipality:rdfs_comment,Comment for Municipality http://rs.tdwg.org/dwc/terms/municipality,"The full, unabbreviated name of the next smaller administrative region than county (city, municipality, etc.) in which the Location occurs. Do not use this term for a nearby named place that does not contain the actual location."
municipality:dcterms_description,Description for Municipality http://rs.tdwg.org/dwc/terms/municipality,Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.
pointRadiusSpatialFit:label,Label for Point Radius Spatial Fit http://rs.tdwg.org/dwc/terms/pointRadiusSpatialFit,Point Radius Spatial Fit
pointRadiusSpatialFit:rdfs_comment,Comment for Point Radius Spatial Fit http://rs.tdwg.org/dwc/terms/pointRadiusSpatialFit,"The ratio of the area of the point-radius (decimalLatitude, decimalLongitude, coordinateUncertaintyInMeters) to the area of the true (original, or most specific) spatial representation of the Location. Legal values are 0, greater than or equal to 1, or undefined. A value of 1 is an exact match or 100% overlap. A value of 0 should be used if the given point-radius does not completely contain the original representation. The pointRadiusSpatialFit is undefined (and should be left empty) if the original representation is a point without uncertainty and the given georeference is not that same point (without uncertainty). If both the original and the given georeference are the same point, the pointRadiusSpatialFit is 1."
pointRadiusSpatialFit:dcterms_description,Description for Point Radius Spatial Fit http://rs.tdwg.org/dwc/terms/pointRadiusSpatialFit,"Detailed explanations with graphical examples can be found in the Georeferencing Best Practices, Chapman and Wieczorek, 2020 (https://doi.org/10.15468/doc-gg7h-s853)."
stateProvince:label,Label for State Province http://rs.tdwg.org/dwc/terms/stateProvince,State Province
stateProvince:rdfs_comment,Comment for State Province http://rs.tdwg.org/dwc/terms/stateProvince,"The name of the next smaller administrative region than country (state, province, canton, department, region, etc.) in which the Location occurs."
stateProvince:dcterms_description,Description for State Province http://rs.tdwg.org/dwc/terms/stateProvince,Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.
verbatimCoordinates:label,Label for Verbatim Coordinates http://rs.tdwg.org/dwc/terms/verbatimCoordinates,Verbatim Coordinates
verbatimCoordinates:rdfs_comment,Comment for Verbatim Coordinates http://rs.tdwg.org/dwc/terms/verbatimCoordinates,"The verbatim original spatial coordinates of the Location. The coordinate ellipsoid, geodeticDatum, or full Spatial Reference System (SRS) for these coordinates should be stored in verbatimSRS and the coordinate system should be stored in verbatimCoordinateSystem."
verbatimCoordinateSystem:label,Label for Verbatim Coordinate System http://rs.tdwg.org/dwc/terms/verbatimCoordinateSystem,Verbatim Coordinate System
verbatimCoordinateSystem:rdfs_comment,Comment for Verbatim Coordinate System http://rs.tdwg.org/dwc/terms/verbatimCoordinateSystem,The coordinate format for the verbatimLatitude and verbatimLongitude or the verbatimCoordinates of the Location.
verbatimCoordinateSystem:dcterms_description,Description for Verbatim Coordinate System http://rs.tdwg.org/dwc/terms/verbatimCoordinateSystem,Recommended best practice is to use a controlled vocabulary.
verbatimDepth:label,Label for Verbatim Depth http://rs.tdwg.org/dwc/terms/verbatimDepth,Verbatim Depth
verbatimDepth:rdfs_comment,Comment for Verbatim Depth http://rs.tdwg.org/dwc/terms/verbatimDepth,The original description of the depth below the local surface.
verbatimElevation:label,Label for Verbatim Elevation http://rs.tdwg.org/dwc/terms/verbatimElevation,Verbatim Elevation
verbatimElevation:rdfs_comment,Comment for Verbatim Elevation http://rs.tdwg.org/dwc/terms/verbatimElevation,"The original description of the elevation (altitude, usually above sea level) of the Location."
verbatimLatitude:label,Label for Verbatim Latitude http://rs.tdwg.org/dwc/terms/verbatimLatitude,Verbatim Latitude
verbatimLatitude:rdfs_comment,Comment for Verbatim Latitude http://rs.tdwg.org/dwc/terms/verbatimLatitude,"The verbatim original latitude of the Location. The coordinate ellipsoid, geodeticDatum, or full Spatial Reference System (SRS) for these coordinates should be stored in verbatimSRS and the coordinate system should be stored in verbatimCoordinateSystem."
verbatimLocality:label,Label for Verbatim Locality http://rs.tdwg.org/dwc/terms/verbatimLocality,Verbatim Locality
verbatimLocality:rdfs_comment,Comment for Verbatim Locality http://rs.tdwg.org/dwc/terms/verbatimLocality,The original textual description of the place.
verbatimLongitude:label,Label for Verbatim Longitude http://rs.tdwg.org/dwc/terms/verbatimLongitude,Verbatim Longitude
verbatimLongitude:rdfs_comment,Comment for Verbatim Longitude http://rs.tdwg.org/dwc/terms/verbatimLongitude,"The verbatim original longitude of the Location. The coordinate ellipsoid, geodeticDatum, or full Spatial Reference System (SRS) for these coordinates should be stored in verbatimSRS and the coordinate system should be stored in verbatimCoordinateSystem."
verbatimSRS:label,Label for Verbatim SRS http://rs.tdwg.org/dwc/terms/verbatimSRS,Verbatim SRS
