document_modified,term_localName,term_isDefinedBy,term_created,term_modified,term_deprecated,replaces_term,replaces1_term,replaces2_term,label,rdfs_comment,skos_scopeNote,dcterms_description,examples,rdf_type,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_layer,tdwgutility_required,tdwgutility_repeatable
2020-01-27T08:59:43-06:00,derivedFrom,http://rs.tdwg.org/ac/terms/,2013-10-28,2020-01-27,,,,,Derived From,A reference to an original resource from which the current one is derived.,"Human readable, or doi number, or URL. Simple name of parent for human readable.","Derivation of one resource from another is of special interest for identification tools (e. g. a key from an unpublished data set, as in FRIDA, or a PDA key from a PC or web key) or web services (e. g. a name synonymization service being derived from a specific data set). It may very rarely also be known where one image or sound recording is derived from another (but compare the separate mechanism to be used for quality/resolution levels). Can be repeated if a montage of images.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/RelatedResources,,,No,Yes
2020-01-27T08:59:43-06:00,digitizationDate,http://rs.tdwg.org/ac/terms/,2013-10-28,2020-01-27,,,,,Date and Time Digitized,"Date the first digital version was created, if different from Original Date and Time found in the Temporal Coverage Vocabulary.","The date and time MUST comply with the World Wide Web Consortium (W3C) datetime practice, https://www.w3.org/TR/NOTE-datetime, which requires that date and time representation correspond to ISO 8601:1998, but with year fields always comprising 4 digits. This makes datetime records compliant with 8601:2004, https://www.iso.org/standard/40874.html. AC datetime values MAY also follow 8601:2004 for ranges by separating two IS0 8601 datetime fields by a solidus (""forward slash"", '/'). Use the international (ISO/xml) format yyyy-mm-ddThh:mm (e. g. ""2007-12-31"" or ""2007-12-31T14:59""). Where available, timezone information SHOULD be added. ","This is often not the media creation or modification date. For example, if photographic prints have been scanned, the date of that scanning is what this term carries, but Original Date and Time is that depicted in the print. In the case of digital images containing EXIF, whereas the EXIF capture date does not contain time zone information, but EXIF GPSDateStamp and GPSTimeStamp may be relevant as these include time-zone information. See also Metadata Working Group Guidelines for Handling Image Metadata, Version 2.0 (November 2010), https://web.archive.org/web/20180919181934/http://www.metadataworkinggroup.org/pdf/mwg_guidance.pdf, which has best practice advice on handling time-zone-less EXIF date/time data. See also the Wikipedia IS0 8601 entry, https://en.wikipedia.org/wiki/ISO_8601, for further explanation and examples.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ResourceCreation,,,No,No
2020-01-27T08:59:43-06:00,fundingAttribution,http://rs.tdwg.org/ac/terms/,2013-10-28,2020-01-27,,,,,Funding,Text description of organizations or individuals who funded the creation of the resource.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Attribution,,,No,Yes
2020-01-27T08:59:43-06:00,furtherInformationURL,http://rs.tdwg.org/ac/terms/,2013-10-28,2020-01-27,,,,,Further Information URL,The URL of a Web site that provides additional information about the version of the media resource that is provided by the Service Access Point.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/ac/terms/ServiceAccessPoint,,,No,No
2020-01-27T08:59:43-06:00,hashFunction,http://rs.tdwg.org/ac/terms/,2013-10-28,2020-01-27,,,,,Hash Function,The cryptographic hash function used to compute the value given in the Hash Value.,,"Recommended values include MD5, SHA-1, SHA-224,SHA-256, SHA-384, SHA-512, SHA-512/224 and SHA-512/256",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/ac/terms/ServiceAccessPoint,,,No,No
2020-01-27T08:59:43-06:00,hashValue,http://rs.tdwg.org/ac/terms/,2013-10-28,2020-01-27,,,,,Hash,The value computed by a hash function applied to the media that will be delivered at the access point.,,"Best practice is to also specify the hash function by supplying a value of the Hash Function term, using one of the standard literals from the Notes there.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/ac/terms/ServiceAccessPoint,,,No,No
2023-09-05T08:12:41-05:00,hasServiceAccessPoint,http://rs.tdwg.org/ac/terms/,2013-10-28,2023-09-05,,,,,Service Access Point,"In a chosen serialization (RDF, XML Schema, etc.) the potentially multiple service access points (e.g., for different resolutions of an image) might be provided in a referenced or in a nested object. This property identifies one such access point. That is, each of potentially multiple values of hasServiceAccessPoint identifies a set of representation-dependent metadata using the properties defined under the Service Access Point Vocabulary section of the Audiovisual Core Term List document.",,"Some serializations may flatten the model of service-access points by (a) dropping ac:hasServiceAccessPoint, ac:variant and ac:variantLiteral, (b) repeating properties from the Service Access Point Vocabulary and prefixing them with values of ac:variantLiteral. If such a flat serialization is necessary for services, we recommend to select from among term names of the form ""AB"" where ""A"" is one of thumbnail, trailer, lowerQuality, mediumQuality, goodQuality, bestQuality, offline and ""B"" is one of AccessURI, Format, Extent, FurtherInformationURL, LicensingException, ServiceExpectation (example: thumbnailAccessURI). Implementers in specific constraint languages such as XML Schema or RDF may wish to make Access URI and perhaps dcterms:format mandatory on instances of the service access point.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Management,,,No,Yes
2020-01-27T08:59:43-06:00,IDofContainingCollection,http://rs.tdwg.org/ac/terms/,2013-10-28,2020-01-27,,,,,ID of Containing Collection,"If the resource is contained in a Collection, this field identifies that Collection uniquely.",,Repeatable: A media resource may be member of multiple collections. The form of the identifier is left to implementers of specific implementations.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/RelatedResources,,,No,Yes
2020-01-27T08:59:43-06:00,licenseLogoURL,http://rs.tdwg.org/ac/terms/,2013-10-28,2020-01-27,,,,,License Logo URL,A URL providing access to a logo that symbolizes the License.,,"The originating metadata provider is strongly urged to choose a suitable logo as a graphical representation of the license. Failure to do so may leave downstream aggregators in a difficult position to supply a logo that adequately represents the professional, legal, or social aims of the licensors (license givers). Example: http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png provides access to a logo image.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Attribution,,,No,No
2020-01-27T08:59:43-06:00,licensingException,http://rs.tdwg.org/ac/terms/,2013-10-28,2020-01-27,,,,,Licensing Exception Statement,The licensing statement for this variant of the media resource if different from that given in the License Statement property of the resource.,,"Required only if this version has different licensing than that of the media resource. For example, the highest resolution version may be more restricted than lower resolution versions.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/ac/terms/ServiceAccessPoint,,,No,No
2023-09-05T08:12:41-05:00,metadataCreator,http://rs.tdwg.org/ac/terms/,2013-10-28,2023-09-05,,,,,Metadata Creator,A URI representing a person or organization originally creating the resource metadata record.,,"See also the entry for ac:metadataCreatorLiteral and the section Namespaces, Prefixes and Term Names in the Audiovisual Core Term List document for discussion of the rationale for separate terms taking URI values from those taking Literal values where both are possible. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Agent,,,No,Yes
2023-09-05T08:12:41-05:00,metadataCreatorLiteral,http://rs.tdwg.org/ac/terms/,2013-10-28,2023-09-05,,,,,Metadata Creator,Name of the person or organization originally creating the resource metadata record.,,"See also the entry for ac:metadataCreator and the section Namespaces, Prefixes and Term Names in the Audiovisual Core Term List document for discussion of the rationale for separate terms taking URI values from those taking Literal values where both are possible. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Agent,,,No,Yes
2023-09-05T08:12:41-05:00,metadataLanguage,http://rs.tdwg.org/ac/terms/,2013-10-28,2023-09-05,,,,,Metadata Language,"The URI of the language of description and other metadata (but not necessarily of the image itself) , from the ISO639-2 list of URIs for ISO 3-letter language codes, http://id.loc.gov/vocabulary/iso639-2.","At least one of ac:metadataLanguage and ac:metadataLanguageLiteral MUST be supplied but, when feasible, supplying both might make the metadata more widely useful. They must specify the same language. In case of ambiguity, ac:metadataLanguage prevails.","This is NOT dcterms:language, which is about the resource, not the metadata. Metadata Language is deliberately single-valued, imposing on unstructured serializations a requirement that multi-lingual metadata be represented as separate, complete, metadata records. Audiovisual Core requires that each record also contains the language-neutral terms. In the absence of this requirement, metadata consumers would need to know which terms are language-neutral and merge these terms from all provided metadataLanguages into a single record. Metadata consumers may re-combine the information based on the dcterms:identifier that identifies the multimedia resource. Nothing in this document would, however, prevent an implementer, e. g. of an XML-Schema representation, from providing a fully hierarchical schema in which language neutral terms occur only a single time, and only the language-specific terms are repeated in a way that unambigously relates them to a metadata language. In RDF it may be a simple repetition of plain literals associated with a language (e.g., xml:lang attribute in RDF/XML). The language attribute would then be required in Audiovisual Core and would replace ac:metadataLanguage.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Management,,,Yes,No
2023-09-05T08:12:41-05:00,metadataLanguageLiteral,http://rs.tdwg.org/ac/terms/,2013-10-28,2023-09-05,,,,,Metadata Language,Language of description and other metadata (but not necessarily of the image itself) represented as an ISO639-2 three letter language code.,"ISO639-1 two-letter codes are permitted but deprecated. At least one of ac:metadataLanguage and ac:metadataLanguageLiteral MUST be supplied but, when feasible, supplying both might make the metadata more widely useful. They MUST specify the same language. In case of ambiguity, ac:metadataLanguage prevails. ","This is NOT dc:language, which is about the resource, not the metadata. Metadata Language is deliberately single-valued, imposing on unstructured serializations a requirement that multi-lingual metadata be represented as separate, complete, metadata records. Audiovisual Core requires that each record also contains the language-neutral terms. In the absence of this requirement, metadata consumers would need to know which terms are language-neutral and merge these terms from all provided metadataLanguages into a single record. Metadata consumers may re-combine the information based on the dcterms:identifier that identifies the multimedia resource. Nothing in this document would, however, prevent an implementer, e. g. of an XML-Schema representation, from providing a fully hierarchical schema in which language neutral terms occur only a single time, and only the language-specific terms are repeated in a way that unambigously relates them to a metadata language. In RDF it may be a simple repetition of plain literals associated with a language (e.g., xml:lang attribute in RDF/XML). The language attribute would then be required in Audiovisual Core and would replace ac:metadataLanguage.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Management,,,Yes,No
2023-09-05T08:12:41-05:00,metadataProvider,http://rs.tdwg.org/ac/terms/,2013-10-28,2023-09-05,,,,,Metadata Provider,URI of person or organization originally responsible for providing the resource metadata record.,,"Media resources and their metadata may be served from different institutions, e. g. in the case of aggregators adding user annotations, taxon identifications, or ratings. Compare Provider. See also the entry for ac:metadataProviderLiteral and the section Namespaces, Prefixes and Term Names in the Audiovisual Core Term List document for discussion of the rationale for separate terms taking URI values from those taking Literal values where both are possible. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Agent,,,No,Yes
2020-01-27T08:59:43-06:00,metadataProviderLiteral,http://rs.tdwg.org/ac/terms/,2013-10-28,2020-01-27,,,,,Metadata Provider,Name of the person or organization originally responsible for providing the resource metadata record.,,"Media resources and their metadata may be served from different institutions, e. g. in the case of aggregators adding user annotations, taxon identifications, or ratings. Compare Provider. See also the entry for ac:metadataProvider in this document and the section Namespaces, Prefixes and Term Names for discussion of the rationale for separate terms taking URI values from those taking Literal values where both are possible. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Agent,,,No,Yes
2020-01-27T08:59:43-06:00,otherScientificName,http://rs.tdwg.org/ac/terms/,2013-10-28,2020-01-27,,,,,Other Scientific Name,One or several Scientific Taxon Names that are synonyms to the Scientific Taxon Name may be provided here.,,"The primary purpose of this is in support of resource discovery, not developing a taxonomic synonymy. Misidentification or misspellings may thus be of interest. Where multiple taxa are present in a resource and multiple Scientific Taxon Names are given, the association between synonyms and names may not be deducible from the AC record alone.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/TaxonomicCoverage,,,No,Yes
2020-01-27T08:59:43-06:00,physicalSetting,http://rs.tdwg.org/ac/terms/,2013-10-28,2020-01-27,,,,,Physical Setting,"The setting of the content represented in media such as images, sounds, and movies if the provider deems them relevant.","Constrained vocabulary of: ""Natural"" = Object in its natural setting of the object (e. g. living organisms in their natural environment); ""Artificial"" = Object in an artificial environment (e. g. living organisms in an artificial environment such as a zoo, garden, greenhouse, or laboratory); ""Edited"" = Human media editing of a natural setting or media acquisition with a separate media background such as a photographic backdrop.",Multiple values may be needed for movies or montages. See also ac:resourceCreationTechnique which should be used to describe any modifications to the resource itself. Communities of practice should form best practices for the use of these controlled terms.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ContentCoverage,,,No,Yes
2023-09-05T08:12:41-05:00,provider,http://rs.tdwg.org/ac/terms/,2013-10-28,2023-09-05,,,,,Provider,URI for person or organization responsible for presenting the media resource.,"If no separate Metadata Provider is given, this also attributes the metadata.","Media resources and their metadata may be served from different institutions, e. g. in the case of aggregators adding user annotations, taxon identifications, or ratings. See also the entry for ac:providerLiteral and the section Namespaces, Prefixes and Term Names in the Audiovisual Core Term List document for discussion of the rationale for separate terms taking URI values from those taking Literal values where both are possible. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Agent,,,No,No
2020-01-27T08:59:43-06:00,providerID,http://rs.tdwg.org/ac/terms/,2013-10-28,2020-01-27,,,,,Provider ID,A globally unique ID of the provider of the current AC metadata record.,,"Only to be used if the annotated resource is not a provider itself - this item is for relating the resource to a provider, using an arbitrary code that is unique for a provider, contributing partner, or aggregator, or other roles (potentially defined by MARC, OAI) and by which the media resources are linked to the provider.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/RelatedResources,,,No,No
2023-09-05T08:12:41-05:00,providerLiteral,http://rs.tdwg.org/ac/terms/,2013-10-28,2023-09-05,,,,,Provider,Name of the person or organization responsible for presenting the media resource.,"If no separate Metadata Provider is given, this also attributes the metadata.","Media resources and their metadata may be served from different institutions, e. g. in the case of aggregators adding user annotations, taxon identifications, or ratings. See also the entry for ac:provider and the section Namespaces, Prefixes and Term Names in the Audiovisual Core Term List document for discussion of the rationale for separate terms taking URI values from those taking Literal values where both are possible. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/Agent,,,No,No
2020-01-27T08:59:43-06:00,providerManagedID,http://rs.tdwg.org/ac/terms/,2013-10-28,2020-01-27,,,,,Provider-managed ID,"A free-form identifier (a simple number, an alphanumeric code, a URL, etc.) for the resource that is unique and meaningful primarily for the data provider.",,"Ideally, this would be a globally unique identifier (GUID), but the provider is encouraged to supply any form of identifier that simplifies communications on resources within their project and helps to locate individual data items in the provider's data repositories. It is the provider's decision whether to expose this value or not.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Management,,,No,No
2020-01-27T08:59:43-06:00,relatedResourceID,http://rs.tdwg.org/ac/terms/,2013-10-28,2020-01-27,,,,,Related Resource ID,"Resource related in ways not specified through a collection, e.g., before-after images; time-lapse series; different orientations/angles of view",,"The value references a related media item. Examples of relations are: Images taken in a sequence or defined time series, an exposure or focus series (e.g. for stacking), different framing or views (top, side, bottom) of the same subject, or an overview plus several details. The property makes such related media items discoverable, but does not indicate the nature of this relationship. More specific properties may be defined in a later version of AC.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/RelatedResources,,,No,Yes
2020-10-18T13:53:30-04:00,resourceCreationTechnique,http://rs.tdwg.org/ac/terms/,2013-10-28,2020-10-13,,,,,Resource Creation Technique,"Information about technical aspects of the creation and digitization process of the resource. This includes modification steps (""retouching"") after the initial resource capture.",,"Annotating whether and how a resource has been modified or edited significantly in ways that are not immediately obvious to, or expected by, consumers is of special significance. Examples for images are: Removing a distracting twig from a picture, moving an object to a different surrounding, changing the color in parts of the image, or blurring the background of an image. Modifications that are standard practice and expected or obvious are not necessary to document; examples of such practices include changing resolution, cropping, minor sharpening or overall color correction, and clearly perceptible modifications (e.g., addition of arrows or labels, or the placement of multiple pictures into a table.) If it is only known that significant modifications were made, but no details are known, a general statement like ""Media may have been manipulated to improve appearance"" may be appropriate. See also Subject Preparation Technique.","Encoding method or settings, numbers of channels, lighting, frames per second, data rate, interlaced or progressive, multiflash lighting, remote control, automatic interval exposure.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ResourceCreation,,,No,No
2023-09-05T08:12:41-05:00,reviewer,http://rs.tdwg.org/ac/terms/,2013-10-28,2023-09-05,,,,,Reviewer,URI for a reviewer.,"If present, then resource is peer-reviewed, even if Reviewer Comments is absent or empty. Its presence tells whether an expert in the subject featured in the media has reviewed the media item or collection and approved its metadata description; MUST display a name or the literal ""anonymous"" (= anonymously reviewed).","Provider is asserting they accept this review as competent. See also ac:reviewerLiteral and the section Namespaces, Prefixes and Term Names in the Audiovisual Core Term List document for discussion of the rationale for separate terms taking URI values from those taking Literal values where both are possible. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Management,,,No,Yes
2020-01-27T08:59:43-06:00,reviewerComments,http://rs.tdwg.org/ac/terms/,2013-10-28,2020-01-27,,,,,Reviewer Comments,"Any comment provided by a reviewer with expertise in the subject, as free-form text.",,"Reviewer Comments may refer to the resource itself (e. g., asserting a taxon name or location of a biological subject in an image), or to the relation between resource and associated metadata (e. g., asserting that the taxon name given in the metadata is wrong, without asserting a positive identification). There is a separate item ""Comments"" for text from commenters of unrecorded expertise.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Management,,,No,Yes
2023-09-05T08:12:41-05:00,reviewerLiteral,http://rs.tdwg.org/ac/terms/,2013-10-28,2023-09-05,,,,,Reviewer,String providing the name of a reviewer.,"If present, then resource is peer-reviewed, even if Reviewer Comments is absent or empty. Its presence tells whether an expert in the subject featured in the media has reviewed the media item or collection and approved its metadata description; MUST display a name or the literal ""anonymous"" (= anonymously reviewed).","Provider is asserting they accept this review as competent. See also ac:reviewer and the section Namespaces, Prefixes and Term Names in the Audiovisual Core Term List document for discussion of the rationale for separate terms taking URI values from those taking Literal values where both are possible. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Management,,,No,Yes
2023-09-05T08:12:41-05:00,serviceExpectation,http://rs.tdwg.org/ac/terms/,2013-10-28,2023-09-05,,,,,Service Expectation,A term that describes what service expectations users may have of the ac:accessURI.,,"Recommended terms include online (denotes that the URL is expected to deliver the resource), authenticate (denotes that the URL delivers a login or other authentication interface requiring completion before delivery of the resource) published(non digital) (denotes that the URL is the identifier of a non-digital published work, for example a doi.) Communities should develop their own controlled vocabularies for Service Expectations.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/ac/terms/ServiceAccessPoint,,,No,No
2026-02-04T14:15:40-05:00,subjectCategoryVocabulary,http://rs.tdwg.org/ac/terms/,2013-10-28,2026-01-23,,,,,Subject Category Vocabulary,Any controlled vocabulary from which values for ac:CVtermLiteral have been drawn.,The value SHOULD be a stable URL for the vocabulary if one is available.,"If controlled string values for ac:CVtermLiteral are taken from the Audiovisual Core Subject Category controlled vocabulary, it is not necessary to provide a value for this property. If pipe separated strings are used to provide multiple values for ac:CVtermLiteral, this term MUST NOT be repeated. It MAY be repeated if data structuring allows particular ac:CVtermLiteral string values to be associated with particular values for this term.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/ContentCoverage,,,No,Yes
2023-09-05T08:12:41-05:00,subjectOrientation,http://rs.tdwg.org/ac/terms/,2013-10-28,2023-09-05,,,,,Subject Orientation,"Specific orientation (= direction, view angle) of the subject represented in the media resource with respect to the acquisition device, denoted by an IRI.","Values SHOULD be selected from the Controlled Vocabulary for Audiovisual Core subjectOrientation. In text-based systems such as tables, IRI values MUST be in unabbreviated form.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/TaxonomicCoverage,,,No,No
2023-09-05T08:12:41-05:00,subjectPart,http://rs.tdwg.org/ac/terms/,2013-10-28,2023-09-05,,,,,Subject Part,"The portion or product of organism morphology, behaviour, environment, etc. that is either predominantly shown or particularly well exemplified by the media resource, denoted by an IRI.","Values SHOULD be selected from the Controlled Vocabulary for Audiovisual Core subjectPart. In text-based systems such as tables, IRI values MUST be in unabbreviated form.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/TaxonomicCoverage,,,No,No
2023-09-05T08:12:41-05:00,subtype,http://rs.tdwg.org/ac/terms/,2013-10-28,2023-09-05,,,,,Subtype (IRI),"A class, represented by an IRI, that provides for more specialization of the media item type than dcterms:type.","The subtype term MUST NOT be applied to Collection objects. However, the Description term in the Content Coverage Vocabulary might add further description to a Collection object. IRI values SHOULD be selected from the Controlled Vocabulary for Audiovisual Core subtype. Human-readable information about the Controlled Vocabulary for subtype is at http://rs.tdwg.org/ac/doc/subtype/ . In text-based systems such as tables, IRI values MUST be in unabbreviated form. When an appropriate subtype is not available in the Audiovisual Core controlled vocabulary, a term IRI that is not in a TDWG namespace MAY be used. Conforming applications MAY choose to ignore controlled values not issued by Audiovisual Core.",See ac:subtypeLiteral for usage with strings.,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/attributes/Management,,,No,Yes
